Library,"Borrower zipcode","Checkouts + renewals"
"Holton, Beck-Bookman Library",67558,1
"Holton, Beck-Bookman Library",67835,1
"Horton Public Library",0,20
"Horton Public Library",66053,2
"Horton Public Library",66439,100
"Horton Public Library",66502,1
"Horton Public Library",66527,7
"Horton Public Library",66547,1
"Lansing Community Library",0,30
"Lansing Community Library",66007,4
"Lansing Community Library",66020,49
"Lansing Community Library",66027,2
"Lansing Community Library",66043,1767
"Lansing Community Library",66048,707
"Lansing Community Library",66109,14
"Lansing Community Library",66112,20
"Lansing Community Library",66210,7
"Lansing Community Library",66212,19
"Lansing Community Library",66227,6
"Lansing Community Library",-,4
"Leavenworth Public Library",0,18
"Leavenworth Public Library",64098,3
"Leavenworth Public Library",64119,36
"Leavenworth Public Library",64152,2
"Leavenworth Public Library",64504,4
"Leavenworth Public Library",66002,33
"Leavenworth Public Library",66007,14
"Leavenworth Public Library",66012,1
"Leavenworth Public Library",66020,390
"Leavenworth Public Library",66026,5
"Leavenworth Public Library",66027,1273
"Leavenworth Public Library",66043,592
"Leavenworth Public Library",66048,8088
"Leavenworth Public Library",66054,14
"Leavenworth Public Library",66066,16
"Leavenworth Public Library",66086,5
"Leavenworth Public Library",66103,12
"Leavenworth Public Library",66104,1
"Leavenworth Public Library",66109,11
"Leavenworth Public Library",66203,1
"Leavenworth Public Library",66210,69
"Leavenworth Public Library",66217,19
"Leavenworth Public Library",66219,4
"Leavenworth Public Library",-,15
"Leavenworth Public Library",66549,3
"Linwood Community Library",0,1
"Linwood Community Library",66007,1
"Linwood Community Library",66012,66
"Linwood Community Library",66018,7
"Linwood Community Library",66025,3
"Linwood Community Library",66043,1
"Linwood Community Library",66044,83
"Linwood Community Library",66046,12
"Linwood Community Library",66047,15
"Linwood Community Library",66049,10
"Linwood Community Library",66052,606
"Linwood Community Library",66086,28
"Linwood Community Library",66111,4
"Linwood Community Library",66413,2
"Linwood Community Library",66434,1
"Linwood Community Library",66439,1
"Lyndon Carnegie Library",0,15
"Lyndon Carnegie Library",66076,12
"Lyndon Carnegie Library",66212,2
"Lyndon Carnegie Library",66413,1
"Lyndon Carnegie Library",66414,24
"Lyndon Carnegie Library",66451,392
"Lyndon Carnegie Library",66510,23
"Lyndon Carnegie Library",66523,3
"Lyndon Carnegie Library",66528,2
"Lyndon Carnegie Library",66537,46
"Lyndon Carnegie Library",66543,87
"Lyndon Carnegie Library",66856,16
"Lyndon Carnegie Library",66860,10
"McLouth Public Library",66020,20
"McLouth Public Library",66048,11
"McLouth Public Library",66054,177
"McLouth Public Library",66066,5
"McLouth Public Library",66086,3
"McLouth Public Library",66111,5
"Meriden-Ozawkie Public Library",0,33
"Meriden-Ozawkie Public Library",66043,1
"Meriden-Ozawkie Public Library",66066,4
"Meriden-Ozawkie Public Library",66070,317
"Meriden-Ozawkie Public Library",66073,46
"Meriden-Ozawkie Public Library",66088,144
"Meriden-Ozawkie Public Library",66419,2
"Meriden-Ozawkie Public Library",66429,27
"Meriden-Ozawkie Public Library",66434,1
"Meriden-Ozawkie Public Library",66440,2
"Meriden-Ozawkie Public Library",66512,1196
"Meriden-Ozawkie Public Library",66539,9
"Meriden-Ozawkie Public Library",66542,32
"Meriden-Ozawkie Public Library",66604,9
"Meriden-Ozawkie Public Library",66608,3
"Meriden-Ozawkie Public Library",66614,38
"Meriden-Ozawkie Public Library",66615,33
"Meriden-Ozawkie Public Library",66617,324
"Meriden-Ozawkie Public Library",66618,13
"Northeast Kansas Library System",0,8
"Northeast Kansas Library System",66002,1
"Northeast Kansas Library System",66044,13
"Northeast Kansas Library System",66047,3
"Northeast Kansas Library System",66049,10
"Nortonville Public Library",0,35
"Nortonville Public Library",66002,5
"Nortonville Public Library",66016,1
"Nortonville Public Library",66023,7
"Nortonville Public Library",66060,232
"Nortonville Public Library",66066,2
"Nortonville Public Library",66073,1
"Nortonville Public Library",66088,16
"Nortonville Public Library",66097,4
"Osage City Library",0,51
"Osage City Library",-,1
"Osage City Library",66076,1
"Osage City Library",66402,32
"Osage City Library",66413,73
"Osage City Library",66451,79
"Osage City Library",66510,1
"Osage City Library",66523,2314
"Osage City Library",66524,2
"Osage City Library",66537,16
"Osage City Library",66543,82
"Osage City Library",66614,1
"Osage City Library",66830,7
"Osage City Library",66833,9
"Osage City Library",66868,105
"Osawatomie Public Library",0,34
"Osawatomie Public Library",-,8
"Osawatomie Public Library",66014,2
"Osawatomie Public Library",66026,12
"Osawatomie Public Library",66030,23
"Osawatomie Public Library",66033,7
"Osawatomie Public Library",66040,31
"Osawatomie Public Library",66042,44
"Osawatomie Public Library",66053,43
"Osawatomie Public Library",66064,829
"Osawatomie Public Library",66067,14
"Osawatomie Public Library",66071,147
"Osawatomie Public Library",66072,52
"Osawatomie Public Library",66083,20
"Osawatomie Public Library",66801,1
"Osawatomie Public Library",67357,1
"Osawatomie Public Library",67579,1
"Osawatomie Public Library",67737,1
"Osawatomie Public Library",67835,1
"Oskaloosa Public Library",0,3
"Oskaloosa Public Library",66050,2
"Oskaloosa Public Library",66054,31
"Oskaloosa Public Library",66066,642
"Oskaloosa Public Library",66070,57
"Oskaloosa Public Library",66073,51
"Oskaloosa Public Library",66097,9
"Ottawa Library",0,11
"Ottawa Library",66006,50
"Ottawa Library",66021,4
"Ottawa Library",66032,58
"Ottawa Library",66040,8
"Ottawa Library",66042,4
"Ottawa Library",66043,4
"Ottawa Library",66046,4
"Ottawa Library",66049,13
"Ottawa Library",66053,10
"Ottawa Library",66062,1
"Ottawa Library",66064,19
"Ottawa Library",66067,5718
"Ottawa Library",66071,2
"Ottawa Library",66075,1
"Ottawa Library",66076,361
"Ottawa Library",66078,173
"Ottawa Library",66079,373
"Ottawa Library",66080,91
"Ottawa Library",66092,74
"Ottawa Library",66095,353
"Ottawa Library",66414,4
"Ottawa Library",66451,14
"Ottawa Library",66501,6
"Ottawa Library",66502,2
"Ottawa Library",66508,27
"Ottawa Library",66510,28
"Ottawa Library",66521,1
"Ottawa Library",66523,5
"Ottawa Library",66524,3
"Ottawa Library",66528,32
"Ottawa Library",66536,1
"Ottawa Library",66537,7
"Ottawa Library",66543,10
"Ottawa Library",66617,2
"Ottawa Library",66713,3
"Ottawa Library",66783,1
"Ottawa Library",66801,2
"Ottawa Library",66839,5
"Ottawa Library",66860,2
"Ottawa Library",67026,1
"Ottawa Library",67042,1
"Ottawa Library",67045,1
"Ottawa Library",67052,1
"Ottawa Library",67062,1
"Ottawa Library",67107,2
"Ottawa Library",67110,1
"Ottawa Library",67147,1
"Ottawa Library",67337,1
"Ottawa Library",67432,1
"Ottawa Library",67504,1
"Ottawa Library",67525,2
"Ottawa Library",67530,1
"Ottawa Library",67558,1
"Ottawa Library",67572,1
"Ottawa Library",67601,7
"Ottawa Library",67654,3
"Ottawa Library",67735,1
"Ottawa Library",67756,1
"Ottawa Library",67835,1
"Ottawa Library",67846,2
"Ottawa Library",-,28
"Overbrook Public Library",0,12
"Overbrook Public Library",66006,8
"Overbrook Public Library",66046,16
"Overbrook Public Library",66067,12
"Overbrook Public Library",66076,58
"Overbrook Public Library",66409,25
"Overbrook Public Library",66414,119
"Overbrook Public Library",66524,863
"Overbrook Public Library",66528,46
"Overbrook Public Library",66537,29
"Overbrook Public Library",66546,2
"Overbrook Public Library",66606,6
"Overbrook Public Library",66611,3
"Overbrook Public Library",66617,12
"Overbrook Public Library",67401,10
"Paola Free Library",0,163
"Paola Free Library",66014,4
"Paola Free Library",66021,2
"Paola Free Library",66026,43
"Paola Free Library",66030,2
"Paola Free Library",66032,3
"Paola Free Library",66033,2
"Paola Free Library",66040,10
"Paola Free Library",66042,12
"Paola Free Library",66049,9
"Paola Free Library",66053,6
"Paola Free Library",66064,211
"Paola Free Library",66067,1
"Paola Free Library",66071,2956
"Paola Free Library",66072,8
"Paola Free Library",66079,41
"Paola Free Library",66083,72
"Paola Free Library",66092,2
"Paola Free Library",66411,1
"Paola Free Library",66441,1
"Paola Free Library",66502,1
"Paola Free Library",-,12
"Paola Free Library",67107,1
"Paola Free Library",67114,2
"Paola Free Library",67156,14
"Paola Free Library",67357,1
"Paola Free Library",67410,1
"Paola Free Library",67550,1
"Paola Free Library",67601,3
"Paola Free Library",67663,1
"Paola Free Library",67701,18
"Paola Free Library",67756,1
"Perry-Lecompton Community Library",66050,9
"Perry-Lecompton Community Library",66066,3
"Perry-Lecompton Community Library",66070,5
"Perry-Lecompton Community Library",66073,41
"Perry-Lecompton Community Library",66607,1
"Perry-Lecompton Community Library",66617,2
"Pomona Community Library",0,8
"Pomona Community Library",66064,3
"Pomona Community Library",66067,2
"Pomona Community Library",66076,215
"Pomona Community Library",66095,15
"Pomona Community Library",66523,1
"Pomona Community Library",66524,8
"Pomona Community Library",66528,5
"Prairie Hills Schools - Axtell Public School",0,8
"Prairie Hills Schools - Axtell Public School",66403,108
"Prairie Hills Schools - Sabetha Elementary School",,3
"Prairie Hills Schools - Sabetha Elementary School",0,3
"Prairie Hills Schools - Sabetha Elementary School",66534,412
"Prairie Hills Schools - Sabetha Elementary School",66550,2
"Prairie Hills Schools - Sabetha High School",66534,17
"Prairie Hills Schools - Sabetha Middle School",66534,2
"Richmond Public Library",66032,6
"Richmond Public Library",66033,39
"Richmond Public Library",66078,55
"Richmond Public Library",66080,436
"Richmond Public Library",66095,6
"Rossville Community Library",0,9
"Rossville Community Library",66044,1
"Rossville Community Library",66109,4
"Rossville Community Library",66413,3
"Rossville Community Library",66416,1
"Rossville Community Library",66418,185
"Rossville Community Library",66422,9
"Rossville Community Library",66423,20
"Rossville Community Library",66507,180
"Rossville Community Library",66533,758
"Rossville Community Library",66536,268
"Rossville Community Library",66539,84
"Rossville Community Library",-,2
"Rossville Community Library",66611,9
"Rossville Community Library",66614,16
"Rossville Community Library",66615,19
"Rossville Community Library",66617,1
"Rossville Community Library",66618,9
"Sabetha, Mary Cotton Library",0,4
"Sabetha, Mary Cotton Library",66053,3
"Sabetha, Mary Cotton Library",66109,2
"Sabetha, Mary Cotton Library",66403,4
"Sabetha, Mary Cotton Library",66408,123
"Sabetha, Mary Cotton Library",66425,40
"Sabetha, Mary Cotton Library",66428,3
"Sabetha, Mary Cotton Library",66434,225
"Sabetha, Mary Cotton Library",66439,3
"Sabetha, Mary Cotton Library",66515,421
"Sabetha, Mary Cotton Library",66516,2
"Sabetha, Mary Cotton Library",66527,1
"Sabetha, Mary Cotton Library",66532,3
"Sabetha, Mary Cotton Library",66534,4299
"Sabetha, Mary Cotton Library",66536,1
"Sabetha, Mary Cotton Library",66538,4
"Sabetha, Mary Cotton Library",66547,1
"Sabetha, Mary Cotton Library",66550,9
"Sabetha, Mary Cotton Library",67420,1
"Sabetha, Mary Cotton Library",67749,1
"Sabetha, Mary Cotton Library",67834,1
"Sabetha, Mary Cotton Library",67835,1
"Sabetha, Mary Cotton Library",68337,8
"Sabetha, Mary Cotton Library",68355,5
"Sabetha, Mary Cotton Library",68376,72
"Sabetha, Mary Cotton Library",-,125
"Seneca Free Library",66002,1
"Seneca Free Library",66403,77
"Seneca Free Library",66404,283
"Seneca Free Library",66406,6
"Seneca Free Library",66408,51
"Seneca Free Library",66415,46
"Seneca Free Library",66417,76
"Seneca Free Library",66428,64
"Seneca Free Library",66434,7
"Seneca Free Library",66534,39
"Seneca Free Library",66538,1826
"Seneca Free Library",66541,5
"Seneca Free Library",66544,4
"Seneca Free Library",66550,20
"Seneca Free Library",66611,3
"Seneca Free Library",-,9
"Seneca Free Library",68345,3
"Seneca Free Library",68420,11
"Silver Lake Library",0,36
"Silver Lake Library",66088,50
"Silver Lake Library",66414,2
"Silver Lake Library",66416,1
"Silver Lake Library",66418,24
"Silver Lake Library",66431,1
"Silver Lake Library",66432,3
"Silver Lake Library",66512,6
"Silver Lake Library",66526,3
"Silver Lake Library",66533,27
"Silver Lake Library",66536,2
"Silver Lake Library",66539,932
"Silver Lake Library",66604,32
"Silver Lake Library",66606,18
"Silver Lake Library",66615,5
"Silver Lake Library",66617,187
"Silver Lake Library",66618,150
"Tonganoxie Public Library",0,85
"Tonganoxie Public Library",-,22
"Tonganoxie Public Library",66007,15
"Tonganoxie Public Library",66012,38
"Tonganoxie Public Library",66020,8
"Tonganoxie Public Library",66025,5
"Tonganoxie Public Library",66043,9
"Tonganoxie Public Library",66044,94
"Tonganoxie Public Library",66046,1
"Tonganoxie Public Library",66047,6
"Tonganoxie Public Library",66048,439
"Tonganoxie Public Library",66052,71
"Tonganoxie Public Library",66054,147
"Tonganoxie Public Library",66061,4
"Tonganoxie Public Library",66066,39
"Tonganoxie Public Library",66073,1
"Tonganoxie Public Library",66086,4046
"Tonganoxie Public Library",66102,4
"Tonganoxie Public Library",66109,42
"Tonganoxie Public Library",66203,5
"Tonganoxie Public Library",66226,2
"Tonganoxie Public Library",66547,5
"Valley Falls, Delaware Township Library",0,23
"Valley Falls, Delaware Township Library",66023,27
"Valley Falls, Delaware Township Library",66054,3
"Valley Falls, Delaware Township Library",66060,44
"Valley Falls, Delaware Township Library",66066,4
"Valley Falls, Delaware Township Library",66088,533
"Valley Falls, Delaware Township Library",66419,120
"Valley Falls, Delaware Township Library",66436,4
"Wellsville City Library",,2
"Wellsville City Library",0,14
"Wellsville City Library",66006,6
"Wellsville City Library",66021,190
"Wellsville City Library",66030,74
"Wellsville City Library",66062,2
"Wellsville City Library",66064,17
"Wellsville City Library",66067,61
"Wellsville City Library",66079,27
"Wellsville City Library",66092,1859
"Wellsville City Library",66095,1
"Wellsville City Library",66212,1
"Wellsville City Library",66215,11
"Wetmore Public Library",0,3
"Wetmore Public Library",66428,10
"Wetmore Public Library",66432,1
"Wetmore Public Library",66516,2
"Wetmore Public Library",66521,4
"Wetmore Public Library",66534,1
"Wetmore Public Library",66538,8
"Wetmore Public Library",66550,210
"Williamsburg Community Library",0,3
"Williamsburg Community Library",66007,1
"Williamsburg Community Library",66053,9
"Williamsburg Community Library",66064,7
"Williamsburg Community Library",66067,24
"Williamsburg Community Library",66076,28
"Williamsburg Community Library",66095,133
"Williamsburg Community Library",66413,1
"Williamsburg Community Library",66439,1
"Williamsburg Community Library",66441,2
"Williamsburg Community Library",66508,1
"Williamsburg Community Library",66528,4
"Williamsburg Community Library",66536,5
"Williamsburg Community Library",66543,2
"Williamsburg Community Library",66547,1
"Williamsburg Community Library",66617,4
"Williamsburg Community Library",66801,4
"Williamsburg Community Library",66871,1
"Williamsburg Community Library",67045,2
"Williamsburg Community Library",67114,1
"Williamsburg Community Library",67154,1
"Williamsburg Community Library",67432,1
"Williamsburg Community Library",67554,2
"Williamsburg Community Library",67558,1
"Williamsburg Community Library",67601,7
"Williamsburg Community Library",67701,2
"Williamsburg Community Library",-,12
"Williamsburg Community Library",67901,1
"Winchester Public Library",66002,23
"Winchester Public Library",66020,17
"Winchester Public Library",66053,3
"Winchester Public Library",66054,109
"Winchester Public Library",66060,3
"Winchester Public Library",66066,43
"Winchester Public Library",66088,34
"Winchester Public Library",66097,487
"Winchester Public Library",66436,2
"Winchester Public Library",66801,1
"Winchester Public Library",66901,1
"Winchester Public Library",67037,1
"Winchester Public Library",67654,1
