Library,"Borrower zipcode","Checkouts + renewals"
"Bonner Springs City Library",66441,2
"Bonner Springs City Library",66502,1
"Bonner Springs City Library",66508,1
"Bonner Springs City Library",66547,1
"Bonner Springs City Library",66801,4
"Bonner Springs City Library",66856,1
"Bonner Springs City Library",66860,1
"Bonner Springs City Library",67037,3
"Bonner Springs City Library",67063,1
"Bonner Springs City Library",67114,2
"Bonner Springs City Library",67154,1
"Bonner Springs City Library",67219,1
"Bonner Springs City Library",67401,1
"Bonner Springs City Library",67501,1
"Bonner Springs City Library",67525,1
"Bonner Springs City Library",67558,2
"Bonner Springs City Library",67579,5
"Bonner Springs City Library",67601,2
"Bonner Springs City Library",67654,2
"Bonner Springs City Library",67701,1
"Bonner Springs City Library",67736,1
"Bonner Springs City Library",67756,1
"Bonner Springs City Library",67860,2
"Bonner Springs City Library",67880,1
"Bonner Springs City Library",67901,1
"Bonner Springs City Library",67951,1
"Bonner Springs City Library",-,8
"Burlingame Community Library",0,4
"Burlingame Community Library",66413,584
"Burlingame Community Library",66414,23
"Burlingame Community Library",66523,14
"Burlingame Community Library",66537,4
"Burlingame Community Library",66615,40
"Carbondale City Library",66006,1
"Carbondale City Library",66409,3
"Carbondale City Library",66413,1
"Carbondale City Library",66414,538
"Carbondale City Library",66523,18
"Carbondale City Library",66524,3
"Carbondale City Library",66537,72
"Carbondale City Library",66546,54
"Carbondale City Library",66604,1
"Carbondale City Library",66605,4
"Carbondale City Library",66611,11
"Carbondale City Library",66615,1
"Carbondale City Library",66619,2
"Carbondale City Library",-,1
"Centralia Community Library",66415,324
"Centralia Community Library",66521,2
"Centralia Community Library",66538,11
"Centralia Community Library",66544,15
"Corning City Library",66415,1
"Corning City Library",66417,16
"Doniphan County Library - Elwood",64501,2
"Doniphan County Library - Elwood",66024,93
"Doniphan County Library - Elwood",66035,16
"Doniphan County Library - Elwood",66087,61
"Doniphan County Library - Elwood",66090,7
"Doniphan County Library - Highland",0,8
"Doniphan County Library - Highland",64485,1
"Doniphan County Library - Highland",64501,5
"Doniphan County Library - Highland",66017,21
"Doniphan County Library - Highland",66024,4
"Doniphan County Library - Highland",-,6
"Doniphan County Library - Highland",66035,326
"Doniphan County Library - Highland",66087,52
"Doniphan County Library - Highland",66094,2
"Doniphan County Library - Highland",66434,1
"Doniphan County Library - Highland",66509,1
"Doniphan County Library - Highland",66532,8
"Doniphan County Library - Troy",0,2
"Doniphan County Library - Troy",64501,14
"Doniphan County Library - Troy",66002,21
"Doniphan County Library - Troy",66008,27
"Doniphan County Library - Troy",66017,5
"Doniphan County Library - Troy",66024,1
"Doniphan County Library - Troy",66035,9
"Doniphan County Library - Troy",66087,519
"Doniphan County Library - Troy",66090,64
"Doniphan County Library - Troy",66534,1
"Doniphan County Library - Wathena",64485,10
"Doniphan County Library - Wathena",66017,4
"Doniphan County Library - Wathena",66035,2
"Doniphan County Library - Wathena",66087,18
"Doniphan County Library - Wathena",66090,471
"Doniphan County Library - Wathena",66434,1
"Effingham Community Library",0,5
"Effingham Community Library",66023,219
"Effingham Community Library",66041,4
"Effingham Community Library",66043,1
"Effingham Community Library",66088,1
"Effingham Community Library",66413,1
"Effingham Community Library",66436,4
"Eudora Community Library",0,36
"Eudora Community Library",66018,7
"Eudora Community Library",66021,3
"Eudora Community Library",66025,2070
"Eudora Community Library",66030,1
"Eudora Community Library",66044,105
"Eudora Community Library",66046,11
"Eudora Community Library",66047,103
"Eudora Community Library",66049,12
"Eudora Community Library",66052,36
"Eudora Community Library",66061,1
"Eudora Community Library",66212,2
"Eudora Community Library",66502,5
"Eudora Community Library",66524,71
"Everest, Barnes Reading Room",0,3
"Everest, Barnes Reading Room",66016,1
"Everest, Barnes Reading Room",66023,1
"Everest, Barnes Reading Room",66424,154
"Everest, Barnes Reading Room",66434,3
"Everest, Barnes Reading Room",66439,33
"Hiawatha, Morrill Public Library",0,18
"Hiawatha, Morrill Public Library",66008,17
"Hiawatha, Morrill Public Library",66017,6
"Hiawatha, Morrill Public Library",66032,1
"Hiawatha, Morrill Public Library",-,2
"Hiawatha, Morrill Public Library",66035,35
"Hiawatha, Morrill Public Library",66087,10
"Hiawatha, Morrill Public Library",66090,5
"Hiawatha, Morrill Public Library",66094,28
"Hiawatha, Morrill Public Library",66424,7
"Hiawatha, Morrill Public Library",66425,4
"Hiawatha, Morrill Public Library",66428,18
"Hiawatha, Morrill Public Library",66434,1663
"Hiawatha, Morrill Public Library",66439,50
"Hiawatha, Morrill Public Library",66441,1
"Hiawatha, Morrill Public Library",66515,11
"Hiawatha, Morrill Public Library",66527,16
"Hiawatha, Morrill Public Library",66532,138
"Hiawatha, Morrill Public Library",66534,89
"Hiawatha, Morrill Public Library",66547,1
"Hiawatha, Morrill Public Library",67401,2
"Hiawatha, Morrill Public Library",67410,1
"Hiawatha, Morrill Public Library",67654,1
"Hiawatha, Morrill Public Library",67735,4
"Hiawatha, Morrill Public Library",68355,6
"Highland Community College",0,13
"Highland Community College",64507,4
"Highland Community College",66002,9
"Highland Community College",66035,5
"Highland Community College",66044,1
"Highland Community College",66087,5
"Highland Community College",66090,3
"Highland Community College",66104,6
"Highland Community College",66109,13
"Highland Community College",66509,1
"Highland Community College",66534,6
"Highland Community College",66618,1
"Highland Community College",66901,1
"Highland Community College",-,8
"Holton, Beck-Bookman Library",0,62
"Holton, Beck-Bookman Library",-,1
"Holton, Beck-Bookman Library",66040,2
"Holton, Beck-Bookman Library",66053,1
"Holton, Beck-Bookman Library",66058,27
"Holton, Beck-Bookman Library",66060,4
"Holton, Beck-Bookman Library",66088,9
"Holton, Beck-Bookman Library",66411,3
"Holton, Beck-Bookman Library",66416,62
"Holton, Beck-Bookman Library",66418,2
"Holton, Beck-Bookman Library",66419,37
"Holton, Beck-Bookman Library",66428,22
"Holton, Beck-Bookman Library",66432,4
"Holton, Beck-Bookman Library",66434,10
"Holton, Beck-Bookman Library",66436,1386
"Holton, Beck-Bookman Library",66439,1
"Holton, Beck-Bookman Library",66440,118
"Holton, Beck-Bookman Library",66509,278
"Holton, Beck-Bookman Library",66516,25
"Holton, Beck-Bookman Library",66521,5
"Holton, Beck-Bookman Library",66533,6
"Holton, Beck-Bookman Library",66540,73
"Holton, Beck-Bookman Library",66550,8
"Holton, Beck-Bookman Library",66552,44
"Holton, Beck-Bookman Library",66608,16
"Holton, Beck-Bookman Library",66614,5
"Holton, Beck-Bookman Library",66617,11
"Holton, Beck-Bookman Library",66720,1
"Holton, Beck-Bookman Library",66783,1
"Holton, Beck-Bookman Library",66901,2
"Holton, Beck-Bookman Library",66968,1
"Holton, Beck-Bookman Library",67042,1
"Holton, Beck-Bookman Library",67056,2
"Holton, Beck-Bookman Library",67104,1
"Holton, Beck-Bookman Library",67107,2
"Holton, Beck-Bookman Library",67110,2
"Holton, Beck-Bookman Library",67456,1
"Holton, Beck-Bookman Library",67550,2
"Holton, Beck-Bookman Library",67654,2
"Holton, Beck-Bookman Library",67735,2
"Holton, Beck-Bookman Library",67756,2
"Horton Public Library",0,18
"Horton Public Library",66053,1
"Horton Public Library",66427,3
"Horton Public Library",66439,118
"Horton Public Library",66440,1
"Horton Public Library",66502,1
"Horton Public Library",66531,1
"Horton Public Library",66532,4
"Horton Public Library",66547,1
"Horton Public Library",66552,1
"Horton Public Library",66617,11
"Horton Public Library",66839,1
"Horton Public Library",67110,1
"Horton Public Library",67114,4
"Horton Public Library",67152,1
"Horton Public Library",-,9
"Lansing Community Library",0,7
"Lansing Community Library",66002,3
"Lansing Community Library",66007,20
"Lansing Community Library",66020,17
"Lansing Community Library",66027,18
"Lansing Community Library",66043,1846
"Lansing Community Library",66048,510
"Lansing Community Library",66054,1
"Lansing Community Library",66061,6
"Lansing Community Library",66086,4
"Lansing Community Library",66092,1
"Lansing Community Library",66109,10
"Lansing Community Library",66202,12
"Lansing Community Library",-,2
"Leavenworth Public Library",0,19
"Leavenworth Public Library",64079,2
"Leavenworth Public Library",64098,3
"Leavenworth Public Library",64152,3
"Leavenworth Public Library",66002,43
"Leavenworth Public Library",66007,61
"Leavenworth Public Library",66020,155
"Leavenworth Public Library",66023,6
"Leavenworth Public Library",66027,929
"Leavenworth Public Library",66043,553
"Leavenworth Public Library",66048,8371
"Leavenworth Public Library",66054,12
"Leavenworth Public Library",66066,2
"Leavenworth Public Library",66086,52
"Leavenworth Public Library",66109,10
"Leavenworth Public Library",66111,2
"Leavenworth Public Library",66203,2
"Leavenworth Public Library",66210,15
"Leavenworth Public Library",66218,2
"Leavenworth Public Library",66442,3
"Leavenworth Public Library",-,66
"Linwood Community Library",66012,46
"Linwood Community Library",66018,10
"Linwood Community Library",66025,3
"Linwood Community Library",66044,42
"Linwood Community Library",66046,9
"Linwood Community Library",66047,8
"Linwood Community Library",66049,20
"Linwood Community Library",66052,677
"Linwood Community Library",66054,2
"Linwood Community Library",66086,51
"Linwood Community Library",66102,2
"Lyndon Carnegie Library",0,17
"Lyndon Carnegie Library",66212,8
"Lyndon Carnegie Library",66414,14
"Lyndon Carnegie Library",66451,481
"Lyndon Carnegie Library",66510,18
"Lyndon Carnegie Library",66523,16
"Lyndon Carnegie Library",66528,2
"Lyndon Carnegie Library",66537,37
"Lyndon Carnegie Library",66543,79
"Lyndon Carnegie Library",66614,4
"Lyndon Carnegie Library",66801,1
"Lyndon Carnegie Library",66856,1
"Lyndon Carnegie Library",66860,6
"McLouth Public Library",66020,7
"McLouth Public Library",66048,14
"McLouth Public Library",66054,163
"McLouth Public Library",66070,2
"McLouth Public Library",66086,4
"Meriden-Ozawkie Public Library",0,10
"Meriden-Ozawkie Public Library",66066,1
"Meriden-Ozawkie Public Library",66070,158
"Meriden-Ozawkie Public Library",66073,25
"Meriden-Ozawkie Public Library",66088,94
"Meriden-Ozawkie Public Library",66097,3
"Meriden-Ozawkie Public Library",66402,15
"Meriden-Ozawkie Public Library",66429,3
"Meriden-Ozawkie Public Library",66434,1
"Meriden-Ozawkie Public Library",66440,19
"Meriden-Ozawkie Public Library",66512,1001
"Meriden-Ozawkie Public Library",66542,74
"Meriden-Ozawkie Public Library",66604,2
"Meriden-Ozawkie Public Library",66606,1
"Meriden-Ozawkie Public Library",66608,6
"Meriden-Ozawkie Public Library",66614,69
"Meriden-Ozawkie Public Library",66615,129
"Meriden-Ozawkie Public Library",66617,219
"Meriden-Ozawkie Public Library",66618,8
"Northeast Kansas Library System",0,1
"Northeast Kansas Library System",66044,20
"Northeast Kansas Library System",66047,3
"Northeast Kansas Library System",66049,26
"Nortonville Public Library",0,43
"Nortonville Public Library",66016,1
"Nortonville Public Library",66023,19
"Nortonville Public Library",66060,293
"Nortonville Public Library",66066,5
"Nortonville Public Library",66070,2
"Nortonville Public Library",66088,15
"Nortonville Public Library",66097,6
"Nortonville Public Library",66434,8
"Osage City Library",0,66
"Osage City Library",-,23
"Osage City Library",66076,2
"Osage City Library",66402,35
"Osage City Library",66413,74
"Osage City Library",66451,58
"Osage City Library",66523,1675
"Osage City Library",66524,7
"Osage City Library",66537,10
"Osage City Library",66543,41
"Osage City Library",66614,1
"Osage City Library",66830,1
"Osage City Library",66833,8
"Osage City Library",66856,2
"Osage City Library",66868,72
"Osawatomie Public Library",0,48
"Osawatomie Public Library",-,13
"Osawatomie Public Library",66026,3
"Osawatomie Public Library",66030,34
"Osawatomie Public Library",66033,3
"Osawatomie Public Library",66040,12
"Osawatomie Public Library",66042,80
"Osawatomie Public Library",66053,55
"Osawatomie Public Library",66064,954
"Osawatomie Public Library",66067,13
"Osawatomie Public Library",66071,115
"Osawatomie Public Library",66072,108
"Osawatomie Public Library",66079,8
"Osawatomie Public Library",66083,17
"Osawatomie Public Library",66839,1
"Oskaloosa Public Library",-,3
"Oskaloosa Public Library",66007,1
"Oskaloosa Public Library",66044,14
"Oskaloosa Public Library",66050,3
"Oskaloosa Public Library",66054,26
"Oskaloosa Public Library",66066,485
"Oskaloosa Public Library",66070,97
"Oskaloosa Public Library",66073,69
"Oskaloosa Public Library",66097,4
"Ottawa Library",66006,70
"Ottawa Library",66030,17
"Ottawa Library",66032,97
"Ottawa Library",66033,4
"Ottawa Library",66040,24
"Ottawa Library",66042,10
"Ottawa Library",66046,1
"Ottawa Library",66049,16
"Ottawa Library",66053,7
"Ottawa Library",66064,31
"Ottawa Library",66066,1
"Ottawa Library",66067,4912
"Ottawa Library",66072,1
"Ottawa Library",66076,517
"Ottawa Library",66078,198
"Ottawa Library",66079,452
"Ottawa Library",66080,45
"Ottawa Library",66092,101
"Ottawa Library",66095,332
"Ottawa Library",66411,4
"Ottawa Library",66434,2
"Ottawa Library",66441,1
"Ottawa Library",66451,34
"Ottawa Library",66501,3
"Ottawa Library",66508,1
"Ottawa Library",66510,2
"Ottawa Library",66524,2
"Ottawa Library",66528,49
"Ottawa Library",66542,4
"Ottawa Library",66543,29
"Ottawa Library",66617,1
"Ottawa Library",66713,1
"Ottawa Library",66749,2
"Ottawa Library",66801,4
"Ottawa Library",66860,2
"Ottawa Library",66871,9
"Ottawa Library",66901,1
"Ottawa Library",67005,1
"Ottawa Library",67026,1
"Ottawa Library",67045,2
"Ottawa Library",67052,1
"Ottawa Library",67062,1
"Ottawa Library",67107,1
"Ottawa Library",67110,1
"Ottawa Library",67114,1
"Ottawa Library",67301,1
"Ottawa Library",67645,1
"Ottawa Library",67757,1
"Ottawa Library",-,14
"Overbrook Public Library",66006,1
"Overbrook Public Library",66012,3
"Overbrook Public Library",66046,39
"Overbrook Public Library",66061,6
"Overbrook Public Library",66067,20
"Overbrook Public Library",66076,106
"Overbrook Public Library",66095,4
"Overbrook Public Library",66409,3
"Overbrook Public Library",66414,77
"Overbrook Public Library",66524,787
"Overbrook Public Library",66528,37
"Overbrook Public Library",66537,32
"Overbrook Public Library",66542,5
"Overbrook Public Library",66606,10
"Overbrook Public Library",66611,4
"Overbrook Public Library",67401,9
"Paola Free Library",0,200
"Paola Free Library",66007,4
"Paola Free Library",66026,38
"Paola Free Library",66030,14
"Paola Free Library",66032,6
"Paola Free Library",66033,3
"Paola Free Library",66040,15
"Paola Free Library",66042,12
"Paola Free Library",66049,17
"Paola Free Library",66053,48
"Paola Free Library",66061,5
"Paola Free Library",66062,5
"Paola Free Library",66064,193
"Paola Free Library",66067,5
"Paola Free Library",66071,2884
"Paola Free Library",66072,20
"Paola Free Library",66079,13
"Paola Free Library",66083,54
"Paola Free Library",66092,3
"Paola Free Library",66212,1
"Paola Free Library",66411,3
"Paola Free Library",66441,1
"Paola Free Library",66502,8
"Paola Free Library",66534,2
"Paola Free Library",66701,1
"Paola Free Library",66743,3
"Paola Free Library",66901,1
"Paola Free Library",67107,1
"Paola Free Library",-,12
"Paola Free Library",67501,2
"Paola Free Library",67550,1
"Paola Free Library",67579,1
"Paola Free Library",67601,1
"Paola Free Library",67701,25
"Paola Free Library",67951,3
"Perry-Lecompton Community Library",66044,1
"Perry-Lecompton Community Library",66050,17
"Perry-Lecompton Community Library",66066,5
"Perry-Lecompton Community Library",66070,3
"Perry-Lecompton Community Library",66073,65
"Perry-Lecompton Community Library",66542,1
"Perry-Lecompton Community Library",66607,21
"Pomona Community Library",66067,26
"Pomona Community Library",66076,205
"Pomona Community Library",66523,3
"Pomona Community Library",66528,3
"Pomona Community Library",66604,15
"Prairie Hills Schools - Axtell Public School",0,29
"Prairie Hills Schools - Axtell Public School",66403,532
"Prairie Hills Schools - Sabetha Elementary School",0,65
"Prairie Hills Schools - Sabetha Elementary School",66408,1
"Prairie Hills Schools - Sabetha Elementary School",66534,2384
"Prairie Hills Schools - Sabetha High School",0,2
"Prairie Hills Schools - Sabetha High School",66534,38
"Prairie Hills Schools - Sabetha High School",67749,1
"Prairie Hills Schools - Sabetha High School",67757,1
"Prairie Hills Schools - Sabetha Middle School",0,6
"Prairie Hills Schools - Sabetha Middle School",66403,2
"Prairie Hills Schools - Sabetha Middle School",66534,185
"Richmond Public Library",66032,16
"Richmond Public Library",66033,43
"Richmond Public Library",66078,16
"Richmond Public Library",66080,382
"Richmond Public Library",66508,5
"Rossville Community Library",66044,2
"Rossville Community Library",66409,1
"Rossville Community Library",66416,1
"Rossville Community Library",66418,135
"Rossville Community Library",66422,8
"Rossville Community Library",66423,13
"Rossville Community Library",66431,4
"Rossville Community Library",66440,22
"Rossville Community Library",66507,269
"Rossville Community Library",66533,858
"Rossville Community Library",66536,375
"Rossville Community Library",66539,40
"Rossville Community Library",66604,17
"Rossville Community Library",66611,6
"Rossville Community Library",66614,1
"Rossville Community Library",66615,34
"Rossville Community Library",66618,10
"Sabetha, Mary Cotton Library",0,1
"Sabetha, Mary Cotton Library",66053,4
"Sabetha, Mary Cotton Library",66066,1
"Sabetha, Mary Cotton Library",66403,3
"Sabetha, Mary Cotton Library",66408,135
"Sabetha, Mary Cotton Library",66411,1
"Sabetha, Mary Cotton Library",66424,3
"Sabetha, Mary Cotton Library",66425,25
"Sabetha, Mary Cotton Library",66434,102
"Sabetha, Mary Cotton Library",66515,288
"Sabetha, Mary Cotton Library",66522,3
"Sabetha, Mary Cotton Library",66527,22
"Sabetha, Mary Cotton Library",66534,3098
"Sabetha, Mary Cotton Library",66538,7
"Sabetha, Mary Cotton Library",66539,1
"Sabetha, Mary Cotton Library",66547,2
"Sabetha, Mary Cotton Library",66550,7
"Sabetha, Mary Cotton Library",67056,1
"Sabetha, Mary Cotton Library",67063,1
"Sabetha, Mary Cotton Library",67104,1
"Sabetha, Mary Cotton Library",67420,1
"Sabetha, Mary Cotton Library",67501,1
"Sabetha, Mary Cotton Library",67601,3
"Sabetha, Mary Cotton Library",67736,1
"Sabetha, Mary Cotton Library",67835,1
"Sabetha, Mary Cotton Library",68337,11
"Sabetha, Mary Cotton Library",68376,37
"Sabetha, Mary Cotton Library",-,144
"Seneca Free Library",66066,1
"Seneca Free Library",66403,90
"Seneca Free Library",66404,240
"Seneca Free Library",66408,84
"Seneca Free Library",66415,14
"Seneca Free Library",66416,5
"Seneca Free Library",66417,109
"Seneca Free Library",66427,7
"Seneca Free Library",66428,38
"Seneca Free Library",66434,1
"Seneca Free Library",66521,7
"Seneca Free Library",66522,3
"Seneca Free Library",66534,12
"Seneca Free Library",66538,1189
"Seneca Free Library",66540,14
"Seneca Free Library",66544,7
"Seneca Free Library",66550,7
"Seneca Free Library",68420,21
"Silver Lake Library",0,66
"Silver Lake Library",66043,2
"Silver Lake Library",66048,1
"Silver Lake Library",66418,22
"Silver Lake Library",66526,3
"Silver Lake Library",66533,54
"Silver Lake Library",66539,1004
"Silver Lake Library",66542,18
"Silver Lake Library",66547,22
"Silver Lake Library",66604,65
"Silver Lake Library",66605,3
"Silver Lake Library",66606,10
"Silver Lake Library",66615,5
"Silver Lake Library",66617,85
"Silver Lake Library",66618,156
"Tonganoxie Public Library",,2
"Tonganoxie Public Library",0,163
"Tonganoxie Public Library",64118,33
"Tonganoxie Public Library",66002,1
"Tonganoxie Public Library",66006,1
"Tonganoxie Public Library",66007,7
"Tonganoxie Public Library",66012,22
"Tonganoxie Public Library",66025,10
"Tonganoxie Public Library",66043,2
"Tonganoxie Public Library",66044,183
"Tonganoxie Public Library",66048,268
"Tonganoxie Public Library",66052,80
"Tonganoxie Public Library",66054,106
"Tonganoxie Public Library",66061,4
"Tonganoxie Public Library",66066,8
"Tonganoxie Public Library",66070,8
"Tonganoxie Public Library",66073,12
"Tonganoxie Public Library",66086,3183
"Tonganoxie Public Library",66109,43
"Valley Falls, Delaware Township Library",0,11
"Valley Falls, Delaware Township Library",66060,1
"Valley Falls, Delaware Township Library",66066,23
"Valley Falls, Delaware Township Library",66067,1
"Valley Falls, Delaware Township Library",66088,451
"Valley Falls, Delaware Township Library",66419,93
"Valley Falls, Delaware Township Library",66436,2
"Valley Falls, Delaware Township Library",66608,6
"Valley Falls, Delaware Township Library",66615,1
"Wellsville City Library",66021,92
"Wellsville City Library",66030,51
"Wellsville City Library",66046,1
"Wellsville City Library",66062,3
"Wellsville City Library",66067,38
"Wellsville City Library",66071,47
"Wellsville City Library",66079,39
"Wellsville City Library",66092,1518
"Wellsville City Library",66095,3
"Wellsville City Library",66524,2
"Wetmore Public Library",66428,10
"Wetmore Public Library",66516,1
"Wetmore Public Library",66521,3
"Wetmore Public Library",66534,1
"Wetmore Public Library",66538,19
"Wetmore Public Library",66550,253
"Williamsburg Community Library",66053,11
"Williamsburg Community Library",66067,5
"Williamsburg Community Library",66076,13
"Williamsburg Community Library",66095,303
"Williamsburg Community Library",66427,4
"Williamsburg Community Library",66451,1
"Williamsburg Community Library",66501,2
"Williamsburg Community Library",66502,13
"Williamsburg Community Library",66508,3
"Williamsburg Community Library",66528,2
"Williamsburg Community Library",66538,3
"Williamsburg Community Library",66547,8
"Williamsburg Community Library",66720,2
"Williamsburg Community Library",66736,2
"Williamsburg Community Library",66801,8
"Williamsburg Community Library",66839,4
"Williamsburg Community Library",66846,3
"Williamsburg Community Library",67005,2
"Williamsburg Community Library",67045,2
"Williamsburg Community Library",67110,2
"Williamsburg Community Library",67114,4
"Williamsburg Community Library",67456,1
"Williamsburg Community Library",67525,2
"Williamsburg Community Library",67530,1
"Williamsburg Community Library",67663,4
"Williamsburg Community Library",67669,1
"Williamsburg Community Library",-,13
"Winchester Public Library",66002,49
"Winchester Public Library",66053,1
"Winchester Public Library",66054,206
"Winchester Public Library",66060,5
"Winchester Public Library",66066,130
"Winchester Public Library",66088,21
"Winchester Public Library",66097,207
"Winchester Public Library",67042,1
"Winchester Public Library",67154,2
"Winchester Public Library",67530,2
