Library,"Borrower zipcode","Checkouts + renewals"
"Leavenworth Public Library",66012,10
"Leavenworth Public Library",66020,213
"Leavenworth Public Library",66023,7
"Leavenworth Public Library",66027,1058
"Leavenworth Public Library",66043,779
"Leavenworth Public Library",66048,9097
"Leavenworth Public Library",66054,15
"Leavenworth Public Library",66061,10
"Leavenworth Public Library",66066,9
"Leavenworth Public Library",66073,4
"Leavenworth Public Library",66086,30
"Leavenworth Public Library",66104,17
"Leavenworth Public Library",66109,67
"Leavenworth Public Library",66210,54
"Leavenworth Public Library",66217,14
"Leavenworth Public Library",66218,2
"Leavenworth Public Library",66226,4
"Linwood Community Library",0,20
"Linwood Community Library",66007,33
"Linwood Community Library",66012,263
"Linwood Community Library",66018,10
"Linwood Community Library",66025,49
"Linwood Community Library",66044,108
"Linwood Community Library",66047,4
"Linwood Community Library",66049,17
"Linwood Community Library",66052,717
"Linwood Community Library",66086,39
"Lyndon Carnegie Library",0,15
"Lyndon Carnegie Library",-,38
"Lyndon Carnegie Library",66076,2
"Lyndon Carnegie Library",66212,6
"Lyndon Carnegie Library",66413,1
"Lyndon Carnegie Library",66414,37
"Lyndon Carnegie Library",66451,526
"Lyndon Carnegie Library",66510,26
"Lyndon Carnegie Library",66523,19
"Lyndon Carnegie Library",66528,3
"Lyndon Carnegie Library",66537,34
"Lyndon Carnegie Library",66543,74
"Lyndon Carnegie Library",66801,3
"Lyndon Carnegie Library",66856,7
"Lyndon Carnegie Library",66860,12
"Lyndon Carnegie Library",67401,2
"McLouth Public Library",64151,1
"McLouth Public Library",66020,8
"McLouth Public Library",66048,15
"McLouth Public Library",66054,207
"McLouth Public Library",66086,2
"Meriden-Ozawkie Public Library",0,41
"Meriden-Ozawkie Public Library",-,26
"Meriden-Ozawkie Public Library",66044,3
"Meriden-Ozawkie Public Library",66060,4
"Meriden-Ozawkie Public Library",66066,3
"Meriden-Ozawkie Public Library",66070,263
"Meriden-Ozawkie Public Library",66073,19
"Meriden-Ozawkie Public Library",66088,98
"Meriden-Ozawkie Public Library",66409,13
"Meriden-Ozawkie Public Library",66429,23
"Meriden-Ozawkie Public Library",66440,3
"Meriden-Ozawkie Public Library",66512,1478
"Meriden-Ozawkie Public Library",66536,5
"Meriden-Ozawkie Public Library",66539,13
"Meriden-Ozawkie Public Library",66542,11
"Meriden-Ozawkie Public Library",66604,6
"Meriden-Ozawkie Public Library",66606,1
"Meriden-Ozawkie Public Library",66608,4
"Meriden-Ozawkie Public Library",66614,39
"Meriden-Ozawkie Public Library",66615,6
"Meriden-Ozawkie Public Library",66617,322
"Meriden-Ozawkie Public Library",66618,25
"Northeast Kansas Library System",66002,1
"Northeast Kansas Library System",66044,11
"Northeast Kansas Library System",66047,80
"Northeast Kansas Library System",66049,18
"Northeast Kansas Library System",66604,1
"Northeast Kansas Library System",83402,10
"Nortonville Public Library",0,20
"Nortonville Public Library",66002,2
"Nortonville Public Library",66016,6
"Nortonville Public Library",66023,2
"Nortonville Public Library",66060,298
"Nortonville Public Library",66073,2
"Nortonville Public Library",66088,18
"Nortonville Public Library",66097,2
"Osage City Library",0,33
"Osage City Library",-,18
"Osage City Library",66402,7
"Osage City Library",66413,68
"Osage City Library",66451,70
"Osage City Library",66523,1972
"Osage City Library",66536,5
"Osage City Library",66537,10
"Osage City Library",66543,53
"Osage City Library",66614,1
"Osage City Library",66830,2
"Osage City Library",66833,2
"Osage City Library",66856,3
"Osage City Library",66868,94
"Osawatomie Public Library",0,49
"Osawatomie Public Library",66026,9
"Osawatomie Public Library",66030,21
"Osawatomie Public Library",66033,7
"Osawatomie Public Library",66040,30
"Osawatomie Public Library",66042,108
"Osawatomie Public Library",66053,79
"Osawatomie Public Library",66064,944
"Osawatomie Public Library",66067,11
"Osawatomie Public Library",66071,174
"Osawatomie Public Library",66072,56
"Osawatomie Public Library",66079,1
"Osawatomie Public Library",66083,44
"Osawatomie Public Library",67357,1
"Osawatomie Public Library",67401,1
"Osawatomie Public Library",67410,1
"Osawatomie Public Library",67456,1
"Osawatomie Public Library",-,22
"Oskaloosa Public Library",0,3
"Oskaloosa Public Library",-,4
"Oskaloosa Public Library",66020,11
"Oskaloosa Public Library",66050,1
"Oskaloosa Public Library",66054,27
"Oskaloosa Public Library",66066,636
"Oskaloosa Public Library",66070,90
"Oskaloosa Public Library",66073,50
"Oskaloosa Public Library",66088,1
"Oskaloosa Public Library",66095,2
"Oskaloosa Public Library",66097,6
"Oskaloosa Public Library",66512,1
"Oskaloosa Public Library",66534,3
"Ottawa Library",0,5
"Ottawa Library",66006,61
"Ottawa Library",66018,25
"Ottawa Library",66030,22
"Ottawa Library",66032,86
"Ottawa Library",66040,18
"Ottawa Library",66042,11
"Ottawa Library",66046,3
"Ottawa Library",66049,23
"Ottawa Library",66053,2
"Ottawa Library",66064,25
"Ottawa Library",66067,7124
"Ottawa Library",66071,1
"Ottawa Library",66075,1
"Ottawa Library",66076,545
"Ottawa Library",66078,310
"Ottawa Library",66079,307
"Ottawa Library",66080,130
"Ottawa Library",66092,215
"Ottawa Library",66095,336
"Ottawa Library",66434,3
"Ottawa Library",66441,1
"Ottawa Library",66451,35
"Ottawa Library",66501,2
"Ottawa Library",66502,1
"Ottawa Library",66508,4
"Ottawa Library",66510,4
"Ottawa Library",66523,5
"Ottawa Library",66524,3
"Ottawa Library",66528,38
"Ottawa Library",66536,2
"Ottawa Library",66537,21
"Ottawa Library",66543,5
"Ottawa Library",66547,2
"Ottawa Library",66617,3
"Ottawa Library",66701,2
"Ottawa Library",66749,1
"Ottawa Library",66801,1
"Ottawa Library",66839,7
"Ottawa Library",66846,1
"Ottawa Library",66860,2
"Ottawa Library",66871,7
"Ottawa Library",66935,1
"Ottawa Library",67037,3
"Ottawa Library",67042,1
"Ottawa Library",67063,1
"Ottawa Library",67107,4
"Ottawa Library",67147,1
"Ottawa Library",67156,1
"Ottawa Library",67401,2
"Ottawa Library",67432,1
"Ottawa Library",67456,1
"Ottawa Library",67504,2
"Ottawa Library",67550,1
"Ottawa Library",67601,1
"Ottawa Library",67654,2
"Ottawa Library",67672,1
"Ottawa Library",67701,2
"Ottawa Library",67735,1
"Ottawa Library",67748,1
"Ottawa Library",67752,1
"Ottawa Library",67835,2
"Ottawa Library",67846,2
"Ottawa Library",67901,2
"Ottawa Library",-,34
"Overbrook Public Library",0,6
"Overbrook Public Library",66012,5
"Overbrook Public Library",66046,2
"Overbrook Public Library",66047,8
"Overbrook Public Library",66061,2
"Overbrook Public Library",66067,41
"Overbrook Public Library",66076,101
"Overbrook Public Library",66095,4
"Overbrook Public Library",66409,46
"Overbrook Public Library",66414,62
"Overbrook Public Library",66524,973
"Overbrook Public Library",66528,50
"Overbrook Public Library",66537,31
"Overbrook Public Library",66543,4
"Overbrook Public Library",66606,5
"Overbrook Public Library",66611,3
"Overbrook Public Library",67401,25
"Paola Free Library",0,197
"Paola Free Library",66014,9
"Paola Free Library",66026,80
"Paola Free Library",66030,8
"Paola Free Library",66032,13
"Paola Free Library",66033,1
"Paola Free Library",66040,1
"Paola Free Library",66042,3
"Paola Free Library",66049,10
"Paola Free Library",66053,20
"Paola Free Library",66061,5
"Paola Free Library",66062,12
"Paola Free Library",66064,147
"Paola Free Library",66067,3
"Paola Free Library",66071,3292
"Paola Free Library",66072,12
"Paola Free Library",66079,10
"Paola Free Library",66083,42
"Paola Free Library",66092,8
"Paola Free Library",66411,1
"Paola Free Library",66523,6
"Paola Free Library",66713,2
"Paola Free Library",67401,1
"Paola Free Library",67701,25
"Paola Free Library",67735,1
"Paola Free Library",-,16
"Perry-Lecompton Community Library",66047,10
"Perry-Lecompton Community Library",66050,30
"Perry-Lecompton Community Library",66070,15
"Perry-Lecompton Community Library",66073,176
"Pomona Community Library",0,3
"Pomona Community Library",66007,2
"Pomona Community Library",66067,11
"Pomona Community Library",66076,163
"Pomona Community Library",66095,8
"Pomona Community Library",66523,3
"Richmond Public Library",66032,14
"Richmond Public Library",66033,32
"Richmond Public Library",66078,8
"Richmond Public Library",66079,2
"Richmond Public Library",66080,445
"Rossville Community Library",66409,11
"Rossville Community Library",66413,2
"Rossville Community Library",66416,1
"Rossville Community Library",66418,167
"Rossville Community Library",66422,7
"Rossville Community Library",66423,39
"Rossville Community Library",66507,262
"Rossville Community Library",66526,7
"Rossville Community Library",66533,929
"Rossville Community Library",66536,402
"Rossville Community Library",66539,84
"Rossville Community Library",66547,3
"Rossville Community Library",66604,5
"Rossville Community Library",66611,4
"Rossville Community Library",66614,30
"Rossville Community Library",66615,42
"Rossville Community Library",66618,12
"Sabetha, Mary Cotton Library",66035,15
"Sabetha, Mary Cotton Library",66053,3
"Sabetha, Mary Cotton Library",66087,3
"Sabetha, Mary Cotton Library",66408,117
"Sabetha, Mary Cotton Library",66425,51
"Sabetha, Mary Cotton Library",66428,9
"Sabetha, Mary Cotton Library",66434,136
"Sabetha, Mary Cotton Library",66436,1
"Sabetha, Mary Cotton Library",66515,390
"Sabetha, Mary Cotton Library",66534,3244
"Sabetha, Mary Cotton Library",66538,1
"Sabetha, Mary Cotton Library",66550,13
"Sabetha, Mary Cotton Library",66945,1
"Sabetha, Mary Cotton Library",66968,1
"Sabetha, Mary Cotton Library",67124,1
"Sabetha, Mary Cotton Library",67420,1
"Sabetha, Mary Cotton Library",67449,1
"Sabetha, Mary Cotton Library",67530,2
"Sabetha, Mary Cotton Library",67601,1
"Sabetha, Mary Cotton Library",67951,1
"Sabetha, Mary Cotton Library",68337,12
"Sabetha, Mary Cotton Library",68355,42
"Sabetha, Mary Cotton Library",68376,82
"Sabetha, Mary Cotton Library",-,20
"Seneca Free Library",0,1
"Seneca Free Library",66002,1
"Seneca Free Library",66086,1
"Seneca Free Library",66403,87
"Seneca Free Library",66404,314
"Seneca Free Library",66408,60
"Seneca Free Library",66415,36
"Seneca Free Library",66416,4
"Seneca Free Library",66417,112
"Seneca Free Library",66425,2
"Seneca Free Library",66427,16
"Seneca Free Library",66428,71
"Seneca Free Library",66432,24
"Seneca Free Library",66534,31
"Seneca Free Library",66538,1792
"Seneca Free Library",66541,1
"Seneca Free Library",66550,16
"Seneca Free Library",-,7
"Seneca Free Library",68345,3
"Seneca Free Library",68420,22
"Silver Lake Library",0,27
"Silver Lake Library",66086,1
"Silver Lake Library",66088,2
"Silver Lake Library",66408,12
"Silver Lake Library",66418,21
"Silver Lake Library",66526,1
"Silver Lake Library",66533,9
"Silver Lake Library",66536,5
"Silver Lake Library",66539,1024
"Silver Lake Library",66547,40
"Silver Lake Library",66604,15
"Silver Lake Library",66606,12
"Silver Lake Library",66614,30
"Silver Lake Library",66615,6
"Silver Lake Library",66617,209
"Silver Lake Library",66618,198
"Tonganoxie Public Library",0,50
"Tonganoxie Public Library",64114,1
"Tonganoxie Public Library",66002,3
"Tonganoxie Public Library",66007,105
"Tonganoxie Public Library",66012,37
"Tonganoxie Public Library",66020,3
"Tonganoxie Public Library",66025,10
"Tonganoxie Public Library",66043,1
"Tonganoxie Public Library",66044,140
"Tonganoxie Public Library",66048,349
"Tonganoxie Public Library",66049,22
"Tonganoxie Public Library",66052,92
"Tonganoxie Public Library",66054,152
"Tonganoxie Public Library",66066,21
"Tonganoxie Public Library",66070,9
"Tonganoxie Public Library",66073,15
"Tonganoxie Public Library",66086,3712
"Tonganoxie Public Library",66088,1
"Tonganoxie Public Library",66109,118
"Tonganoxie Public Library",66111,3
"Tonganoxie Public Library",66226,2
"Tonganoxie Public Library",66434,2
"Tonganoxie Public Library",66547,6
"Valley Falls, Delaware Township Library",0,5
"Valley Falls, Delaware Township Library",66060,26
"Valley Falls, Delaware Township Library",66066,2
"Valley Falls, Delaware Township Library",66088,621
"Valley Falls, Delaware Township Library",66419,119
"Valley Falls, Delaware Township Library",66512,1
"Valley Falls, Delaware Township Library",66615,12
"Wellsville City Library",0,12
"Wellsville City Library",66006,3
"Wellsville City Library",66021,173
"Wellsville City Library",66030,47
"Wellsville City Library",66067,33
"Wellsville City Library",66079,17
"Wellsville City Library",66092,1611
"Wetmore Public Library",0,3
"Wetmore Public Library",66428,53
"Wetmore Public Library",66516,8
"Wetmore Public Library",66534,7
"Wetmore Public Library",66538,17
"Wetmore Public Library",66540,14
"Wetmore Public Library",66550,327
"Williamsburg Community Library",66053,2
"Williamsburg Community Library",66066,2
"Williamsburg Community Library",66067,7
"Williamsburg Community Library",66076,13
"Williamsburg Community Library",66078,5
"Williamsburg Community Library",66095,171
"Williamsburg Community Library",66411,2
"Williamsburg Community Library",66502,2
"Williamsburg Community Library",66528,10
"Williamsburg Community Library",66547,1
"Williamsburg Community Library",66801,6
"Williamsburg Community Library",66871,4
"Williamsburg Community Library",66901,2
"Williamsburg Community Library",67002,3
"Williamsburg Community Library",67045,1
"Williamsburg Community Library",67110,2
"Williamsburg Community Library",67420,4
"Williamsburg Community Library",67460,2
"Williamsburg Community Library",67530,2
"Williamsburg Community Library",67601,12
"Williamsburg Community Library",-,3
"Williamsburg Community Library",67701,2
"Williamsburg Community Library",67748,4
"Williamsburg Community Library",67831,3
"Williamsburg Community Library",67846,1
"Williamsburg Community Library",67901,1
"Winchester Public Library",66002,96
"Winchester Public Library",66047,1
"Winchester Public Library",66053,1
"Winchester Public Library",66054,136
"Winchester Public Library",66060,5
"Winchester Public Library",66066,57
"Winchester Public Library",66070,2
"Winchester Public Library",66075,1
"Winchester Public Library",66088,31
"Winchester Public Library",66097,235
"Winchester Public Library",67002,1
"Winchester Public Library",67037,1
"Winchester Public Library",67219,1
"Winchester Public Library",-,3
"Winchester Public Library",67410,1
"Winchester Public Library",67654,1
"Winchester Public Library",67735,1
