Library,"Borrower zipcode","Checkouts + renewals"
"Doniphan County Library - Highland",0,1
"Doniphan County Library - Highland",64501,4
"Doniphan County Library - Highland",66008,4
"Doniphan County Library - Highland",66017,11
"Doniphan County Library - Highland",66024,1
"Doniphan County Library - Highland",66035,320
"Doniphan County Library - Highland",66087,36
"Doniphan County Library - Highland",66094,8
"Doniphan County Library - Highland",66434,1
"Doniphan County Library - Troy",0,3
"Doniphan County Library - Troy",-,2
"Doniphan County Library - Troy",64501,5
"Doniphan County Library - Troy",64506,1
"Doniphan County Library - Troy",66002,35
"Doniphan County Library - Troy",66008,36
"Doniphan County Library - Troy",66012,1
"Doniphan County Library - Troy",66017,26
"Doniphan County Library - Troy",66035,43
"Doniphan County Library - Troy",66087,405
"Doniphan County Library - Troy",66090,88
"Doniphan County Library - Troy",66434,1
"Doniphan County Library - Wathena",-,1
"Doniphan County Library - Wathena",66002,7
"Doniphan County Library - Wathena",66035,3
"Doniphan County Library - Wathena",66090,340
"Effingham Community Library",0,5
"Effingham Community Library",66023,255
"Effingham Community Library",66041,3
"Effingham Community Library",66058,4
"Effingham Community Library",66088,7
"Effingham Community Library",66436,25
"Effingham Community Library",66440,4
"Eudora Community Library",0,15
"Eudora Community Library",66006,2
"Eudora Community Library",66018,38
"Eudora Community Library",66021,4
"Eudora Community Library",66025,1613
"Eudora Community Library",66044,102
"Eudora Community Library",66046,11
"Eudora Community Library",66047,56
"Eudora Community Library",66048,1
"Eudora Community Library",66049,46
"Eudora Community Library",66052,25
"Eudora Community Library",66061,1
"Eudora Community Library",66212,2
"Everest, Barnes Reading Room",66424,114
"Everest, Barnes Reading Room",66439,38
"Hiawatha, Morrill Public Library",0,16
"Hiawatha, Morrill Public Library",66008,6
"Hiawatha, Morrill Public Library",66017,12
"Hiawatha, Morrill Public Library",66035,15
"Hiawatha, Morrill Public Library",66041,5
"Hiawatha, Morrill Public Library",66094,10
"Hiawatha, Morrill Public Library",66424,5
"Hiawatha, Morrill Public Library",66425,8
"Hiawatha, Morrill Public Library",66428,18
"Hiawatha, Morrill Public Library",66434,1620
"Hiawatha, Morrill Public Library",66439,36
"Hiawatha, Morrill Public Library",66515,8
"Hiawatha, Morrill Public Library",66527,25
"Hiawatha, Morrill Public Library",66532,155
"Hiawatha, Morrill Public Library",66534,12
"Hiawatha, Morrill Public Library",67401,1
"Hiawatha, Morrill Public Library",67735,1
"Hiawatha, Morrill Public Library",67878,1
"Highland Community College",0,10
"Highland Community College",64506,1
"Highland Community College",66017,1
"Highland Community College",66534,2
"Highland Community College",66618,2
"Highland Community College",-,4
"Holton, Beck-Bookman Library",0,62
"Holton, Beck-Bookman Library",66058,3
"Holton, Beck-Bookman Library",66066,2
"Holton, Beck-Bookman Library",66070,3
"Holton, Beck-Bookman Library",66092,5
"Holton, Beck-Bookman Library",66416,58
"Holton, Beck-Bookman Library",66418,15
"Holton, Beck-Bookman Library",66419,29
"Holton, Beck-Bookman Library",66428,21
"Holton, Beck-Bookman Library",66432,1
"Holton, Beck-Bookman Library",66434,7
"Holton, Beck-Bookman Library",66436,1205
"Holton, Beck-Bookman Library",66439,1
"Holton, Beck-Bookman Library",66440,71
"Holton, Beck-Bookman Library",66509,214
"Holton, Beck-Bookman Library",66516,20
"Holton, Beck-Bookman Library",66521,32
"Holton, Beck-Bookman Library",66533,6
"Holton, Beck-Bookman Library",66540,58
"Holton, Beck-Bookman Library",66550,30
"Holton, Beck-Bookman Library",66552,49
"Holton, Beck-Bookman Library",66608,7
"Holton, Beck-Bookman Library",66614,1
"Holton, Beck-Bookman Library",66968,3
"Holton, Beck-Bookman Library",67456,1
"Holton, Beck-Bookman Library",67735,3
"Horton Public Library",0,13
"Horton Public Library",66002,1
"Horton Public Library",66403,1
"Horton Public Library",66424,2
"Horton Public Library",66434,3
"Horton Public Library",66439,135
"Horton Public Library",66532,2
"Horton Public Library",66612,7
"Horton Public Library",67062,1
"Horton Public Library",67114,1
"Horton Public Library",67501,1
"Horton Public Library",67504,2
"Horton Public Library",-,4
"Lansing Community Library",0,20
"Lansing Community Library",66007,34
"Lansing Community Library",66012,1
"Lansing Community Library",66020,25
"Lansing Community Library",66027,9
"Lansing Community Library",66043,1565
"Lansing Community Library",66048,601
"Lansing Community Library",66061,34
"Lansing Community Library",66086,2
"Lansing Community Library",66109,3
"Lansing Community Library",66202,10
"Lansing Community Library",66210,2
"Lansing Community Library",66227,4
"Lansing Community Library",-,2
"Leavenworth Public Library",0,9
"Leavenworth Public Library",64055,1
"Leavenworth Public Library",64152,4
"Leavenworth Public Library",66002,35
"Leavenworth Public Library",66007,5
"Leavenworth Public Library",66020,150
"Leavenworth Public Library",66023,8
"Leavenworth Public Library",66027,894
"Leavenworth Public Library",66043,617
"Leavenworth Public Library",66048,7151
"Leavenworth Public Library",66054,7
"Leavenworth Public Library",66066,9
"Leavenworth Public Library",66086,12
"Leavenworth Public Library",66097,2
"Leavenworth Public Library",66109,6
"Leavenworth Public Library",66210,29
"Leavenworth Public Library",66442,1
"Leavenworth Public Library",66533,1
"Leavenworth Public Library",-,118
"Linwood Community Library",0,17
"Linwood Community Library",66012,30
"Linwood Community Library",66018,2
"Linwood Community Library",66044,45
"Linwood Community Library",66046,6
"Linwood Community Library",66047,9
"Linwood Community Library",66049,17
"Linwood Community Library",66052,619
"Linwood Community Library",66086,9
"Linwood Community Library",66103,7
"Linwood Community Library",66212,2
"Lyndon Carnegie Library",0,14
"Lyndon Carnegie Library",-,3
"Lyndon Carnegie Library",66064,4
"Lyndon Carnegie Library",66414,24
"Lyndon Carnegie Library",66451,354
"Lyndon Carnegie Library",66510,16
"Lyndon Carnegie Library",66523,26
"Lyndon Carnegie Library",66528,3
"Lyndon Carnegie Library",66537,65
"Lyndon Carnegie Library",66543,70
"Lyndon Carnegie Library",66856,2
"McLouth Public Library",66048,4
"McLouth Public Library",66054,144
"McLouth Public Library",66086,4
"Meriden-Ozawkie Public Library",0,35
"Meriden-Ozawkie Public Library",66044,9
"Meriden-Ozawkie Public Library",66066,17
"Meriden-Ozawkie Public Library",66070,214
"Meriden-Ozawkie Public Library",66073,32
"Meriden-Ozawkie Public Library",66088,98
"Meriden-Ozawkie Public Library",66215,2
"Meriden-Ozawkie Public Library",66429,2
"Meriden-Ozawkie Public Library",66440,13
"Meriden-Ozawkie Public Library",66451,4
"Meriden-Ozawkie Public Library",66512,662
"Meriden-Ozawkie Public Library",66524,4
"Meriden-Ozawkie Public Library",66542,31
"Meriden-Ozawkie Public Library",66604,2
"Meriden-Ozawkie Public Library",66608,4
"Meriden-Ozawkie Public Library",66614,45
"Meriden-Ozawkie Public Library",66615,114
"Meriden-Ozawkie Public Library",66617,158
"Meriden-Ozawkie Public Library",66618,1
"Meriden-Ozawkie Public Library",-,12
"Northeast Kansas Library System",0,8
"Northeast Kansas Library System",66002,2
"Northeast Kansas Library System",66044,8
"Northeast Kansas Library System",66047,4
"Northeast Kansas Library System",66049,31
"Nortonville Public Library",0,27
"Nortonville Public Library",66023,27
"Nortonville Public Library",66060,225
"Nortonville Public Library",66066,4
"Nortonville Public Library",66070,1
"Nortonville Public Library",66088,3
"Nortonville Public Library",66097,2
"Osage City Library",0,60
"Osage City Library",-,10
"Osage City Library",66402,40
"Osage City Library",66413,90
"Osage City Library",66431,5
"Osage City Library",66451,29
"Osage City Library",66523,1279
"Osage City Library",66524,2
"Osage City Library",66537,12
"Osage City Library",66543,35
"Osage City Library",66830,15
"Osage City Library",66833,4
"Osage City Library",66868,31
"Osawatomie Public Library",0,14
"Osawatomie Public Library",-,19
"Osawatomie Public Library",66030,28
"Osawatomie Public Library",66042,60
"Osawatomie Public Library",66044,1
"Osawatomie Public Library",66053,49
"Osawatomie Public Library",66064,635
"Osawatomie Public Library",66067,2
"Osawatomie Public Library",66071,125
"Osawatomie Public Library",66072,80
"Osawatomie Public Library",66075,1
"Osawatomie Public Library",66083,5
"Osawatomie Public Library",66436,1
"Osawatomie Public Library",66860,1
"Osawatomie Public Library",66871,1
"Osawatomie Public Library",67002,3
"Osawatomie Public Library",67110,1
"Osawatomie Public Library",67335,1
"Osawatomie Public Library",67401,1
"Osawatomie Public Library",67951,1
"Oskaloosa Public Library",-,5
"Oskaloosa Public Library",66006,1
"Oskaloosa Public Library",66052,1
"Oskaloosa Public Library",66054,23
"Oskaloosa Public Library",66066,440
"Oskaloosa Public Library",66070,60
"Oskaloosa Public Library",66073,57
"Oskaloosa Public Library",66086,2
"Oskaloosa Public Library",66088,12
"Oskaloosa Public Library",66097,4
"Ottawa Library",0,5
"Ottawa Library",66006,42
"Ottawa Library",66007,3
"Ottawa Library",66021,2
"Ottawa Library",66030,37
"Ottawa Library",66032,54
"Ottawa Library",66040,20
"Ottawa Library",66042,15
"Ottawa Library",66046,8
"Ottawa Library",66053,6
"Ottawa Library",66064,26
"Ottawa Library",66067,4738
"Ottawa Library",66071,2
"Ottawa Library",66076,350
"Ottawa Library",66078,157
"Ottawa Library",66079,274
"Ottawa Library",66080,66
"Ottawa Library",66092,74
"Ottawa Library",66095,216
"Ottawa Library",66401,1
"Ottawa Library",66441,1
"Ottawa Library",66451,13
"Ottawa Library",66501,3
"Ottawa Library",66502,1
"Ottawa Library",66508,1
"Ottawa Library",66510,9
"Ottawa Library",66521,2
"Ottawa Library",66523,10
"Ottawa Library",66524,3
"Ottawa Library",66528,19
"Ottawa Library",66536,4
"Ottawa Library",66542,4
"Ottawa Library",66749,1
"Ottawa Library",66801,1
"Ottawa Library",66860,1
"Ottawa Library",66871,3
"Ottawa Library",66901,3
"Ottawa Library",67002,1
"Ottawa Library",67063,1
"Ottawa Library",67107,1
"Ottawa Library",67301,1
"Ottawa Library",67401,1
"Ottawa Library",67410,1
"Ottawa Library",67449,2
"Ottawa Library",67456,1
"Ottawa Library",67467,1
"Ottawa Library",-,24
"Ottawa Library",67601,3
"Ottawa Library",67654,3
"Overbrook Public Library",66046,4
"Overbrook Public Library",66047,4
"Overbrook Public Library",66067,58
"Overbrook Public Library",66076,21
"Overbrook Public Library",66409,1
"Overbrook Public Library",66414,59
"Overbrook Public Library",66524,758
"Overbrook Public Library",66528,38
"Overbrook Public Library",66537,24
"Overbrook Public Library",66542,3
"Overbrook Public Library",66611,3
"Overbrook Public Library",67401,10
"Paola Free Library",0,171
"Paola Free Library",66014,6
"Paola Free Library",66026,34
"Paola Free Library",66030,13
"Paola Free Library",66032,13
"Paola Free Library",66040,1
"Paola Free Library",66042,10
"Paola Free Library",66049,4
"Paola Free Library",66053,52
"Paola Free Library",66061,20
"Paola Free Library",66064,201
"Paola Free Library",66067,6
"Paola Free Library",66071,2567
"Paola Free Library",66072,35
"Paola Free Library",66083,29
"Paola Free Library",66092,12
"Paola Free Library",66212,2
"Paola Free Library",66411,3
"Paola Free Library",66441,2
"Paola Free Library",66451,1
"Paola Free Library",66502,1
"Paola Free Library",66508,8
"Paola Free Library",67114,1
"Paola Free Library",67663,1
"Paola Free Library",67701,23
"Paola Free Library",67736,1
"Paola Free Library",-,18
"Perry-Lecompton Community Library",66050,12
"Perry-Lecompton Community Library",66066,4
"Perry-Lecompton Community Library",66070,4
"Perry-Lecompton Community Library",66073,43
"Pomona Community Library",0,3
"Pomona Community Library",66007,2
"Pomona Community Library",66067,3
"Pomona Community Library",66076,127
"Pomona Community Library",66095,12
"Pomona Community Library",66510,11
"Prairie Hills Schools - Axtell Public School",0,17
"Prairie Hills Schools - Axtell Public School",66403,230
"Prairie Hills Schools - Axtell Public School",-,2
"Prairie Hills Schools - Sabetha Elementary School",0,18
"Prairie Hills Schools - Sabetha Elementary School",66408,3
"Prairie Hills Schools - Sabetha Elementary School",66534,1343
"Prairie Hills Schools - Sabetha High School",66534,20
"Prairie Hills Schools - Sabetha High School",67401,1
"Prairie Hills Schools - Sabetha High School",-,1
"Prairie Hills Schools - Sabetha High School",67878,1
"Prairie Hills Schools - Sabetha Middle School",0,3
"Prairie Hills Schools - Sabetha Middle School",66534,69
"Richmond Public Library",66032,6
"Richmond Public Library",66033,8
"Richmond Public Library",66067,11
"Richmond Public Library",66078,33
"Richmond Public Library",66080,417
"Richmond Public Library",66508,2
"Rossville Community Library",66044,1
"Rossville Community Library",66402,16
"Rossville Community Library",66409,5
"Rossville Community Library",66416,1
"Rossville Community Library",66418,216
"Rossville Community Library",66423,21
"Rossville Community Library",66507,243
"Rossville Community Library",66533,752
"Rossville Community Library",66536,356
"Rossville Community Library",66539,83
"Rossville Community Library",66547,5
"Rossville Community Library",-,10
"Rossville Community Library",66604,2
"Rossville Community Library",66611,3
"Rossville Community Library",66614,2
"Rossville Community Library",66615,40
"Rossville Community Library",66618,13
"Sabetha, Mary Cotton Library",66053,3
"Sabetha, Mary Cotton Library",66408,94
"Sabetha, Mary Cotton Library",66425,54
"Sabetha, Mary Cotton Library",66434,188
"Sabetha, Mary Cotton Library",66515,283
"Sabetha, Mary Cotton Library",66522,4
"Sabetha, Mary Cotton Library",66527,21
"Sabetha, Mary Cotton Library",66532,8
"Sabetha, Mary Cotton Library",66534,2710
"Sabetha, Mary Cotton Library",66538,11
"Sabetha, Mary Cotton Library",66550,8
"Sabetha, Mary Cotton Library",66736,1
"Sabetha, Mary Cotton Library",67062,1
"Sabetha, Mary Cotton Library",67104,1
"Sabetha, Mary Cotton Library",67449,2
"Sabetha, Mary Cotton Library",68337,6
"Sabetha, Mary Cotton Library",68376,69
"Sabetha, Mary Cotton Library",-,185
"Seneca Free Library",66403,36
"Seneca Free Library",66404,178
"Seneca Free Library",66408,72
"Seneca Free Library",66415,33
"Seneca Free Library",66416,2
"Seneca Free Library",66417,75
"Seneca Free Library",66427,6
"Seneca Free Library",66428,31
"Seneca Free Library",66434,4
"Seneca Free Library",66533,1
"Seneca Free Library",66534,16
"Seneca Free Library",66538,883
"Seneca Free Library",66540,8
"Seneca Free Library",66550,16
"Seneca Free Library",68345,1
"Seneca Free Library",68420,15
"Silver Lake Library",0,75
"Silver Lake Library",66414,2
"Silver Lake Library",66418,10
"Silver Lake Library",66533,48
"Silver Lake Library",66539,921
"Silver Lake Library",66542,8
"Silver Lake Library",66547,72
"Silver Lake Library",66604,28
"Silver Lake Library",66605,4
"Silver Lake Library",66606,23
"Silver Lake Library",66615,13
"Silver Lake Library",66617,137
"Silver Lake Library",66618,119
"Tonganoxie Public Library",0,96
"Tonganoxie Public Library",66007,18
"Tonganoxie Public Library",66012,1
"Tonganoxie Public Library",66044,140
"Tonganoxie Public Library",66046,15
"Tonganoxie Public Library",66048,252
"Tonganoxie Public Library",66052,74
"Tonganoxie Public Library",66054,124
"Tonganoxie Public Library",66066,23
"Tonganoxie Public Library",66067,2
"Tonganoxie Public Library",66071,1
"Tonganoxie Public Library",66073,17
"Tonganoxie Public Library",66086,2765
"Tonganoxie Public Library",66087,4
"Tonganoxie Public Library",66109,26
"Valley Falls, Delaware Township Library",0,15
"Valley Falls, Delaware Township Library",66002,1
"Valley Falls, Delaware Township Library",66060,4
"Valley Falls, Delaware Township Library",66066,45
"Valley Falls, Delaware Township Library",66088,388
"Valley Falls, Delaware Township Library",66419,98
"Valley Falls, Delaware Township Library",66436,6
"Valley Falls, Delaware Township Library",66608,3
"Wellsville City Library",0,1
"Wellsville City Library",66012,19
"Wellsville City Library",66021,100
"Wellsville City Library",66030,6
"Wellsville City Library",66067,54
"Wellsville City Library",66071,17
"Wellsville City Library",66092,1110
"Wellsville City Library",66524,3
"Wellsville City Library",66607,1
"Wetmore Public Library",0,7
"Wetmore Public Library",66428,4
"Wetmore Public Library",66516,2
"Wetmore Public Library",66538,14
"Wetmore Public Library",66550,215
"Williamsburg Community Library",-,9
"Williamsburg Community Library",66053,6
"Williamsburg Community Library",66067,8
"Williamsburg Community Library",66076,18
"Williamsburg Community Library",66095,82
"Williamsburg Community Library",66501,3
"Williamsburg Community Library",66528,1
"Williamsburg Community Library",66539,2
"Williamsburg Community Library",67432,2
"Williamsburg Community Library",67601,2
"Williamsburg Community Library",67701,3
"Williamsburg Community Library",67846,2
"Winchester Public Library",66002,48
"Winchester Public Library",66016,2
"Winchester Public Library",66032,1
"Winchester Public Library",66054,209
"Winchester Public Library",66066,111
"Winchester Public Library",66088,15
"Winchester Public Library",66097,276
"Winchester Public Library",66547,1
"Winchester Public Library",67002,1
"Winchester Public Library",67154,1
"Winchester Public Library",67357,1
"Winchester Public Library",67601,1
"Winchester Public Library",67654,1
