Library,"Borrower zipcode","Checkouts + renewals"
"Doniphan County Library - Wathena",66087,37
"Doniphan County Library - Wathena",66090,338
"Effingham Community Library",0,24
"Effingham Community Library",66023,293
"Effingham Community Library",66041,12
"Effingham Community Library",66111,3
"Effingham Community Library",66424,2
"Eudora Community Library",0,23
"Eudora Community Library",66006,13
"Eudora Community Library",66018,39
"Eudora Community Library",66021,9
"Eudora Community Library",66025,1320
"Eudora Community Library",66026,1
"Eudora Community Library",66044,63
"Eudora Community Library",66046,32
"Eudora Community Library",66047,71
"Eudora Community Library",66049,1
"Eudora Community Library",66052,11
"Eudora Community Library",66086,20
"Eudora Community Library",66106,8
"Eudora Community Library",66202,3
"Everest, Barnes Reading Room",66041,15
"Everest, Barnes Reading Room",66424,219
"Everest, Barnes Reading Room",66439,40
"Hiawatha, Morrill Public Library",0,6
"Hiawatha, Morrill Public Library",66008,16
"Hiawatha, Morrill Public Library",66017,14
"Hiawatha, Morrill Public Library",-,13
"Hiawatha, Morrill Public Library",66035,13
"Hiawatha, Morrill Public Library",66041,4
"Hiawatha, Morrill Public Library",66087,4
"Hiawatha, Morrill Public Library",66090,2
"Hiawatha, Morrill Public Library",66094,40
"Hiawatha, Morrill Public Library",66424,13
"Hiawatha, Morrill Public Library",66425,35
"Hiawatha, Morrill Public Library",66427,1
"Hiawatha, Morrill Public Library",66434,1585
"Hiawatha, Morrill Public Library",66439,15
"Hiawatha, Morrill Public Library",66441,1
"Hiawatha, Morrill Public Library",66515,9
"Hiawatha, Morrill Public Library",66527,33
"Hiawatha, Morrill Public Library",66532,132
"Hiawatha, Morrill Public Library",66534,125
"Hiawatha, Morrill Public Library",66547,3
"Hiawatha, Morrill Public Library",66801,1
"Hiawatha, Morrill Public Library",67301,2
"Hiawatha, Morrill Public Library",67601,3
"Hiawatha, Morrill Public Library",67735,1
"Hiawatha, Morrill Public Library",67860,1
"Highland Community College",0,30
"Highland Community College",64133,3
"Highland Community College",66017,1
"Highland Community College",66043,1
"Highland Community College",66618,1
"Highland Community College",66619,2
"Highland Community College",-,11
"Holton, Beck-Bookman Library",0,22
"Holton, Beck-Bookman Library",66060,1
"Holton, Beck-Bookman Library",66088,2
"Holton, Beck-Bookman Library",66092,2
"Holton, Beck-Bookman Library",66416,114
"Holton, Beck-Bookman Library",66418,3
"Holton, Beck-Bookman Library",66419,64
"Holton, Beck-Bookman Library",66428,1
"Holton, Beck-Bookman Library",66432,44
"Holton, Beck-Bookman Library",66434,4
"Holton, Beck-Bookman Library",66436,1135
"Holton, Beck-Bookman Library",66439,18
"Holton, Beck-Bookman Library",66440,83
"Holton, Beck-Bookman Library",66509,300
"Holton, Beck-Bookman Library",66516,18
"Holton, Beck-Bookman Library",66521,5
"Holton, Beck-Bookman Library",66540,50
"Holton, Beck-Bookman Library",66550,5
"Holton, Beck-Bookman Library",66552,28
"Holton, Beck-Bookman Library",67107,1
"Holton, Beck-Bookman Library",67401,3
"Holton, Beck-Bookman Library",67439,2
"Holton, Beck-Bookman Library",67572,1
"Holton, Beck-Bookman Library",67579,1
"Horton Public Library",0,7
"Horton Public Library",66002,1
"Horton Public Library",66424,10
"Horton Public Library",66434,12
"Horton Public Library",66439,106
"Lansing Community Library",0,57
"Lansing Community Library",66007,7
"Lansing Community Library",66020,33
"Lansing Community Library",66027,13
"Lansing Community Library",66042,1
"Lansing Community Library",66043,1448
"Lansing Community Library",66048,599
"Lansing Community Library",66088,1
"Lansing Community Library",66109,51
"Lansing Community Library",66210,4
"Lansing Community Library",66212,12
"Lansing Community Library",-,2
"Leavenworth Public Library",0,8
"Leavenworth Public Library",64079,11
"Leavenworth Public Library",64098,1
"Leavenworth Public Library",-,10
"Leavenworth Public Library",66002,58
"Leavenworth Public Library",66007,8
"Leavenworth Public Library",66020,237
"Leavenworth Public Library",66023,30
"Leavenworth Public Library",66027,825
"Leavenworth Public Library",66043,489
"Leavenworth Public Library",66048,7100
"Leavenworth Public Library",66054,13
"Leavenworth Public Library",66066,3
"Leavenworth Public Library",66086,17
"Leavenworth Public Library",66106,1
"Leavenworth Public Library",66109,27
"Leavenworth Public Library",66203,1
"Leavenworth Public Library",66210,36
"Leavenworth Public Library",66604,6
"Leavenworth Public Library",66606,12
"Linwood Community Library",0,1
"Linwood Community Library",66012,29
"Linwood Community Library",66018,6
"Linwood Community Library",66025,2
"Linwood Community Library",66044,94
"Linwood Community Library",66046,13
"Linwood Community Library",66047,26
"Linwood Community Library",66049,18
"Linwood Community Library",66052,456
"Linwood Community Library",66086,7
"Lyndon Carnegie Library",0,18
"Lyndon Carnegie Library",66104,1
"Lyndon Carnegie Library",66414,25
"Lyndon Carnegie Library",66451,408
"Lyndon Carnegie Library",66510,40
"Lyndon Carnegie Library",66523,7
"Lyndon Carnegie Library",66528,20
"Lyndon Carnegie Library",66537,64
"Lyndon Carnegie Library",66543,105
"McLouth Public Library",0,1
"McLouth Public Library",66020,2
"McLouth Public Library",66054,274
"McLouth Public Library",66066,1
"Meriden-Ozawkie Public Library",0,55
"Meriden-Ozawkie Public Library",66060,6
"Meriden-Ozawkie Public Library",66066,1
"Meriden-Ozawkie Public Library",66070,212
"Meriden-Ozawkie Public Library",66073,13
"Meriden-Ozawkie Public Library",66088,179
"Meriden-Ozawkie Public Library",66409,7
"Meriden-Ozawkie Public Library",66419,2
"Meriden-Ozawkie Public Library",66429,16
"Meriden-Ozawkie Public Library",66440,89
"Meriden-Ozawkie Public Library",66512,959
"Meriden-Ozawkie Public Library",66542,53
"Meriden-Ozawkie Public Library",66604,4
"Meriden-Ozawkie Public Library",66608,5
"Meriden-Ozawkie Public Library",66614,18
"Meriden-Ozawkie Public Library",66615,45
"Meriden-Ozawkie Public Library",66617,226
"Meriden-Ozawkie Public Library",-,5
"Northeast Kansas Library System",0,17
"Northeast Kansas Library System",66002,16
"Northeast Kansas Library System",66044,6
"Northeast Kansas Library System",66047,1
"Northeast Kansas Library System",66049,15
"Nortonville Public Library",0,11
"Nortonville Public Library",66060,264
"Nortonville Public Library",66088,2
"Nortonville Public Library",66097,1
"Nortonville Public Library",66419,7
"Osage City Library",0,64
"Osage City Library",66067,2
"Osage City Library",66402,12
"Osage City Library",66413,82
"Osage City Library",66451,30
"Osage City Library",66523,1489
"Osage City Library",66524,4
"Osage City Library",66537,10
"Osage City Library",66543,45
"Osage City Library",66868,45
"Osawatomie Public Library",0,10
"Osawatomie Public Library",66014,3
"Osawatomie Public Library",66026,8
"Osawatomie Public Library",-,26
"Osawatomie Public Library",66033,9
"Osawatomie Public Library",66040,21
"Osawatomie Public Library",66042,47
"Osawatomie Public Library",66049,6
"Osawatomie Public Library",66053,35
"Osawatomie Public Library",66064,766
"Osawatomie Public Library",66067,19
"Osawatomie Public Library",66071,118
"Osawatomie Public Library",66072,75
"Osawatomie Public Library",66079,1
"Osawatomie Public Library",66083,25
"Osawatomie Public Library",67062,1
"Osawatomie Public Library",67601,1
"Oskaloosa Public Library",-,3
"Oskaloosa Public Library",66050,5
"Oskaloosa Public Library",66054,21
"Oskaloosa Public Library",66066,593
"Oskaloosa Public Library",66070,72
"Oskaloosa Public Library",66073,85
"Oskaloosa Public Library",66088,2
"Oskaloosa Public Library",66097,2
"Oskaloosa Public Library",66512,16
"Ottawa Library",0,3
"Ottawa Library",66006,59
"Ottawa Library",66021,1
"Ottawa Library",66030,4
"Ottawa Library",66032,62
"Ottawa Library",66033,3
"Ottawa Library",66044,8
"Ottawa Library",66053,1
"Ottawa Library",66064,47
"Ottawa Library",66067,4705
"Ottawa Library",66072,3
"Ottawa Library",66076,378
"Ottawa Library",66078,195
"Ottawa Library",66079,278
"Ottawa Library",66080,63
"Ottawa Library",66083,1
"Ottawa Library",66092,100
"Ottawa Library",66095,186
"Ottawa Library",66441,1
"Ottawa Library",66451,12
"Ottawa Library",66501,2
"Ottawa Library",66502,1
"Ottawa Library",66508,1
"Ottawa Library",66510,4
"Ottawa Library",66524,4
"Ottawa Library",66528,38
"Ottawa Library",66536,1
"Ottawa Library",66537,10
"Ottawa Library",66543,7
"Ottawa Library",66547,1
"Ottawa Library",66720,1
"Ottawa Library",66762,1
"Ottawa Library",66833,1
"Ottawa Library",66839,1
"Ottawa Library",66846,4
"Ottawa Library",66860,1
"Ottawa Library",66871,7
"Ottawa Library",66935,1
"Ottawa Library",67026,1
"Ottawa Library",67037,1
"Ottawa Library",67039,1
"Ottawa Library",67124,1
"Ottawa Library",67337,1
"Ottawa Library",67487,2
"Ottawa Library",-,3
"Ottawa Library",67835,1
"Ottawa Library",67951,1
"Overbrook Public Library",66046,5
"Overbrook Public Library",66076,87
"Overbrook Public Library",66212,1
"Overbrook Public Library",66409,28
"Overbrook Public Library",66414,155
"Overbrook Public Library",66524,675
"Overbrook Public Library",66528,25
"Overbrook Public Library",66536,5
"Overbrook Public Library",66537,30
"Overbrook Public Library",66606,4
"Overbrook Public Library",66611,5
"Overbrook Public Library",67401,3
"Paola Free Library",0,157
"Paola Free Library",66002,4
"Paola Free Library",66026,14
"Paola Free Library",66033,1
"Paola Free Library",66040,4
"Paola Free Library",66042,7
"Paola Free Library",66049,10
"Paola Free Library",66053,29
"Paola Free Library",66062,4
"Paola Free Library",66064,71
"Paola Free Library",66067,7
"Paola Free Library",66071,2332
"Paola Free Library",66072,10
"Paola Free Library",66078,2
"Paola Free Library",66083,5
"Paola Free Library",66202,4
"Paola Free Library",66212,26
"Paola Free Library",66226,12
"Paola Free Library",66441,1
"Paola Free Library",66502,1
"Paola Free Library",66508,1
"Paola Free Library",66935,2
"Paola Free Library",67042,2
"Paola Free Library",67107,2
"Paola Free Library",67432,1
"Paola Free Library",67439,1
"Paola Free Library",67460,1
"Paola Free Library",67558,1
"Paola Free Library",67579,1
"Paola Free Library",67601,1
"Paola Free Library",67701,2
"Paola Free Library",67846,1
"Paola Free Library",-,10
"Perry-Lecompton Community Library",66050,103
"Perry-Lecompton Community Library",66066,7
"Perry-Lecompton Community Library",66073,85
"Perry-Lecompton Community Library",66617,1
"Pomona Community Library",0,4
"Pomona Community Library",66006,4
"Pomona Community Library",66076,238
"Pomona Community Library",66528,31
"Prairie Hills Schools - Axtell Public School",0,6
"Prairie Hills Schools - Axtell Public School",66403,239
"Prairie Hills Schools - Sabetha Elementary School",0,17
"Prairie Hills Schools - Sabetha Elementary School",66534,1188
"Prairie Hills Schools - Sabetha High School",0,2
"Prairie Hills Schools - Sabetha High School",66534,14
"Prairie Hills Schools - Sabetha High School",67056,1
"Prairie Hills Schools - Sabetha High School",67749,1
"Prairie Hills Schools - Sabetha High School",67756,1
"Prairie Hills Schools - Sabetha Middle School",0,1
"Prairie Hills Schools - Sabetha Middle School",66534,134
"Prairie Hills Schools - Wetmore Academic Center",66550,259
"Richmond Public Library",66032,2
"Richmond Public Library",66033,29
"Richmond Public Library",66067,1
"Richmond Public Library",66078,28
"Richmond Public Library",66080,286
"Rossville Community Library",0,7
"Rossville Community Library",66409,6
"Rossville Community Library",66413,2
"Rossville Community Library",66416,2
"Rossville Community Library",66418,192
"Rossville Community Library",66422,2
"Rossville Community Library",66423,13
"Rossville Community Library",66507,163
"Rossville Community Library",66533,638
"Rossville Community Library",66536,346
"Rossville Community Library",66539,21
"Rossville Community Library",-,1
"Rossville Community Library",66611,3
"Rossville Community Library",66614,6
"Rossville Community Library",66615,27
"Rossville Community Library",66618,28
"Sabetha, Mary Cotton Library",0,1
"Sabetha, Mary Cotton Library",66012,7
"Sabetha, Mary Cotton Library",66403,2
"Sabetha, Mary Cotton Library",66408,150
"Sabetha, Mary Cotton Library",66425,33
"Sabetha, Mary Cotton Library",66434,148
"Sabetha, Mary Cotton Library",66515,364
"Sabetha, Mary Cotton Library",66527,12
"Sabetha, Mary Cotton Library",66534,2763
"Sabetha, Mary Cotton Library",66538,26
"Sabetha, Mary Cotton Library",66547,1
"Sabetha, Mary Cotton Library",66550,18
"Sabetha, Mary Cotton Library",66935,1
"Sabetha, Mary Cotton Library",67107,1
"Sabetha, Mary Cotton Library",67410,1
"Sabetha, Mary Cotton Library",67601,1
"Sabetha, Mary Cotton Library",67663,1
"Sabetha, Mary Cotton Library",67756,1
"Sabetha, Mary Cotton Library",67835,1
"Sabetha, Mary Cotton Library",67871,1
"Sabetha, Mary Cotton Library",68337,3
"Sabetha, Mary Cotton Library",68376,24
"Sabetha, Mary Cotton Library",-,168
"Seneca Free Library",0,2
"Seneca Free Library",66002,1
"Seneca Free Library",66403,58
"Seneca Free Library",66404,212
"Seneca Free Library",66408,15
"Seneca Free Library",66415,17
"Seneca Free Library",66417,90
"Seneca Free Library",66428,22
"Seneca Free Library",66434,1
"Seneca Free Library",66508,2
"Seneca Free Library",66534,16
"Seneca Free Library",66538,814
"Seneca Free Library",66544,10
"Seneca Free Library",66550,25
"Seneca Free Library",68345,1
"Seneca Free Library",68420,22
"Silver Lake Library",0,51
"Silver Lake Library",66088,67
"Silver Lake Library",66524,5
"Silver Lake Library",66533,37
"Silver Lake Library",66536,2
"Silver Lake Library",66539,938
"Silver Lake Library",66547,14
"Silver Lake Library",66604,4
"Silver Lake Library",66614,5
"Silver Lake Library",66615,10
"Silver Lake Library",66617,104
"Silver Lake Library",66618,182
"Tonganoxie Public Library",0,66
"Tonganoxie Public Library",64151,21
"Tonganoxie Public Library",66002,1
"Tonganoxie Public Library",66007,46
"Tonganoxie Public Library",66012,38
"Tonganoxie Public Library",66044,109
"Tonganoxie Public Library",66046,7
"Tonganoxie Public Library",66047,2
"Tonganoxie Public Library",66048,169
"Tonganoxie Public Library",66052,62
"Tonganoxie Public Library",66054,93
"Tonganoxie Public Library",66061,9
"Tonganoxie Public Library",66066,9
"Tonganoxie Public Library",-,21
"Tonganoxie Public Library",66086,2564
"Tonganoxie Public Library",66109,24
"Tonganoxie Public Library",66226,20
"Tonganoxie Public Library",66539,1
"Valley Falls, Delaware Township Library",66066,7
"Valley Falls, Delaware Township Library",66088,428
"Valley Falls, Delaware Township Library",66419,157
"Valley Falls, Delaware Township Library",66539,6
"Wellsville City Library",66006,3
"Wellsville City Library",66018,7
"Wellsville City Library",66021,179
"Wellsville City Library",66025,1
"Wellsville City Library",66030,111
"Wellsville City Library",66062,1
"Wellsville City Library",66067,29
"Wellsville City Library",66079,4
"Wellsville City Library",66092,1389
"Wellsville City Library",66095,3
"Wellsville City Library",66111,1
"Wetmore Public Library",66428,1
"Wetmore Public Library",66516,8
"Wetmore Public Library",66521,4
"Wetmore Public Library",66538,24
"Wetmore Public Library",66550,204
"Williamsburg Community Library",0,1
"Williamsburg Community Library",66053,3
"Williamsburg Community Library",66067,20
"Williamsburg Community Library",66095,70
"Williamsburg Community Library",66441,3
"Williamsburg Community Library",66501,1
"Williamsburg Community Library",66502,2
"Williamsburg Community Library",66528,1
"Williamsburg Community Library",66617,4
"Williamsburg Community Library",-,2
"Williamsburg Community Library",66801,15
"Williamsburg Community Library",67010,3
"Williamsburg Community Library",67107,4
"Williamsburg Community Library",67114,1
"Williamsburg Community Library",67219,1
"Williamsburg Community Library",67550,3
"Williamsburg Community Library",67663,2
"Williamsburg Community Library",67672,1
"Williamsburg Community Library",67701,4
"Williamsburg Community Library",67864,1
"Williamsburg Community Library",67901,2
"Winchester Public Library",0,2
"Winchester Public Library",66002,1
"Winchester Public Library",66054,20
"Winchester Public Library",66066,36
"Winchester Public Library",66073,6
"Winchester Public Library",66088,32
"Winchester Public Library",66097,162
"Winchester Public Library",66436,3
"Winchester Public Library",66801,1
"Winchester Public Library",67701,1
"Winchester Public Library",67756,1
