Library,"Borrower zipcode","Checkouts + renewals"
"Meriden-Ozawkie Public Library",66604,7
"Meriden-Ozawkie Public Library",66608,6
"Meriden-Ozawkie Public Library",66614,6
"Meriden-Ozawkie Public Library",66615,25
"Meriden-Ozawkie Public Library",66617,497
"Meriden-Ozawkie Public Library",66618,55
"Northeast Kansas Library System",0,15
"Northeast Kansas Library System",66002,1
"Northeast Kansas Library System",66006,1
"Northeast Kansas Library System",66023,2
"Northeast Kansas Library System",66025,3
"Northeast Kansas Library System",66044,35
"Northeast Kansas Library System",66047,14
"Northeast Kansas Library System",66049,26
"Northeast Kansas Library System",66414,2
"Northeast Kansas Library System",66439,2
"Nortonville Public Library",0,22
"Nortonville Public Library",64507,7
"Nortonville Public Library",66016,4
"Nortonville Public Library",66023,2
"Nortonville Public Library",66060,360
"Nortonville Public Library",66066,2
"Nortonville Public Library",66088,28
"Nortonville Public Library",66097,23
"Nortonville Public Library",66439,1
"Osage City Library",0,93
"Osage City Library",66007,1
"Osage City Library",66112,2
"Osage City Library",66402,31
"Osage City Library",66413,110
"Osage City Library",66414,1
"Osage City Library",66451,35
"Osage City Library",66510,1
"Osage City Library",66523,1741
"Osage City Library",66524,5
"Osage City Library",66528,1
"Osage City Library",66537,22
"Osage City Library",66543,67
"Osage City Library",66617,3
"Osage City Library",66830,26
"Osage City Library",66833,3
"Osage City Library",66856,6
"Osage City Library",66868,53
"Osawatomie Public Library",0,66
"Osawatomie Public Library",66014,8
"Osawatomie Public Library",66026,13
"Osawatomie Public Library",66032,1
"Osawatomie Public Library",66033,6
"Osawatomie Public Library",66040,10
"Osawatomie Public Library",66042,86
"Osawatomie Public Library",66049,7
"Osawatomie Public Library",66053,62
"Osawatomie Public Library",66064,1089
"Osawatomie Public Library",66067,20
"Osawatomie Public Library",66071,126
"Osawatomie Public Library",66072,120
"Osawatomie Public Library",66079,8
"Osawatomie Public Library",66083,27
"Osawatomie Public Library",66441,2
"Osawatomie Public Library",66617,1
"Osawatomie Public Library",-,10
"Osawatomie Public Library",67530,2
"Osawatomie Public Library",67901,1
"Oskaloosa Public Library",-,7
"Oskaloosa Public Library",66050,6
"Oskaloosa Public Library",66054,39
"Oskaloosa Public Library",66066,669
"Oskaloosa Public Library",66070,66
"Oskaloosa Public Library",66073,55
"Oskaloosa Public Library",66086,6
"Oskaloosa Public Library",66088,6
"Oskaloosa Public Library",66097,11
"Oskaloosa Public Library",66512,30
"Ottawa Library",0,3
"Ottawa Library",66006,54
"Ottawa Library",66032,83
"Ottawa Library",66042,10
"Ottawa Library",66044,1
"Ottawa Library",66046,4
"Ottawa Library",66053,1
"Ottawa Library",66056,1
"Ottawa Library",66064,38
"Ottawa Library",66067,6366
"Ottawa Library",66071,12
"Ottawa Library",66072,6
"Ottawa Library",66076,570
"Ottawa Library",66078,178
"Ottawa Library",66079,279
"Ottawa Library",66080,126
"Ottawa Library",66092,150
"Ottawa Library",66095,373
"Ottawa Library",66223,4
"Ottawa Library",66427,1
"Ottawa Library",66441,3
"Ottawa Library",66451,16
"Ottawa Library",66501,4
"Ottawa Library",66508,1
"Ottawa Library",66510,50
"Ottawa Library",66523,10
"Ottawa Library",66524,1
"Ottawa Library",66528,37
"Ottawa Library",66536,2
"Ottawa Library",66537,6
"Ottawa Library",66543,22
"Ottawa Library",66762,2
"Ottawa Library",66846,3
"Ottawa Library",66871,5
"Ottawa Library",66935,2
"Ottawa Library",67063,1
"Ottawa Library",67114,1
"Ottawa Library",67124,1
"Ottawa Library",67357,1
"Ottawa Library",67401,2
"Ottawa Library",67525,1
"Ottawa Library",67601,1
"Ottawa Library",67735,1
"Ottawa Library",67801,1
"Ottawa Library",67846,1
"Ottawa Library",-,33
"Overbrook Public Library",0,9
"Overbrook Public Library",66006,22
"Overbrook Public Library",66044,3
"Overbrook Public Library",66046,10
"Overbrook Public Library",66076,130
"Overbrook Public Library",66409,34
"Overbrook Public Library",66414,115
"Overbrook Public Library",66451,2
"Overbrook Public Library",66523,6
"Overbrook Public Library",66524,873
"Overbrook Public Library",66528,47
"Overbrook Public Library",66537,43
"Overbrook Public Library",66543,6
"Overbrook Public Library",66606,1
"Overbrook Public Library",66611,5
"Overbrook Public Library",66614,3
"Overbrook Public Library",67401,16
"Paola Free Library",0,181
"Paola Free Library",64133,1
"Paola Free Library",66014,18
"Paola Free Library",66026,29
"Paola Free Library",66033,1
"Paola Free Library",66036,1
"Paola Free Library",66040,4
"Paola Free Library",66042,31
"Paola Free Library",66049,13
"Paola Free Library",66053,32
"Paola Free Library",66056,2
"Paola Free Library",66061,2
"Paola Free Library",66062,13
"Paola Free Library",66064,123
"Paola Free Library",66071,2884
"Paola Free Library",66072,28
"Paola Free Library",66075,4
"Paola Free Library",66083,22
"Paola Free Library",66092,15
"Paola Free Library",66109,1
"Paola Free Library",-,2
"Paola Free Library",66215,36
"Paola Free Library",66219,7
"Paola Free Library",66226,1
"Paola Free Library",66441,1
"Paola Free Library",66502,1
"Paola Free Library",67301,1
"Paola Free Library",67432,1
"Paola Free Library",67530,4
"Paola Free Library",67558,1
"Paola Free Library",67601,1
"Paola Free Library",67701,12
"Paola Free Library",67735,2
"Perry-Lecompton Community Library",66047,3
"Perry-Lecompton Community Library",66050,59
"Perry-Lecompton Community Library",66066,6
"Perry-Lecompton Community Library",66070,2
"Perry-Lecompton Community Library",66073,48
"Perry-Lecompton Community Library",66607,2
"Pomona Community Library",0,6
"Pomona Community Library",66006,57
"Pomona Community Library",66007,3
"Pomona Community Library",66067,2
"Pomona Community Library",66076,50
"Pomona Community Library",66095,23
"Pomona Community Library",66543,19
"Pomona Community Library",66871,2
"Pomona Community Library",-,5
"Prairie Hills Schools - Axtell Public School",0,14
"Prairie Hills Schools - Axtell Public School",66403,395
"Prairie Hills Schools - Axtell Public School",66406,1
"Prairie Hills Schools - Sabetha Elementary School",0,4
"Prairie Hills Schools - Sabetha Elementary School",66534,1414
"Prairie Hills Schools - Sabetha High School",66534,56
"Prairie Hills Schools - Sabetha High School",66539,1
"Prairie Hills Schools - Sabetha High School",66901,1
"Prairie Hills Schools - Sabetha Middle School",0,1
"Prairie Hills Schools - Sabetha Middle School",66534,209
"Prairie Hills Schools - Wetmore Academic Center",66550,237
"Richmond Public Library",66032,1
"Richmond Public Library",66033,47
"Richmond Public Library",66078,52
"Richmond Public Library",66080,373
"Richmond Public Library",66095,1
"Richmond Public Library",66532,5
"Rossville Community Library",0,2
"Rossville Community Library",66402,10
"Rossville Community Library",66416,3
"Rossville Community Library",66418,162
"Rossville Community Library",66422,1
"Rossville Community Library",66423,1
"Rossville Community Library",66507,282
"Rossville Community Library",66526,3
"Rossville Community Library",66533,886
"Rossville Community Library",66536,392
"Rossville Community Library",66539,44
"Rossville Community Library",66547,16
"Rossville Community Library",-,1
"Rossville Community Library",66604,1
"Rossville Community Library",66609,3
"Rossville Community Library",66610,2
"Rossville Community Library",66611,6
"Rossville Community Library",66614,2
"Rossville Community Library",66615,28
"Rossville Community Library",66618,14
"Sabetha, Mary Cotton Library",0,1
"Sabetha, Mary Cotton Library",66012,1
"Sabetha, Mary Cotton Library",66053,2
"Sabetha, Mary Cotton Library",66075,1
"Sabetha, Mary Cotton Library",66408,127
"Sabetha, Mary Cotton Library",66425,88
"Sabetha, Mary Cotton Library",66434,165
"Sabetha, Mary Cotton Library",66440,1
"Sabetha, Mary Cotton Library",66441,2
"Sabetha, Mary Cotton Library",66515,241
"Sabetha, Mary Cotton Library",66527,2
"Sabetha, Mary Cotton Library",66534,3369
"Sabetha, Mary Cotton Library",66537,1
"Sabetha, Mary Cotton Library",66538,21
"Sabetha, Mary Cotton Library",66550,31
"Sabetha, Mary Cotton Library",66604,1
"Sabetha, Mary Cotton Library",67062,1
"Sabetha, Mary Cotton Library",67154,1
"Sabetha, Mary Cotton Library",67449,2
"Sabetha, Mary Cotton Library",67501,6
"Sabetha, Mary Cotton Library",67601,3
"Sabetha, Mary Cotton Library",67663,1
"Sabetha, Mary Cotton Library",67701,1
"Sabetha, Mary Cotton Library",67835,1
"Sabetha, Mary Cotton Library",67878,1
"Sabetha, Mary Cotton Library",-,73
"Sabetha, Mary Cotton Library",68337,11
"Sabetha, Mary Cotton Library",68376,143
"Seneca Free Library",66002,4
"Seneca Free Library",66403,103
"Seneca Free Library",66404,247
"Seneca Free Library",66406,1
"Seneca Free Library",66408,42
"Seneca Free Library",66415,54
"Seneca Free Library",66417,92
"Seneca Free Library",66428,57
"Seneca Free Library",66434,3
"Seneca Free Library",66534,30
"Seneca Free Library",66538,1568
"Seneca Free Library",66544,9
"Seneca Free Library",66550,16
"Seneca Free Library",-,1
"Seneca Free Library",68345,1
"Seneca Free Library",68420,21
"Silver Lake Library",0,47
"Silver Lake Library",66088,32
"Silver Lake Library",66416,6
"Silver Lake Library",66418,4
"Silver Lake Library",66429,3
"Silver Lake Library",66432,2
"Silver Lake Library",66526,2
"Silver Lake Library",66533,27
"Silver Lake Library",66539,1141
"Silver Lake Library",66547,7
"Silver Lake Library",66604,14
"Silver Lake Library",66614,5
"Silver Lake Library",66617,126
"Silver Lake Library",66618,374
"Silver Lake Library",66801,4
"Tonganoxie Public Library",,2
"Tonganoxie Public Library",0,111
"Tonganoxie Public Library",64118,114
"Tonganoxie Public Library",66007,25
"Tonganoxie Public Library",66012,32
"Tonganoxie Public Library",66020,36
"Tonganoxie Public Library",66043,1
"Tonganoxie Public Library",66044,91
"Tonganoxie Public Library",66046,3
"Tonganoxie Public Library",66047,6
"Tonganoxie Public Library",66048,276
"Tonganoxie Public Library",66052,108
"Tonganoxie Public Library",66054,216
"Tonganoxie Public Library",66062,2
"Tonganoxie Public Library",66066,51
"Tonganoxie Public Library",-,24
"Tonganoxie Public Library",66070,7
"Tonganoxie Public Library",66086,3756
"Tonganoxie Public Library",66109,60
"Tonganoxie Public Library",66538,1
"Valley Falls, Delaware Township Library",0,2
"Valley Falls, Delaware Township Library",66023,1
"Valley Falls, Delaware Township Library",66054,1
"Valley Falls, Delaware Township Library",66060,22
"Valley Falls, Delaware Township Library",66066,1
"Valley Falls, Delaware Township Library",66088,539
"Valley Falls, Delaware Township Library",-,7
"Valley Falls, Delaware Township Library",66419,79
"Valley Falls, Delaware Township Library",66512,8
"Wellsville City Library",0,6
"Wellsville City Library",66021,88
"Wellsville City Library",66025,4
"Wellsville City Library",66030,9
"Wellsville City Library",66046,2
"Wellsville City Library",66061,6
"Wellsville City Library",66062,9
"Wellsville City Library",66067,19
"Wellsville City Library",66076,2
"Wellsville City Library",66092,2118
"Wellsville City Library",66095,7
"Wetmore Public Library",66428,28
"Wetmore Public Library",66509,1
"Wetmore Public Library",66516,2
"Wetmore Public Library",66534,2
"Wetmore Public Library",66538,16
"Wetmore Public Library",66550,250
"Williamsburg Community Library",-,6
"Williamsburg Community Library",66067,6
"Williamsburg Community Library",66076,30
"Williamsburg Community Library",66095,250
"Williamsburg Community Library",66501,2
"Williamsburg Community Library",66528,74
"Williamsburg Community Library",66617,4
"Williamsburg Community Library",67010,2
"Williamsburg Community Library",67432,5
"Winchester Public Library",0,3
"Winchester Public Library",66002,10
"Winchester Public Library",66016,2
"Winchester Public Library",66054,74
"Winchester Public Library",66060,9
"Winchester Public Library",66066,30
"Winchester Public Library",66088,24
"Winchester Public Library",66097,236
"Winchester Public Library",66436,10
"Winchester Public Library",67449,1
