branchname,"ITEM TYPE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Northeast Kansas Library System","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 14 day loan",1,,,1,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Northeast Kansas Library System","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Northeast Kansas Library System",Key,,,,,,,,,,,,
"Northeast Kansas Library System","Kit or multi-part set",,,,,,,,,,,,
"Northeast Kansas Library System",MAGAZINE,8,2,3,3,,,,,,,,
"Northeast Kansas Library System","Magazine (new)",,,,,,,,,,,,
"Northeast Kansas Library System",Music,9,3,3,3,,,,,,,,
"Northeast Kansas Library System",Pamphlet,,,,,,,,,,,,
"Northeast Kansas Library System","Reference material",,,,,,,,,,,,
"Northeast Kansas Library System","Reserve desk : Highland Community College",,,,,,,,,,,,
"Northeast Kansas Library System",Room,1,1,,,,,,,,,,
"Northeast Kansas Library System","Special collections (local requests only)",46,42,3,1,,,,,,,,
"Northeast Kansas Library System","Special collections (no requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Story walk",40,,,40,,,,,,,,
"Northeast Kansas Library System","Things : Artwork",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Cooking equipment",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Die cut equipment",271,271,,,,,,,,,,
"Northeast Kansas Library System","Things : Equipment",8,8,,,,,,,,,,
"Northeast Kansas Library System","Things : Kansas Parks Pass",2,1,1,,,,,,,,,
"Northeast Kansas Library System","Things : Museum pass / event pass",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Recreation and sports",,,,,,,,,,,,
"Northeast Kansas Library System","Things : Tools",,,,,,,,,,,,
"Northeast Kansas Library System",Video,41,36,2,3,,,,,,,,
"Northeast Kansas Library System","Video (Local requests only)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (New)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (No requests allowed)",,,,,,,,,,,,
"Northeast Kansas Library System","Video (Television)",,,,,,,,,,,,
"Northeast Kansas Library System","Video game",8,2,3,3,,,,,,,,
"Nortonville Public Library",(Unclassified),1,1,,,,,,,,,,
"Nortonville Public Library",AUDIOBOOK,168,146,2,20,,,,,,,,
"Nortonville Public Library","AUDIOBOOK (MEDIA PLAYER)",57,28,14,15,,,,,,,,
"Nortonville Public Library","Audiobook (new)",,,,,,,,,,,,
"Nortonville Public Library",Book,11929,5147,1314,5468,23,8,2,13,592,,,
"Nortonville Public Library","Book (local requests only)",,,,,,,,,,,,
"Nortonville Public Library","Book (new)",16,6,3,7,,,,,,,,
"Nortonville Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Book club set",1,,,1,,,,,,,,
"Nortonville Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Launchpad tablet",3,,,3,,,,,,,,
"Nortonville Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Software",,,,,,,,,,,,
"Nortonville Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Nortonville Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Nortonville Public Library","E-content : Digital content",,,,,,,,,,,,
"Nortonville Public Library","E-content : E-learning course",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Nortonville Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Nortonville Public Library",Key,,,,,,,,,,,,
"Nortonville Public Library","Kit or multi-part set",90,84,,6,,,,,29,,,
"Nortonville Public Library",MAGAZINE,204,154,48,2,15,15,,,39,,,
"Nortonville Public Library","Magazine (new)",2,2,,,,,,,,,,
"Nortonville Public Library",Music,6,5,,1,,,,,,,,
"Nortonville Public Library",Pamphlet,,,,,,,,,,,,
"Nortonville Public Library","Reference material",1,1,,,,,,,,,,
"Nortonville Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Nortonville Public Library",Room,,,,,,,,,,,,
"Nortonville Public Library","Special collections (local requests only)",6,,3,3,,,,,,,,
"Nortonville Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Story walk",,,,,,,,,,,,
"Nortonville Public Library","Things : Artwork",,,,,,,,,,,,
"Nortonville Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Nortonville Public Library","Things : Board games, dolls, puzzles, and toys",1,1,,,1,1,,,,,,
"Nortonville Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Nortonville Public Library","Things : Cooking equipment",28,28,,,1,1,,,,,,
"Nortonville Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Nortonville Public Library","Things : Equipment",14,11,,3,,,,,,,,
"Nortonville Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Nortonville Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Nortonville Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Nortonville Public Library","Things : Tools",,,,,,,,,,,,
"Nortonville Public Library",Video,3091,2231,3,857,1,,,1,2,,,
"Nortonville Public Library","Video (Local requests only)",,,,,,,,,,,,
"Nortonville Public Library","Video (New)",8,6,,2,,,,,,,,
"Nortonville Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Nortonville Public Library","Video (Television)",3,1,,2,,,,,,,,
"Nortonville Public Library","Video game",449,25,336,88,1,,1,,,,,
"Osage City Library",(Unclassified),,,,,,,,,,,,
"Osage City Library",AUDIOBOOK,1220,1107,,113,7,7,,,1,,,
"Osage City Library","AUDIOBOOK (MEDIA PLAYER)",117,50,,67,6,6,,,,,,
"Osage City Library","Audiobook (new)",,,,,,,,,,,,
"Osage City Library",Book,16665,9894,1297,5474,122,72,10,40,29,,,
"Osage City Library","Book (local requests only)",,,,,,,,,,,,
"Osage City Library","Book (new)",,,,,,,,,,,,
"Osage City Library","Book (no requests allowed)",,,,,,,,,,,,
"Osage City Library","Book club set",,,,,,,,,,,,
"Osage City Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Osage City Library","Computers and internet : Launchpad tablet",1,,,1,,,,,,,,
"Osage City Library","Computers and internet : Public computer",11,11,,,,,,,,,,
"Osage City Library","Computers and internet : Software",,,,,,,,,,,,
"Osage City Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Osage City Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Osage City Library","E-content : Digital content",,,,,,,,,,,,
"Osage City Library","E-content : E-learning course",,,,,,,,,,,,
"Osage City Library","Inter-library loan",15,12,,3,7,7,,,10,,,1
"Osage City Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Osage City Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Osage City Library",Key,,,,,,,,,,,,
"Osage City Library","Kit or multi-part set",14,1,,13,,,,,,,,
"Osage City Library",MAGAZINE,136,136,,,15,15,,,,,,
"Osage City Library","Magazine (new)",,,,,,,,,,,,
"Osage City Library",Music,277,225,,52,,,,,,,,
"Osage City Library",Pamphlet,,,,,,,,,,,,
"Osage City Library","Reference material",43,43,,,,,,,,,,
"Osage City Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Osage City Library",Room,,,,,,,,,,,,
"Osage City Library","Special collections (local requests only)",12,,,12,,,,,,,,
"Osage City Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Osage City Library","Story walk",,,,,,,,,,,,
"Osage City Library","Things : Artwork",,,,,,,,,,,,
"Osage City Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Osage City Library","Things : Board games, dolls, puzzles, and toys",144,144,,,,,,,,,,
"Osage City Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Osage City Library","Things : Cooking equipment",,,,,,,,,,,,
"Osage City Library","Things : Die cut equipment",,,,,,,,,,,,
"Osage City Library","Things : Equipment",94,94,,,1,1,,,,,,
"Osage City Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Osage City Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Osage City Library","Things : Recreation and sports",,,,,,,,,,,,
"Osage City Library","Things : Tools",,,,,,,,,,,,
"Osage City Library",Video,2775,2221,17,537,22,18,,4,212,1,,1
"Osage City Library","Video (Local requests only)",,,,,,,,,,,,
"Osage City Library","Video (New)",,,,,,,,,,,,
"Osage City Library","Video (No requests allowed)",,,,,,,,,,,,
"Osage City Library","Video (Television)",37,36,,1,8,8,,,1,,,
"Osage City Library","Video game",371,72,69,230,,,,,,,,
"Osawatomie Public Library",(Unclassified),2,2,,,,,,,,,,
"Osawatomie Public Library",AUDIOBOOK,491,439,23,29,,,,,,,,
"Osawatomie Public Library","AUDIOBOOK (MEDIA PLAYER)",4,,,4,3,,,3,,,,
"Osawatomie Public Library","Audiobook (new)",1,1,,,,,,,,,,
"Osawatomie Public Library",Book,14896,9865,1382,3649,59,35,7,17,12,,1,
"Osawatomie Public Library","Book (local requests only)",,,,,,,,,,,,
"Osawatomie Public Library","Book (new)",2,2,,,,,,,,,,
"Osawatomie Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Osawatomie Public Library","Book club set",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Public computer",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Software",,,,,,,,,,,,
"Osawatomie Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Osawatomie Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",1,1,,,,,,,,,,
"Osawatomie Public Library","E-content : Digital content",,,,,,,,,,,,
"Osawatomie Public Library","E-content : E-learning course",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan",3,2,,1,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Osawatomie Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Osawatomie Public Library",Key,,,,,,,,,,,,
"Osawatomie Public Library","Kit or multi-part set",8,8,,,,,,,1,,,
"Osawatomie Public Library",MAGAZINE,,,,,,,,,,,,
"Osawatomie Public Library","Magazine (new)",,,,,,,,,,,,
"Osawatomie Public Library",Music,,,,,,,,,,,,
"Osawatomie Public Library",Pamphlet,1,1,,,,,,,,,,
"Osawatomie Public Library","Reference material",110,107,2,1,,,,,,,,
"Osawatomie Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Osawatomie Public Library",Room,,,,,,,,,,,,
"Osawatomie Public Library","Special collections (local requests only)",37,37,,,,,,,,,,
"Osawatomie Public Library","Special collections (no requests allowed)",3,2,,1,1,,,1,,,,
"Osawatomie Public Library","Story walk",,,,,,,,,,,,
"Osawatomie Public Library","Things : Artwork",,,,,,,,,,,,
"Osawatomie Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Osawatomie Public Library","Things : Board games, dolls, puzzles, and toys",3,,,3,,,,,,,,
"Osawatomie Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Osawatomie Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Equipment",,,,,,,,,,,,
"Osawatomie Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Osawatomie Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Osawatomie Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Osawatomie Public Library","Things : Tools",,,,,,,,,,,,
"Osawatomie Public Library",Video,2327,1987,,340,4,3,,1,1,,,
"Osawatomie Public Library","Video (Local requests only)",,,,,,,,,,,,
"Osawatomie Public Library","Video (New)",,,,,,,,,,,,
"Osawatomie Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Osawatomie Public Library","Video (Television)",10,9,,1,,,,,,,,
"Osawatomie Public Library","Video game",19,17,1,1,,,,,,,,
"Oskaloosa Public Library",(Unclassified),,,,,,,,,,,,
"Oskaloosa Public Library",AUDIOBOOK,381,344,7,30,,,,,,,,
"Oskaloosa Public Library","AUDIOBOOK (MEDIA PLAYER)",1,1,,,,,,,,,,
"Oskaloosa Public Library","Audiobook (new)",,,,,,,,,,,,
"Oskaloosa Public Library",Book,9333,4985,433,3915,27,17,1,9,20,,,
"Oskaloosa Public Library","Book (local requests only)",,,,,,,,,,,,
"Oskaloosa Public Library","Book (new)",13,4,,9,,,,,,,,
"Oskaloosa Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Book club set",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Public computer",8,8,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Software",,,,,,,,,,,,
"Oskaloosa Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Oskaloosa Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Oskaloosa Public Library","E-content : Digital content",,,,,,,,,,,,
"Oskaloosa Public Library","E-content : E-learning course",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan",1,1,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Oskaloosa Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Oskaloosa Public Library",Key,,,,,,,,,,,,
"Oskaloosa Public Library","Kit or multi-part set",36,1,,35,,,,,,,,
"Oskaloosa Public Library",MAGAZINE,102,102,,,5,5,,,,,,
"Oskaloosa Public Library","Magazine (new)",1,1,,,,,,,,,,
"Oskaloosa Public Library",Music,96,95,,1,,,,,,,,
"Oskaloosa Public Library",Pamphlet,,,,,,,,,,,,
"Oskaloosa Public Library","Reference material",17,17,,,,,,,,,,
"Oskaloosa Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Oskaloosa Public Library",Room,,,,,,,,,,,,
"Oskaloosa Public Library","Special collections (local requests only)",1,1,,,,,,,,,,
"Oskaloosa Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Story walk",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Artwork",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Equipment",6,4,,2,,,,,,,,
"Oskaloosa Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Oskaloosa Public Library","Things : Tools",,,,,,,,,,,,
"Oskaloosa Public Library",Video,825,673,34,118,1,1,,,8,,,
"Oskaloosa Public Library","Video (Local requests only)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (New)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (Television)",9,9,,,,,,,,,,
"Oskaloosa Public Library","Video game",,,,,,,,,,,,
"Ottawa Library",(Unclassified),,,,,,,,,,,,
"Ottawa Library",AUDIOBOOK,2262,1999,33,230,10,10,,,,,,
"Ottawa Library","AUDIOBOOK (MEDIA PLAYER)",3,,,3,,,,,,,,
"Ottawa Library","Audiobook (new)",,,,,,,,,,,,
"Ottawa Library",Book,58088,34104,2828,21156,24,2,3,19,543,,,
"Ottawa Library","Book (local requests only)",,,,,,,,,,,,
"Ottawa Library","Book (new)",1907,955,145,807,303,169,11,123,1,,,
"Ottawa Library","Book (no requests allowed)",,,,,,,,,,,,
"Ottawa Library","Book club set",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Launchpad tablet",1,,,1,,,,,,,,
"Ottawa Library","Computers and internet : Public computer",19,19,,,,,,,,,,
"Ottawa Library","Computers and internet : Software",,,,,,,,,,,,
"Ottawa Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Ottawa Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Ottawa Library","E-content : Digital content",,,,,,,,,,,,
"Ottawa Library","E-content : E-learning course",,,,,,,,,,,,
"Ottawa Library","Inter-library loan",26,16,10,,25,15,10,,9,1,1,
"Ottawa Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Ottawa Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Ottawa Library",Key,,,,,,,,,,,,
"Ottawa Library","Kit or multi-part set",91,11,3,77,,,,,,,,
"Ottawa Library",MAGAZINE,12,12,,,,,,,,,,
"Ottawa Library","Magazine (new)",,,,,,,,,,,,
"Ottawa Library",Music,,,,,,,,,,,,
"Ottawa Library",Pamphlet,,,,,,,,,,,,
"Ottawa Library","Reference material",1713,1640,,73,6,6,,,2,,,
"Ottawa Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Ottawa Library",Room,,,,,,,,,,,,
"Ottawa Library","Special collections (local requests only)",12,11,1,,,,,,,,,
"Ottawa Library","Special collections (no requests allowed)",14,12,2,,,,,,,,,
"Ottawa Library","Story walk",,,,,,,,,,,,
"Ottawa Library","Things : Artwork",,,,,,,,,,,,
"Ottawa Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Ottawa Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Ottawa Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Ottawa Library","Things : Cooking equipment",,,,,,,,,,,,
"Ottawa Library","Things : Die cut equipment",,,,,,,,,,,,
"Ottawa Library","Things : Equipment",2,2,,,,,,,,,,
"Ottawa Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Ottawa Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Ottawa Library","Things : Recreation and sports",,,,,,,,,,,,
"Ottawa Library","Things : Tools",1,1,,,,,,,,,,
"Ottawa Library",Video,5004,3394,,1610,22,9,,13,6,2,,
"Ottawa Library","Video (Local requests only)",,,,,,,,,,,,
"Ottawa Library","Video (New)",2,1,,1,,,,,,,,
"Ottawa Library","Video (No requests allowed)",,,,,,,,,,,,
"Ottawa Library","Video (Television)",979,978,,1,,,,,,,,
"Ottawa Library","Video game",579,572,,7,3,3,,,,,,
"Overbrook Public Library",(Unclassified),,,,,,,,,,,,
"Overbrook Public Library",AUDIOBOOK,612,485,19,108,,,,,,,,
"Overbrook Public Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Overbrook Public Library","Audiobook (new)",,,,,,,,,,,,
"Overbrook Public Library",Book,15623,7022,1581,7020,52,35,3,14,56,,,
"Overbrook Public Library","Book (local requests only)",,,,,,,,,,,,
"Overbrook Public Library","Book (new)",18,14,3,1,,,,,,,,
"Overbrook Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Overbrook Public Library","Book club set",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Launchpad tablet",1,1,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Public computer",1,1,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Software",,,,,,,,,,,,
"Overbrook Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Overbrook Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Overbrook Public Library","E-content : Digital content",,,,,,,,,,,,
"Overbrook Public Library","E-content : E-learning course",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan",50,50,,,8,8,,,1,,,
"Overbrook Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Overbrook Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Overbrook Public Library",Key,,,,,,,,,,,,
"Overbrook Public Library","Kit or multi-part set",119,4,,115,,,,,,,,
"Overbrook Public Library",MAGAZINE,28,28,,,,,,,,,,
"Overbrook Public Library","Magazine (new)",,,,,,,,,,,,
"Overbrook Public Library",Music,39,,,39,,,,,,,,
"Overbrook Public Library",Pamphlet,,,,,,,,,,,,
"Overbrook Public Library","Reference material",17,17,,,,,,,,,,
"Overbrook Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Overbrook Public Library",Room,,,,,,,,,,,,
"Overbrook Public Library","Special collections (local requests only)",1,1,,,,,,,,,,
"Overbrook Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Overbrook Public Library","Story walk",1,,,1,,,,,,,,
"Overbrook Public Library","Things : Artwork",,,,,,,,,,,,
"Overbrook Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Overbrook Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Overbrook Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Overbrook Public Library","Things : Cooking equipment",1,1,,,,,,,,,,
"Overbrook Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Overbrook Public Library","Things : Equipment",176,176,,,,,,,,,,
"Overbrook Public Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Overbrook Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Overbrook Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Overbrook Public Library","Things : Tools",,,,,,,,,,,,
"Overbrook Public Library",Video,5165,3770,,1395,8,6,,2,2,,,
"Overbrook Public Library","Video (Local requests only)",1,,,1,1,,,1,,,,
"Overbrook Public Library","Video (New)",24,21,,3,,,,,,,,
"Overbrook Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Overbrook Public Library","Video (Television)",31,30,,1,1,1,,,,,,
"Overbrook Public Library","Video game",309,121,13,175,1,,1,,2,1,,
"Paola Free Library",(Unclassified),13,7,,6,,,,,,,,
"Paola Free Library",AUDIOBOOK,889,746,9,134,,,,,,,,
"Paola Free Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Paola Free Library","Audiobook (new)",28,28,,,6,6,,,,,,
"Paola Free Library",Book,23899,11531,1260,11108,4,,1,3,89,,,
"Paola Free Library","Book (local requests only)",1,,,1,,,,,,,,
"Paola Free Library","Book (new)",617,271,70,276,122,66,20,36,,,,
"Paola Free Library","Book (no requests allowed)",,,,,,,,,,,,
"Paola Free Library","Book club set",272,272,,,,,,,,,,
"Paola Free Library","Computers and internet : Laptop computer",11,11,,,,,,,,,,
"Paola Free Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Paola Free Library","Computers and internet : Public computer",10,7,1,2,,,,,,,,
"Paola Free Library","Computers and internet : Software",,,,,,,,,,,,
"Paola Free Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Paola Free Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",26,26,,,,,,,1,,,
"Paola Free Library","E-content : Digital content",,,,,,,,,,,,
"Paola Free Library","E-content : E-learning course",,,,,,,,,,,,
"Paola Free Library","Inter-library loan",,,,,,,,,,,,
"Paola Free Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Paola Free Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Paola Free Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Paola Free Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Paola Free Library",Key,,,,,,,,,,,,
"Paola Free Library","Kit or multi-part set",,,,,,,,,,,,
"Paola Free Library",MAGAZINE,548,427,19,102,30,25,1,4,24,,,
"Paola Free Library","Magazine (new)",,,,,,,,,,,,
"Paola Free Library",Music,409,395,,14,2,2,,,,,,
"Paola Free Library",Pamphlet,,,,,,,,,,,,
"Paola Free Library","Reference material",1054,1000,,54,1,1,,,,,,
"Paola Free Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Paola Free Library",Room,,,,,,,,,,,,
"Paola Free Library","Special collections (local requests only)",1,,,1,,,,,,,,
"Paola Free Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Paola Free Library","Story walk",,,,,,,,,,,,
"Paola Free Library","Things : Artwork",,,,,,,,,,,,
"Paola Free Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Paola Free Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Paola Free Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Paola Free Library","Things : Cooking equipment",69,69,,,,,,,,,,
"Paola Free Library","Things : Die cut equipment",,,,,,,,,,,,
"Paola Free Library","Things : Equipment",13,13,,,,,,,,,,
"Paola Free Library","Things : Kansas Parks Pass",3,3,,,,,,,,,,
"Paola Free Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Paola Free Library","Things : Recreation and sports",7,7,,,,,,,,,,
"Paola Free Library","Things : Tools",,,,,,,,,,,,
"Paola Free Library",Video,1701,1373,,328,7,5,,2,2,,,
"Paola Free Library","Video (Local requests only)",,,,,,,,,,,,
"Paola Free Library","Video (New)",,,,,,,,,,,,
"Paola Free Library","Video (No requests allowed)",,,,,,,,,,,,
"Paola Free Library","Video (Television)",4,4,,,1,1,,,,,,
"Paola Free Library","Video game",87,87,,,,,,,,,,
"Perry-Lecompton Community Library",(Unclassified),30,18,1,11,,,,,,,,
"Perry-Lecompton Community Library",AUDIOBOOK,147,114,28,5,,,,,,,,
"Perry-Lecompton Community Library","AUDIOBOOK (MEDIA PLAYER)",2,1,1,,,,,,,,,
"Perry-Lecompton Community Library","Audiobook (new)",3,2,1,,,,,,,,,
"Perry-Lecompton Community Library",Book,12003,6652,958,4393,26,7,1,18,8,,,
"Perry-Lecompton Community Library","Book (local requests only)",,,,,,,,,,,,
