Library,"Borrower zipcode","Checkouts + renewals"
"Leavenworth Public Library",66109,23
"Leavenworth Public Library",66203,3
"Leavenworth Public Library",66210,42
"Leavenworth Public Library",66442,10
"Leavenworth Public Library",-,13
"Linwood Community Library",0,1
"Linwood Community Library",66007,3
"Linwood Community Library",66012,29
"Linwood Community Library",66018,5
"Linwood Community Library",66025,3
"Linwood Community Library",66044,48
"Linwood Community Library",66046,6
"Linwood Community Library",66049,7
"Linwood Community Library",66052,673
"Linwood Community Library",66086,27
"Lyndon Carnegie Library",0,21
"Lyndon Carnegie Library",66212,22
"Lyndon Carnegie Library",66413,4
"Lyndon Carnegie Library",66414,49
"Lyndon Carnegie Library",66451,379
"Lyndon Carnegie Library",66510,28
"Lyndon Carnegie Library",66523,2
"Lyndon Carnegie Library",66528,1
"Lyndon Carnegie Library",66537,37
"Lyndon Carnegie Library",66543,77
"Lyndon Carnegie Library",66860,11
"McLouth Public Library",66048,3
"McLouth Public Library",66054,131
"McLouth Public Library",66066,1
"Meriden-Ozawkie Public Library",0,13
"Meriden-Ozawkie Public Library",66066,6
"Meriden-Ozawkie Public Library",66070,223
"Meriden-Ozawkie Public Library",66073,29
"Meriden-Ozawkie Public Library",66088,93
"Meriden-Ozawkie Public Library",66429,10
"Meriden-Ozawkie Public Library",66440,24
"Meriden-Ozawkie Public Library",66512,902
"Meriden-Ozawkie Public Library",66542,59
"Meriden-Ozawkie Public Library",66604,2
"Meriden-Ozawkie Public Library",66606,1
"Meriden-Ozawkie Public Library",66608,4
"Meriden-Ozawkie Public Library",66614,29
"Meriden-Ozawkie Public Library",66615,94
"Meriden-Ozawkie Public Library",66617,320
"Meriden-Ozawkie Public Library",66618,12
"Northeast Kansas Library System",0,3
"Northeast Kansas Library System",66044,19
"Northeast Kansas Library System",66047,1
"Northeast Kansas Library System",66049,20
"Nortonville Public Library",0,36
"Nortonville Public Library",66002,3
"Nortonville Public Library",66016,4
"Nortonville Public Library",66023,21
"Nortonville Public Library",66048,2
"Nortonville Public Library",66060,286
"Nortonville Public Library",66088,20
"Nortonville Public Library",66097,7
"Osage City Library",0,59
"Osage City Library",-,29
"Osage City Library",66076,2
"Osage City Library",66402,42
"Osage City Library",66413,74
"Osage City Library",66451,43
"Osage City Library",66523,1529
"Osage City Library",66524,9
"Osage City Library",66537,10
"Osage City Library",66543,43
"Osage City Library",66614,2
"Osage City Library",66617,2
"Osage City Library",66830,7
"Osage City Library",66833,4
"Osage City Library",66856,5
"Osage City Library",66868,69
"Osawatomie Public Library",0,55
"Osawatomie Public Library",-,3
"Osawatomie Public Library",66030,27
"Osawatomie Public Library",66033,6
"Osawatomie Public Library",66040,13
"Osawatomie Public Library",66042,37
"Osawatomie Public Library",66053,36
"Osawatomie Public Library",66064,819
"Osawatomie Public Library",66067,17
"Osawatomie Public Library",66071,177
"Osawatomie Public Library",66072,59
"Osawatomie Public Library",66079,6
"Osawatomie Public Library",66083,12
"Osawatomie Public Library",66846,1
"Osawatomie Public Library",67357,1
"Osawatomie Public Library",67410,2
"Oskaloosa Public Library",0,1
"Oskaloosa Public Library",-,5
"Oskaloosa Public Library",66020,8
"Oskaloosa Public Library",66044,2
"Oskaloosa Public Library",66049,1
"Oskaloosa Public Library",66054,19
"Oskaloosa Public Library",66066,405
"Oskaloosa Public Library",66070,70
"Oskaloosa Public Library",66073,86
"Oskaloosa Public Library",66097,1
"Oskaloosa Public Library",66512,11
"Ottawa Library",66002,1
"Ottawa Library",66006,19
"Ottawa Library",66018,8
"Ottawa Library",66030,38
"Ottawa Library",66032,51
"Ottawa Library",66033,5
"Ottawa Library",66040,12
"Ottawa Library",66042,12
"Ottawa Library",66046,3
"Ottawa Library",66049,22
"Ottawa Library",66053,4
"Ottawa Library",66064,14
"Ottawa Library",66067,5415
"Ottawa Library",66072,1
"Ottawa Library",66076,581
"Ottawa Library",66078,250
"Ottawa Library",66079,179
"Ottawa Library",66080,22
"Ottawa Library",66092,102
"Ottawa Library",66095,351
"Ottawa Library",66411,5
"Ottawa Library",66434,1
"Ottawa Library",66451,25
"Ottawa Library",66501,7
"Ottawa Library",66502,2
"Ottawa Library",66508,1
"Ottawa Library",66510,3
"Ottawa Library",66523,13
"Ottawa Library",66524,11
"Ottawa Library",66528,57
"Ottawa Library",66536,2
"Ottawa Library",66537,2
"Ottawa Library",66542,4
"Ottawa Library",66543,3
"Ottawa Library",66547,1
"Ottawa Library",66617,1
"Ottawa Library",66713,1
"Ottawa Library",66720,1
"Ottawa Library",66748,2
"Ottawa Library",66801,2
"Ottawa Library",66839,3
"Ottawa Library",66846,1
"Ottawa Library",66860,2
"Ottawa Library",66871,8
"Ottawa Library",66935,1
"Ottawa Library",67010,1
"Ottawa Library",67026,1
"Ottawa Library",67037,1
"Ottawa Library",67062,1
"Ottawa Library",67063,1
"Ottawa Library",67107,2
"Ottawa Library",67110,1
"Ottawa Library",67114,1
"Ottawa Library",67124,1
"Ottawa Library",67152,1
"Ottawa Library",67410,1
"Ottawa Library",67449,1
"Ottawa Library",67456,1
"Ottawa Library",67504,1
"Ottawa Library",-,12
"Ottawa Library",67550,1
"Ottawa Library",67601,5
"Ottawa Library",67645,1
"Ottawa Library",67701,1
"Ottawa Library",67835,1
"Ottawa Library",67860,1
"Ottawa Library",67901,1
"Overbrook Public Library",0,2
"Overbrook Public Library",66006,4
"Overbrook Public Library",66012,2
"Overbrook Public Library",66046,8
"Overbrook Public Library",66061,1
"Overbrook Public Library",66067,27
"Overbrook Public Library",66076,47
"Overbrook Public Library",66095,8
"Overbrook Public Library",66409,3
"Overbrook Public Library",66413,3
"Overbrook Public Library",66414,73
"Overbrook Public Library",66524,702
"Overbrook Public Library",66528,52
"Overbrook Public Library",66537,16
"Overbrook Public Library",66542,3
"Overbrook Public Library",66611,6
"Overbrook Public Library",67401,16
"Paola Free Library",,1
"Paola Free Library",0,172
"Paola Free Library",66026,25
"Paola Free Library",66030,12
"Paola Free Library",66032,4
"Paola Free Library",66040,1
"Paola Free Library",66042,14
"Paola Free Library",66049,15
"Paola Free Library",66053,53
"Paola Free Library",66061,7
"Paola Free Library",66062,5
"Paola Free Library",66064,179
"Paola Free Library",66067,8
"Paola Free Library",66071,2934
"Paola Free Library",66072,15
"Paola Free Library",66083,69
"Paola Free Library",66092,24
"Paola Free Library",66212,1
"Paola Free Library",66411,1
"Paola Free Library",66508,1
"Paola Free Library",66743,1
"Paola Free Library",67062,1
"Paola Free Library",67301,1
"Paola Free Library",67579,1
"Paola Free Library",67601,1
"Paola Free Library",-,24
"Paola Free Library",67701,22
"Perry-Lecompton Community Library",66050,23
"Perry-Lecompton Community Library",66066,4
"Perry-Lecompton Community Library",66070,1
"Perry-Lecompton Community Library",66073,68
"Perry-Lecompton Community Library",66607,3
"Pomona Community Library",0,1
"Pomona Community Library",66007,2
"Pomona Community Library",66067,10
"Pomona Community Library",66076,183
"Pomona Community Library",66095,1
"Pomona Community Library",66523,1
"Pomona Community Library",66528,2
"Prairie Hills Schools - Axtell Public School",0,24
"Prairie Hills Schools - Axtell Public School",66403,664
"Prairie Hills Schools - Axtell Public School",66404,2
"Prairie Hills Schools - Axtell Public School",66534,1
"Prairie Hills Schools - Axtell Public School",66541,1
"Prairie Hills Schools - Sabetha Elementary School",0,31
"Prairie Hills Schools - Sabetha Elementary School",66408,7
"Prairie Hills Schools - Sabetha Elementary School",66534,1960
"Prairie Hills Schools - Sabetha High School",66403,1
"Prairie Hills Schools - Sabetha High School",66534,29
"Prairie Hills Schools - Sabetha Middle School",0,7
"Prairie Hills Schools - Sabetha Middle School",66403,2
"Prairie Hills Schools - Sabetha Middle School",66534,174
"Richmond Public Library",66032,3
"Richmond Public Library",66033,20
"Richmond Public Library",66078,17
"Richmond Public Library",66080,308
"Rossville Community Library",,4
"Rossville Community Library",66035,1
"Rossville Community Library",66409,4
"Rossville Community Library",66416,4
"Rossville Community Library",66418,162
"Rossville Community Library",66422,11
"Rossville Community Library",66423,25
"Rossville Community Library",66507,285
"Rossville Community Library",66521,6
"Rossville Community Library",66533,676
"Rossville Community Library",66536,286
"Rossville Community Library",66539,95
"Rossville Community Library",66604,9
"Rossville Community Library",66611,2
"Rossville Community Library",66614,13
"Rossville Community Library",66615,31
"Rossville Community Library",66618,8
"Rossville Community Library",-,1
"Sabetha, Mary Cotton Library",66002,4
"Sabetha, Mary Cotton Library",66053,3
"Sabetha, Mary Cotton Library",66097,1
"Sabetha, Mary Cotton Library",66408,135
"Sabetha, Mary Cotton Library",66424,9
"Sabetha, Mary Cotton Library",66425,76
"Sabetha, Mary Cotton Library",66434,148
"Sabetha, Mary Cotton Library",66515,346
"Sabetha, Mary Cotton Library",66516,2
"Sabetha, Mary Cotton Library",66521,1
"Sabetha, Mary Cotton Library",66522,2
"Sabetha, Mary Cotton Library",66527,2
"Sabetha, Mary Cotton Library",66534,2821
"Sabetha, Mary Cotton Library",66536,1
"Sabetha, Mary Cotton Library",66538,11
"Sabetha, Mary Cotton Library",66550,9
"Sabetha, Mary Cotton Library",66945,1
"Sabetha, Mary Cotton Library",67154,1
"Sabetha, Mary Cotton Library",67456,1
"Sabetha, Mary Cotton Library",67835,1
"Sabetha, Mary Cotton Library",67860,1
"Sabetha, Mary Cotton Library",67880,1
"Sabetha, Mary Cotton Library",68337,17
"Sabetha, Mary Cotton Library",68376,73
"Sabetha, Mary Cotton Library",-,188
"Seneca Free Library",66066,1
"Seneca Free Library",66403,57
"Seneca Free Library",66404,156
"Seneca Free Library",66408,12
"Seneca Free Library",66415,6
"Seneca Free Library",66416,1
"Seneca Free Library",66417,66
"Seneca Free Library",66424,2
"Seneca Free Library",66427,15
"Seneca Free Library",66428,38
"Seneca Free Library",66434,8
"Seneca Free Library",66534,98
"Seneca Free Library",66538,1159
"Seneca Free Library",66540,6
"Seneca Free Library",66550,9
"Seneca Free Library",-,8
"Seneca Free Library",68345,1
"Seneca Free Library",68420,13
"Silver Lake Library",0,67
"Silver Lake Library",66418,34
"Silver Lake Library",66526,2
"Silver Lake Library",66533,43
"Silver Lake Library",66539,932
"Silver Lake Library",66547,18
"Silver Lake Library",66604,43
"Silver Lake Library",66606,8
"Silver Lake Library",66615,14
"Silver Lake Library",66617,125
"Silver Lake Library",66618,168
"Tonganoxie Public Library",0,51
"Tonganoxie Public Library",64118,38
"Tonganoxie Public Library",66007,9
"Tonganoxie Public Library",66012,20
"Tonganoxie Public Library",66020,2
"Tonganoxie Public Library",66025,7
"Tonganoxie Public Library",66043,3
"Tonganoxie Public Library",66044,198
"Tonganoxie Public Library",66046,3
"Tonganoxie Public Library",66048,210
"Tonganoxie Public Library",66049,2
"Tonganoxie Public Library",66052,63
"Tonganoxie Public Library",66054,177
"Tonganoxie Public Library",66061,6
"Tonganoxie Public Library",66062,2
"Tonganoxie Public Library",66066,11
"Tonganoxie Public Library",66070,27
"Tonganoxie Public Library",66073,9
"Tonganoxie Public Library",66086,3031
"Tonganoxie Public Library",66109,88
"Tonganoxie Public Library",66547,5
"Valley Falls, Delaware Township Library",0,11
"Valley Falls, Delaware Township Library",66060,5
"Valley Falls, Delaware Township Library",66066,40
"Valley Falls, Delaware Township Library",66073,1
"Valley Falls, Delaware Township Library",66088,459
"Valley Falls, Delaware Township Library",66419,65
"Valley Falls, Delaware Township Library",66615,5
"Wellsville City Library",66021,128
"Wellsville City Library",66030,54
"Wellsville City Library",66046,2
"Wellsville City Library",66062,3
"Wellsville City Library",66064,7
"Wellsville City Library",66067,76
"Wellsville City Library",66071,45
"Wellsville City Library",66079,28
"Wellsville City Library",66092,1219
"Wellsville City Library",66095,2
"Wetmore Public Library",0,1
"Wetmore Public Library",66428,35
"Wetmore Public Library",66516,2
"Wetmore Public Library",66521,2
"Wetmore Public Library",66534,2
"Wetmore Public Library",66538,16
"Wetmore Public Library",66550,228
"Williamsburg Community Library",66053,8
"Williamsburg Community Library",66067,16
"Williamsburg Community Library",66076,1
"Williamsburg Community Library",66095,286
"Williamsburg Community Library",66097,1
"Williamsburg Community Library",66411,1
"Williamsburg Community Library",66501,1
"Williamsburg Community Library",66502,7
"Williamsburg Community Library",66528,9
"Williamsburg Community Library",66536,1
"Williamsburg Community Library",66547,4
"Williamsburg Community Library",66713,1
"Williamsburg Community Library",66801,6
"Williamsburg Community Library",66839,5
"Williamsburg Community Library",66871,3
"Williamsburg Community Library",67010,4
"Williamsburg Community Library",67037,2
"Williamsburg Community Library",67045,2
"Williamsburg Community Library",67107,2
"Williamsburg Community Library",67114,2
"Williamsburg Community Library",67154,2
"Williamsburg Community Library",67420,2
"Williamsburg Community Library",67554,2
"Williamsburg Community Library",67558,2
"Williamsburg Community Library",67601,2
"Williamsburg Community Library",-,9
"Winchester Public Library",66002,50
"Winchester Public Library",66054,163
"Winchester Public Library",66066,159
"Winchester Public Library",66070,1
"Winchester Public Library",66088,37
"Winchester Public Library",66097,289
"Winchester Public Library",66536,1
"Winchester Public Library",66801,1
"Winchester Public Library",67550,1
