branchname,ZIP_CODE,BORROWER_COUNT,RENEWED_LM,ADDED_LM,DELETED_LM
"Baldwin City Public Library",66524,46,,1,
"Baldwin City Public Library",66532,1,,,
"Baldwin City Public Library",66542,1,,,
"Baldwin City Public Library",66604,1,,,
"Baldwin City Public Library",66605,1,,,
"Baldwin City Public Library",66610,2,,,
"Baldwin City Public Library",66614,2,,,
"Baldwin City Public Library",66856,1,,,
"Baldwin City Public Library",66860,1,,,
"Baldwin City Public Library",67002,1,,,
"Baldwin City Public Library",67026,1,,,
"Baldwin City Public Library",67063,1,,,
"Baldwin City Public Library",67114,1,,,
"Baldwin City Public Library",67219,1,,,
"Baldwin City Public Library",67878,1,,,
"Basehor Community Library",-,6,,1,
"Basehor Community Library",0,78,4,1,
"Basehor Community Library",64055,1,,,
"Basehor Community Library",64079,1,,,
"Basehor Community Library",64114,1,,,
"Basehor Community Library",64119,1,,,
"Basehor Community Library",64152,2,,,
"Basehor Community Library",64155,1,,,
"Basehor Community Library",64506,1,,,
"Basehor Community Library",66002,1,,,
"Basehor Community Library",66007,4354,117,41,2
"Basehor Community Library",66012,493,10,4,1
"Basehor Community Library",66014,1,,,
"Basehor Community Library",66016,1,,,
"Basehor Community Library",66018,3,,,
"Basehor Community Library",66020,6,,,
"Basehor Community Library",66025,3,,,
"Basehor Community Library",66027,2,,,
"Basehor Community Library",66030,1,,,
"Basehor Community Library",66032,1,,,
"Basehor Community Library",66040,1,,,
"Basehor Community Library",66043,74,1,1,
"Basehor Community Library",66044,21,1,,
"Basehor Community Library",66046,8,,,
"Basehor Community Library",66047,1,,,
"Basehor Community Library",66048,221,5,,
"Basehor Community Library",66049,13,1,,
"Basehor Community Library",66052,62,2,,
"Basehor Community Library",66053,2,,,
"Basehor Community Library",66054,25,,,
"Basehor Community Library",66061,8,,,
"Basehor Community Library",66062,5,,,
"Basehor Community Library",66066,1,,,
"Basehor Community Library",66073,3,1,,
"Basehor Community Library",66086,611,10,3,2
"Basehor Community Library",66087,1,,,
"Basehor Community Library",66088,2,1,,
"Basehor Community Library",66092,1,,,
"Basehor Community Library",66101,1,,,
"Basehor Community Library",66102,18,,,
"Basehor Community Library",66103,4,,,
"Basehor Community Library",66104,11,,,
"Basehor Community Library",66105,2,,,
"Basehor Community Library",66106,11,,,
"Basehor Community Library",66109,502,7,5,
"Basehor Community Library",66111,41,1,,
"Basehor Community Library",66112,18,,1,
"Basehor Community Library",66113,5,,,
"Basehor Community Library",66202,2,,,
"Basehor Community Library",66203,6,,,
"Basehor Community Library",66204,3,,,
"Basehor Community Library",66205,3,,,
"Basehor Community Library",66210,2,,,
"Basehor Community Library",66212,3,,,
"Basehor Community Library",66213,3,,,
"Basehor Community Library",66215,10,,,
"Basehor Community Library",66216,8,,,
"Basehor Community Library",66217,3,,,
"Basehor Community Library",66218,18,1,,1
"Basehor Community Library",66219,3,,,
"Basehor Community Library",66221,1,,,
"Basehor Community Library",66226,32,1,,
"Basehor Community Library",66227,5,,,
"Basehor Community Library",66402,1,,,
"Basehor Community Library",66434,1,,,
"Basehor Community Library",66512,1,,,
"Basehor Community Library",66604,1,,,
"Basehor Community Library",66609,1,,,
"Basehor Community Library",66611,1,,,
"Basehor Community Library",66614,1,,,
"Basehor Community Library",67002,1,,,
"Basehor Community Library",67052,1,,,
"Basehor Community Library",67401,1,,,
"Bern Community Library",-,1,,,
"Bern Community Library",0,6,,,
"Bern Community Library",64501,1,,,
"Bern Community Library",66049,1,,,
"Bern Community Library",66403,2,,,
"Bern Community Library",66408,141,4,2,
"Bern Community Library",66534,12,,,
"Bern Community Library",66538,9,,1,
"Bern Community Library",66544,1,,,
"Bern Community Library",68337,2,1,,
"Bern Community Library",68345,4,,,
"Bern Community Library",68376,2,,,
"Bonner Springs City Library",-,17,1,,
"Bonner Springs City Library",0,72,1,,
"Bonner Springs City Library",64055,1,,,
"Bonner Springs City Library",64079,1,,,
"Bonner Springs City Library",64098,1,,,
"Bonner Springs City Library",64114,2,,,
"Bonner Springs City Library",64118,3,,,
"Bonner Springs City Library",64119,1,,,
"Bonner Springs City Library",64133,1,,,
"Bonner Springs City Library",64138,1,,,
"Bonner Springs City Library",64151,1,,,
"Bonner Springs City Library",64152,5,,1,
"Bonner Springs City Library",64503,1,,,
"Bonner Springs City Library",64505,1,1,,
"Bonner Springs City Library",66002,4,,,
"Bonner Springs City Library",66006,1,,,
"Bonner Springs City Library",66007,98,2,1,
"Bonner Springs City Library",66012,4247,79,37,2
"Bonner Springs City Library",66017,1,,,
"Bonner Springs City Library",66018,25,,,
"Bonner Springs City Library",66020,1,,,
"Bonner Springs City Library",66021,5,,,
"Bonner Springs City Library",66025,2,1,,
"Bonner Springs City Library",66027,2,,,
"Bonner Springs City Library",66030,11,,,
"Bonner Springs City Library",66032,1,,,
"Bonner Springs City Library",66040,5,,,
"Bonner Springs City Library",66043,15,,,
"Bonner Springs City Library",66044,10,,,
"Bonner Springs City Library",66046,4,,,
"Bonner Springs City Library",66047,1,,,
"Bonner Springs City Library",66048,51,,,
"Bonner Springs City Library",66049,12,,,
"Bonner Springs City Library",66050,1,,,
"Bonner Springs City Library",66052,63,1,,
"Bonner Springs City Library",66053,1,,,
"Bonner Springs City Library",66054,2,,,
"Bonner Springs City Library",66056,2,,,
"Bonner Springs City Library",66061,39,,1,
"Bonner Springs City Library",66062,23,,,
"Bonner Springs City Library",66066,1,,,
"Bonner Springs City Library",66067,3,,,
"Bonner Springs City Library",66070,1,,,
"Bonner Springs City Library",66071,1,,,
"Bonner Springs City Library",66072,1,,,
"Bonner Springs City Library",66073,2,,,
"Bonner Springs City Library",66075,1,,,
"Bonner Springs City Library",66086,68,3,,
"Bonner Springs City Library",66101,6,,,
"Bonner Springs City Library",66102,39,,1,
"Bonner Springs City Library",66103,10,,,
"Bonner Springs City Library",66104,45,2,,
"Bonner Springs City Library",66105,7,,,
"Bonner Springs City Library",66106,36,,,
"Bonner Springs City Library",66109,714,13,9,
"Bonner Springs City Library",66111,1096,13,11,3
"Bonner Springs City Library",66112,34,,1,
"Bonner Springs City Library",66113,418,2,2,1
"Bonner Springs City Library",66202,6,,,
"Bonner Springs City Library",66203,10,,,
"Bonner Springs City Library",66204,7,,,
"Bonner Springs City Library",66205,3,,,
"Bonner Springs City Library",66208,6,,,
"Bonner Springs City Library",66210,5,,,
"Bonner Springs City Library",66212,13,,,
"Bonner Springs City Library",66213,6,,,
"Bonner Springs City Library",66214,2,,,
"Bonner Springs City Library",66215,15,1,,
"Bonner Springs City Library",66216,30,1,1,
"Bonner Springs City Library",66217,4,1,,
"Bonner Springs City Library",66218,93,3,,
"Bonner Springs City Library",66219,6,,,
"Bonner Springs City Library",66220,10,,,
"Bonner Springs City Library",66221,1,,,
"Bonner Springs City Library",66223,1,,,
"Bonner Springs City Library",66226,330,3,,
"Bonner Springs City Library",66227,35,1,1,
"Bonner Springs City Library",66401,1,,,
"Bonner Springs City Library",66411,1,,,
"Bonner Springs City Library",66414,1,,,
"Bonner Springs City Library",66423,1,,,
"Bonner Springs City Library",66427,1,,,
"Bonner Springs City Library",66436,2,,,
"Bonner Springs City Library",66440,1,,,
"Bonner Springs City Library",66441,1,,,
"Bonner Springs City Library",66451,1,,,
"Bonner Springs City Library",66502,1,,,
"Bonner Springs City Library",66503,1,,,
"Bonner Springs City Library",66508,1,,,
"Bonner Springs City Library",66512,1,,,
"Bonner Springs City Library",66521,1,,,
"Bonner Springs City Library",66531,1,,,
"Bonner Springs City Library",66536,1,,,
"Bonner Springs City Library",66547,2,,,
"Bonner Springs City Library",66548,1,,,
"Bonner Springs City Library",66552,1,,,
"Bonner Springs City Library",66604,1,,,
"Bonner Springs City Library",66607,1,,,
"Bonner Springs City Library",66612,1,,,
"Bonner Springs City Library",66617,1,,,
"Bonner Springs City Library",66701,2,,,
"Bonner Springs City Library",66713,1,,,
"Bonner Springs City Library",66720,2,,,
"Bonner Springs City Library",66725,1,,,
"Bonner Springs City Library",66733,1,,,
"Bonner Springs City Library",66736,1,,,
"Bonner Springs City Library",66743,1,,,
"Bonner Springs City Library",66748,2,,,
"Bonner Springs City Library",66749,2,,,
"Bonner Springs City Library",66762,2,,,
"Bonner Springs City Library",66783,1,,,
"Bonner Springs City Library",66801,1,,,
"Bonner Springs City Library",66833,1,,,
"Bonner Springs City Library",66835,1,,,
"Bonner Springs City Library",66839,2,,,
"Bonner Springs City Library",66846,2,,,
"Bonner Springs City Library",66852,1,,,
"Bonner Springs City Library",66856,1,,,
"Bonner Springs City Library",66857,1,,,
"Bonner Springs City Library",66860,1,,,
"Bonner Springs City Library",66861,1,,,
"Bonner Springs City Library",66871,1,,,
"Bonner Springs City Library",66901,3,,,
"Bonner Springs City Library",66935,1,,,
"Bonner Springs City Library",66945,2,,,
"Bonner Springs City Library",66949,1,,,
"Bonner Springs City Library",66968,1,,,
"Bonner Springs City Library",67002,2,,,
"Bonner Springs City Library",67003,1,,,
"Bonner Springs City Library",67005,2,,,
"Bonner Springs City Library",67010,2,,,
"Bonner Springs City Library",67026,2,,,
"Bonner Springs City Library",67037,1,,,
"Bonner Springs City Library",67039,1,,,
"Bonner Springs City Library",67042,4,,,
"Bonner Springs City Library",67045,1,,,
"Bonner Springs City Library",67052,1,,,
"Bonner Springs City Library",67056,1,,,
"Bonner Springs City Library",67062,2,,,
"Bonner Springs City Library",67063,2,,,
"Bonner Springs City Library",67068,1,,,
"Bonner Springs City Library",67104,2,,,
"Bonner Springs City Library",67107,1,,,
"Bonner Springs City Library",67110,1,,,
"Bonner Springs City Library",67114,1,,,
"Bonner Springs City Library",67124,3,,,
"Bonner Springs City Library",67144,2,,,
"Bonner Springs City Library",67147,1,,,
"Bonner Springs City Library",67152,1,,,
"Bonner Springs City Library",67154,2,,,
"Bonner Springs City Library",67156,3,,,
"Bonner Springs City Library",67212,1,,,
"Bonner Springs City Library",67219,1,,,
"Bonner Springs City Library",67301,2,,,
"Bonner Springs City Library",67335,1,,,
"Bonner Springs City Library",67337,2,,,
"Bonner Springs City Library",67357,2,,,
"Bonner Springs City Library",67401,3,,,
"Bonner Springs City Library",67410,1,,,
"Bonner Springs City Library",67420,2,,,
"Bonner Springs City Library",67432,1,,,
"Bonner Springs City Library",67437,1,,,
"Bonner Springs City Library",67439,3,,,
"Bonner Springs City Library",67449,1,,,
"Bonner Springs City Library",67456,2,,,
"Bonner Springs City Library",67460,3,,,
"Bonner Springs City Library",67467,2,,,
"Bonner Springs City Library",67490,2,,,
"Bonner Springs City Library",67501,1,,,
"Bonner Springs City Library",67504,2,,,
"Bonner Springs City Library",67522,1,,,
"Bonner Springs City Library",67525,1,,,
"Bonner Springs City Library",67530,2,,,
"Bonner Springs City Library",67544,2,,,
"Bonner Springs City Library",67550,4,,,
"Bonner Springs City Library",67554,3,,,
"Bonner Springs City Library",67558,3,,,
"Bonner Springs City Library",67561,1,,,
"Bonner Springs City Library",67572,1,,,
"Bonner Springs City Library",67579,2,,,
"Bonner Springs City Library",67601,1,,,
"Bonner Springs City Library",67645,1,,,
"Bonner Springs City Library",67648,1,,,
"Bonner Springs City Library",67654,3,,,
"Bonner Springs City Library",67663,1,,,
"Bonner Springs City Library",67665,1,,,
"Bonner Springs City Library",67669,1,,,
"Bonner Springs City Library",67672,1,,,
"Bonner Springs City Library",67701,2,,,
"Bonner Springs City Library",67735,4,,,
"Bonner Springs City Library",67736,2,,,
"Bonner Springs City Library",67737,2,,,
"Bonner Springs City Library",67748,1,,,
"Bonner Springs City Library",67749,2,,,
"Bonner Springs City Library",67752,2,,,
"Bonner Springs City Library",67756,1,,,
"Bonner Springs City Library",67801,2,,,
"Bonner Springs City Library",67831,2,,,
"Bonner Springs City Library",67834,2,,,
"Bonner Springs City Library",67835,1,,,
"Bonner Springs City Library",67839,1,,,
"Bonner Springs City Library",67846,3,,,
"Bonner Springs City Library",67855,2,,,
"Bonner Springs City Library",67860,1,,,
"Bonner Springs City Library",67861,2,,,
"Bonner Springs City Library",67864,3,,,
"Bonner Springs City Library",67865,2,,,
"Bonner Springs City Library",67871,1,,,
"Bonner Springs City Library",67877,1,,,
"Bonner Springs City Library",67878,1,,,
"Bonner Springs City Library",67879,1,,,
"Bonner Springs City Library",67880,2,,,
"Bonner Springs City Library",67901,1,,,
"Bonner Springs City Library",67950,1,,,
"Bonner Springs City Library",67951,1,,,
"Burlingame Community Library",-,1,,,
"Burlingame Community Library",0,7,,,
"Burlingame Community Library",66049,1,,,
"Burlingame Community Library",66402,1,,,
"Burlingame Community Library",66409,1,,,
"Burlingame Community Library",66413,587,9,5,
"Burlingame Community Library",66414,8,,1,
"Burlingame Community Library",66423,1,,,
"Burlingame Community Library",66431,17,,,
"Burlingame Community Library",66523,15,,,
"Burlingame Community Library",66524,1,,,
"Burlingame Community Library",66537,31,,,
"Burlingame Community Library",66546,1,,,
"Burlingame Community Library",66604,1,,,
"Burlingame Community Library",66605,3,,,
"Burlingame Community Library",66610,1,,,
"Burlingame Community Library",66614,2,,,
"Burlingame Community Library",66615,2,,,
"Burlingame Community Library",66617,1,,,
"Burlingame Community Library",66833,1,,,
"Burlingame Community Library",67114,1,,,
"Burlingame Community Library",67208,1,,,
"Carbondale City Library",-,1,1,,
"Carbondale City Library",0,2,,,
"Carbondale City Library",66002,1,,,
"Carbondale City Library",66049,1,,,
"Carbondale City Library",66088,1,,,
"Carbondale City Library",66402,3,,,
"Carbondale City Library",66409,6,,1,
"Carbondale City Library",66413,5,,,
"Carbondale City Library",66414,618,20,10,
"Carbondale City Library",66423,1,,,
"Carbondale City Library",66431,1,,,
"Carbondale City Library",66451,1,,,
"Carbondale City Library",66523,1,,,
"Carbondale City Library",66524,18,,,
"Carbondale City Library",66537,102,4,2,
"Carbondale City Library",66543,1,,,
"Carbondale City Library",66546,18,,,
"Carbondale City Library",66547,1,,,
"Carbondale City Library",66604,3,,,
"Carbondale City Library",66605,5,,1,
"Carbondale City Library",66606,1,,,
"Carbondale City Library",66608,1,,,
"Carbondale City Library",66609,1,,,
"Carbondale City Library",66610,3,,,
"Carbondale City Library",66611,1,,,
"Carbondale City Library",66614,5,,1,
"Carbondale City Library",66615,5,,,
"Carbondale City Library",66616,2,,,
"Carbondale City Library",66617,1,,,
"Carbondale City Library",66619,2,,,
"Carbondale City Library",66839,1,,,
"Carbondale City Library",66856,2,,,
"Centralia Community Library",0,8,1,,
"Centralia Community Library",66049,1,,,
"Centralia Community Library",66404,3,,,
"Centralia Community Library",66415,220,12,2,
"Centralia Community Library",66417,3,,,
"Centralia Community Library",66428,1,,,
"Centralia Community Library",66451,1,,,
"Centralia Community Library",66521,2,1,,
"Centralia Community Library",66538,3,,,
"Centralia Community Library",66544,7,,,
"Corning City Library",0,4,,,
"Corning City Library",66047,1,,,
"Corning City Library",66049,1,,,
"Corning City Library",66415,4,,,
"Corning City Library",66417,135,2,1,
"Corning City Library",66428,1,,,
"Corning City Library",66432,2,,,
"Corning City Library",66538,2,,,
"Corning City Library",66606,2,,,
"Digital Content",66002,1,,,
"Digital Content",66007,1,,,
"Digital Content",66027,1,,,
"Digital Content",66030,1,,,
"Digital Content",66044,3,,,
"Digital Content",66047,2,,,
"Digital Content",66048,7,,,
"Digital Content",66049,3,,,
"Digital Content",66067,3,,,
"Digital Content",66079,1,,,
"Digital Content",66086,3,,,
"Digital Content",66088,1,,,
"Digital Content",66092,1,,,
"Digital Content",66095,1,,,
"Digital Content",66403,1,,,
"Digital Content",66415,1,,,
"Digital Content",66515,1,,,
"Digital Content",66538,1,,,
"Digital Content",66614,1,,,
"Digital Content",KS131,20,,,
"Doniphan County Library - Elwood",-,1,,,
"Doniphan County Library - Elwood",0,3,,,
"Doniphan County Library - Elwood",64485,5,,,
"Doniphan County Library - Elwood",64501,14,,,
"Doniphan County Library - Elwood",64503,2,,,
"Doniphan County Library - Elwood",64504,2,,,
"Doniphan County Library - Elwood",64505,6,,,
"Doniphan County Library - Elwood",64506,9,,,
"Doniphan County Library - Elwood",64507,4,,,
"Doniphan County Library - Elwood",66002,4,,,
"Doniphan County Library - Elwood",66017,1,,,
"Doniphan County Library - Elwood",66023,1,,,
"Doniphan County Library - Elwood",66024,253,3,1,
"Doniphan County Library - Elwood",66035,1,,,
"Doniphan County Library - Elwood",66049,3,,,
"Doniphan County Library - Elwood",66087,4,,,
"Doniphan County Library - Elwood",66090,106,2,2,
"Doniphan County Library - Highland",-,1,,,
"Doniphan County Library - Highland",0,3,,,
"Doniphan County Library - Highland",64133,1,,,
"Doniphan County Library - Highland",64505,1,,,
"Doniphan County Library - Highland",66008,6,,,
"Doniphan County Library - Highland",66017,22,,,
"Doniphan County Library - Highland",66035,267,2,1,
"Doniphan County Library - Highland",66041,1,,,
"Doniphan County Library - Highland",66049,2,,,
"Doniphan County Library - Highland",66053,1,,,
"Doniphan County Library - Highland",66087,22,1,,1
"Doniphan County Library - Highland",66090,2,,,
"Doniphan County Library - Highland",66094,22,,,
"Doniphan County Library - Highland",66105,1,,,
"Doniphan County Library - Highland",66109,1,,,
"Doniphan County Library - Highland",66424,1,,,
"Doniphan County Library - Highland",66434,5,,,
"Doniphan County Library - Highland",66439,2,,,
"Doniphan County Library - Highland",66532,25,,,
"Doniphan County Library - Highland",66550,3,,,
"Doniphan County Library - Highland",66617,2,,,
"Doniphan County Library - Troy",-,3,1,,
"Doniphan County Library - Troy",0,12,,,
"Doniphan County Library - Troy",64152,1,,,
"Doniphan County Library - Troy",64155,1,,,
"Doniphan County Library - Troy",64485,3,,,
"Doniphan County Library - Troy",64501,9,2,,
"Doniphan County Library - Troy",64503,5,,,
"Doniphan County Library - Troy",64504,1,,,
"Doniphan County Library - Troy",64505,2,,,
"Doniphan County Library - Troy",64506,2,,,
"Doniphan County Library - Troy",64507,1,,,
"Doniphan County Library - Troy",66002,25,1,,
"Doniphan County Library - Troy",66008,44,,,
"Doniphan County Library - Troy",66017,22,1,,
"Doniphan County Library - Troy",66024,6,,,
"Doniphan County Library - Troy",66035,26,,,
"Doniphan County Library - Troy",66041,1,,,
"Doniphan County Library - Troy",66049,4,,,
"Doniphan County Library - Troy",66060,1,,,
"Doniphan County Library - Troy",66087,714,18,5,1
"Doniphan County Library - Troy",66090,49,,,
"Doniphan County Library - Troy",66094,13,,,
"Doniphan County Library - Troy",66106,1,,,
"Doniphan County Library - Troy",66434,4,,,
"Doniphan County Library - Troy",66439,1,,,
"Doniphan County Library - Troy",66532,7,,,
"Doniphan County Library - Troy",66534,1,,,
"Doniphan County Library - Troy",66604,1,,,
"Doniphan County Library - Wathena",-,3,,,
"Doniphan County Library - Wathena",0,4,,,
"Doniphan County Library - Wathena",64485,5,,,
"Doniphan County Library - Wathena",64501,4,,,
"Doniphan County Library - Wathena",64503,1,,,
"Doniphan County Library - Wathena",64504,1,,,
"Doniphan County Library - Wathena",64505,6,,,
"Doniphan County Library - Wathena",64506,1,,,
"Doniphan County Library - Wathena",64507,1,,,
"Doniphan County Library - Wathena",66002,3,,,
"Doniphan County Library - Wathena",66008,1,,,
"Doniphan County Library - Wathena",66017,1,,,
"Doniphan County Library - Wathena",66024,20,,,
"Doniphan County Library - Wathena",66049,3,,,
"Doniphan County Library - Wathena",66087,15,1,,
"Doniphan County Library - Wathena",66090,500,11,1,
"Doniphan County Library - Wathena",66439,1,1,,
"Doniphan County Library - Wathena",66508,1,,,
"Doniphan County Library - Wathena",66532,1,,,
"Doniphan County Library - Wathena",66550,1,,,
"Effingham Community Library",-,1,,,
"Effingham Community Library",0,20,,,
"Effingham Community Library",66002,8,,,
"Effingham Community Library",66007,1,,,
"Effingham Community Library",66016,2,,,
"Effingham Community Library",66023,259,3,,1
"Effingham Community Library",66041,13,,,
"Effingham Community Library",66044,1,,,
"Effingham Community Library",66049,1,,,
"Effingham Community Library",66058,27,,1,
"Effingham Community Library",66060,1,,,
"Effingham Community Library",66088,2,,,
"Effingham Community Library",66111,1,,,
"Effingham Community Library",66424,4,,,
"Effingham Community Library",66436,4,,,
"Effingham Community Library",66439,2,,,
"Effingham Community Library",66552,2,,,
"Eudora Community Library",-,6,,,
"Eudora Community Library",0,14,,,
"Eudora Community Library",66002,1,,,
"Eudora Community Library",66006,9,,,
"Eudora Community Library",66012,2,,,
"Eudora Community Library",66018,20,2,,
"Eudora Community Library",66021,3,,,
"Eudora Community Library",66025,1709,23,25,
"Eudora Community Library",66026,1,,,
"Eudora Community Library",66030,1,,1,
"Eudora Community Library",66032,1,,,
"Eudora Community Library",66044,44,2,1,
"Eudora Community Library",66046,54,,,
"Eudora Community Library",66047,25,1,,
"Eudora Community Library",66048,2,,,
"Eudora Community Library",66049,18,1,,
"Eudora Community Library",66050,1,,,
"Eudora Community Library",66052,24,,,
"Eudora Community Library",66054,2,,,
"Eudora Community Library",66061,7,,,
"Eudora Community Library",66062,4,,,
"Eudora Community Library",66067,2,,,
"Eudora Community Library",66073,1,,,
"Eudora Community Library",66086,15,2,,
"Eudora Community Library",66092,6,,,
"Eudora Community Library",66106,2,,,
"Eudora Community Library",66109,1,,,
"Eudora Community Library",66111,1,,,
"Eudora Community Library",66202,1,,,
"Eudora Community Library",66204,1,,,
"Eudora Community Library",66210,1,,,
"Eudora Community Library",66212,2,,,
"Eudora Community Library",66215,2,,,
"Eudora Community Library",66219,1,,,
"Eudora Community Library",66226,2,,,
"Eudora Community Library",66227,1,,,
"Eudora Community Library",66402,1,,,
"Eudora Community Library",66502,1,,1,
"Eudora Community Library",66524,1,,1,
"Eudora Community Library",66604,1,,,
"Eudora Community Library",66611,1,,,
"Eudora Community Library",66615,1,,,
"Eudora Community Library",66618,1,,,
"Eudora Community Library",66801,1,,,
"Eudora Community Library",67654,1,,,
"Eudora Community Library",67701,1,,,
"Everest, Barnes Reading Room",0,6,,,
"Everest, Barnes Reading Room",66002,2,,,
"Everest, Barnes Reading Room",66041,3,,,
"Everest, Barnes Reading Room",66049,1,,,
"Everest, Barnes Reading Room",66087,1,,,
"Everest, Barnes Reading Room",66424,124,1,3,
"Everest, Barnes Reading Room",66434,5,,,
"Everest, Barnes Reading Room",66439,19,,,
"Everest, Barnes Reading Room",66442,1,,,
"Everest, Barnes Reading Room",66532,1,,,
"Hiawatha, Morrill Public Library",-,4,,,
"Hiawatha, Morrill Public Library",0,12,,1,
"Hiawatha, Morrill Public Library",64507,1,,,
"Hiawatha, Morrill Public Library",66002,7,,,
"Hiawatha, Morrill Public Library",66006,2,,,
"Hiawatha, Morrill Public Library",66008,2,,,
"Hiawatha, Morrill Public Library",66017,7,,,
"Hiawatha, Morrill Public Library",66023,1,,,
"Hiawatha, Morrill Public Library",66032,1,,,
"Hiawatha, Morrill Public Library",66035,28,2,,
"Hiawatha, Morrill Public Library",66040,1,,,
"Hiawatha, Morrill Public Library",66041,1,,,
