Library,"Borrower zipcode","Checkouts + renewals"
"Osage City Library",66451,52
"Osage City Library",66523,1394
"Osage City Library",66537,6
"Osage City Library",66543,49
"Osage City Library",66616,1
"Osage City Library",66617,1
"Osage City Library",66830,24
"Osage City Library",66833,4
"Osage City Library",66868,49
"Osawatomie Public Library",0,27
"Osawatomie Public Library",66026,4
"Osawatomie Public Library",66030,17
"Osawatomie Public Library",66033,7
"Osawatomie Public Library",66040,7
"Osawatomie Public Library",66042,66
"Osawatomie Public Library",66053,47
"Osawatomie Public Library",66064,749
"Osawatomie Public Library",66067,7
"Osawatomie Public Library",66071,93
"Osawatomie Public Library",66072,51
"Osawatomie Public Library",66079,18
"Osawatomie Public Library",66083,4
"Osawatomie Public Library",66095,10
"Osawatomie Public Library",67654,1
"Osawatomie Public Library",-,18
"Oskaloosa Public Library",-,6
"Oskaloosa Public Library",66020,6
"Oskaloosa Public Library",66044,10
"Oskaloosa Public Library",66050,7
"Oskaloosa Public Library",66054,22
"Oskaloosa Public Library",66066,482
"Oskaloosa Public Library",66070,75
"Oskaloosa Public Library",66073,78
"Oskaloosa Public Library",66097,2
"Oskaloosa Public Library",66616,1
"Ottawa Library",0,2
"Ottawa Library",66006,53
"Ottawa Library",66021,2
"Ottawa Library",66030,18
"Ottawa Library",66032,62
"Ottawa Library",66040,12
"Ottawa Library",66042,11
"Ottawa Library",66046,2
"Ottawa Library",66049,9
"Ottawa Library",66053,7
"Ottawa Library",66064,14
"Ottawa Library",66067,5032
"Ottawa Library",66073,5
"Ottawa Library",66076,412
"Ottawa Library",66078,186
"Ottawa Library",66079,407
"Ottawa Library",66080,65
"Ottawa Library",66092,102
"Ottawa Library",66095,272
"Ottawa Library",66411,2
"Ottawa Library",66451,26
"Ottawa Library",66501,3
"Ottawa Library",66502,2
"Ottawa Library",66523,7
"Ottawa Library",66524,3
"Ottawa Library",66528,32
"Ottawa Library",66536,1
"Ottawa Library",66542,5
"Ottawa Library",66543,10
"Ottawa Library",66547,2
"Ottawa Library",66713,2
"Ottawa Library",66733,1
"Ottawa Library",66748,1
"Ottawa Library",66762,1
"Ottawa Library",66783,1
"Ottawa Library",66801,2
"Ottawa Library",66846,1
"Ottawa Library",66860,1
"Ottawa Library",66861,1
"Ottawa Library",66871,9
"Ottawa Library",67010,1
"Ottawa Library",67026,1
"Ottawa Library",67114,1
"Ottawa Library",67401,1
"Ottawa Library",67432,1
"Ottawa Library",67583,1
"Ottawa Library",67860,1
"Ottawa Library",-,13
"Overbrook Public Library",66012,5
"Overbrook Public Library",66046,40
"Overbrook Public Library",66067,29
"Overbrook Public Library",66076,82
"Overbrook Public Library",66095,1
"Overbrook Public Library",66409,10
"Overbrook Public Library",66414,78
"Overbrook Public Library",66524,794
"Overbrook Public Library",66528,32
"Overbrook Public Library",66537,13
"Overbrook Public Library",66542,5
"Overbrook Public Library",66611,3
"Overbrook Public Library",67401,21
"Paola Free Library",0,180
"Paola Free Library",66026,65
"Paola Free Library",66027,1
"Paola Free Library",66030,24
"Paola Free Library",66032,8
"Paola Free Library",66033,1
"Paola Free Library",66040,1
"Paola Free Library",66042,15
"Paola Free Library",66049,7
"Paola Free Library",66053,51
"Paola Free Library",66064,304
"Paola Free Library",66067,3
"Paola Free Library",66071,2775
"Paola Free Library",66072,11
"Paola Free Library",66079,2
"Paola Free Library",66083,48
"Paola Free Library",66092,6
"Paola Free Library",66212,2
"Paola Free Library",66411,2
"Paola Free Library",66441,1
"Paola Free Library",66502,1
"Paola Free Library",66547,1
"Paola Free Library",66860,1
"Paola Free Library",67068,1
"Paola Free Library",67114,4
"Paola Free Library",67124,1
"Paola Free Library",67154,3
"Paola Free Library",67301,2
"Paola Free Library",67410,1
"Paola Free Library",67525,1
"Paola Free Library",67601,1
"Paola Free Library",67701,18
"Paola Free Library",67801,1
"Paola Free Library",67901,1
"Paola Free Library",67951,2
"Paola Free Library",-,22
"Perry-Lecompton Community Library",66050,19
"Perry-Lecompton Community Library",66066,2
"Perry-Lecompton Community Library",66070,4
"Perry-Lecompton Community Library",66073,74
"Pomona Community Library",0,3
"Pomona Community Library",66007,1
"Pomona Community Library",66067,12
"Pomona Community Library",66076,147
"Pomona Community Library",66510,5
"Pomona Community Library",66528,5
"Pomona Community Library",66543,5
"Prairie Hills Schools - Axtell Public School",0,26
"Prairie Hills Schools - Axtell Public School",66403,497
"Prairie Hills Schools - Sabetha Elementary School",0,72
"Prairie Hills Schools - Sabetha Elementary School",66534,2093
"Prairie Hills Schools - Sabetha High School",66534,28
"Prairie Hills Schools - Sabetha High School",67147,1
"Prairie Hills Schools - Sabetha High School",67410,1
"Prairie Hills Schools - Sabetha High School",67654,1
"Prairie Hills Schools - Sabetha High School",67835,1
"Prairie Hills Schools - Sabetha Middle School",0,1
"Prairie Hills Schools - Sabetha Middle School",66534,182
"Richmond Public Library",66033,27
"Richmond Public Library",66078,38
"Richmond Public Library",66080,421
"Richmond Public Library",66508,6
"Rossville Community Library",66044,2
"Rossville Community Library",66416,3
"Rossville Community Library",66418,124
"Rossville Community Library",66422,3
"Rossville Community Library",66423,15
"Rossville Community Library",66431,2
"Rossville Community Library",66507,303
"Rossville Community Library",66521,2
"Rossville Community Library",66533,839
"Rossville Community Library",66536,337
"Rossville Community Library",66539,76
"Rossville Community Library",66604,2
"Rossville Community Library",66611,6
"Rossville Community Library",66614,2
"Rossville Community Library",66615,42
"Rossville Community Library",66618,20
"Sabetha, Mary Cotton Library",0,8
"Sabetha, Mary Cotton Library",66002,4
"Sabetha, Mary Cotton Library",66012,2
"Sabetha, Mary Cotton Library",66087,14
"Sabetha, Mary Cotton Library",66408,111
"Sabetha, Mary Cotton Library",66425,73
"Sabetha, Mary Cotton Library",66434,134
"Sabetha, Mary Cotton Library",66436,1
"Sabetha, Mary Cotton Library",66515,403
"Sabetha, Mary Cotton Library",66516,4
"Sabetha, Mary Cotton Library",66522,4
"Sabetha, Mary Cotton Library",66527,19
"Sabetha, Mary Cotton Library",66534,2768
"Sabetha, Mary Cotton Library",66538,28
"Sabetha, Mary Cotton Library",66539,1
"Sabetha, Mary Cotton Library",66550,13
"Sabetha, Mary Cotton Library",66801,1
"Sabetha, Mary Cotton Library",66839,1
"Sabetha, Mary Cotton Library",66968,1
"Sabetha, Mary Cotton Library",67449,1
"Sabetha, Mary Cotton Library",67951,1
"Sabetha, Mary Cotton Library",68337,13
"Sabetha, Mary Cotton Library",68376,37
"Sabetha, Mary Cotton Library",-,191
"Seneca Free Library",66066,1
"Seneca Free Library",66403,59
"Seneca Free Library",66404,214
"Seneca Free Library",66408,72
"Seneca Free Library",66415,9
"Seneca Free Library",66416,5
"Seneca Free Library",66417,89
"Seneca Free Library",66427,2
"Seneca Free Library",66428,43
"Seneca Free Library",66434,1
"Seneca Free Library",66522,1
"Seneca Free Library",66534,38
"Seneca Free Library",66538,1030
"Seneca Free Library",66540,16
"Seneca Free Library",66544,7
"Seneca Free Library",66550,22
"Seneca Free Library",68420,24
"Silver Lake Library",0,54
"Silver Lake Library",66418,17
"Silver Lake Library",66533,29
"Silver Lake Library",66536,6
"Silver Lake Library",66539,995
"Silver Lake Library",66542,8
"Silver Lake Library",66547,18
"Silver Lake Library",66604,50
"Silver Lake Library",66605,5
"Silver Lake Library",66606,15
"Silver Lake Library",66615,6
"Silver Lake Library",66617,126
"Silver Lake Library",66618,153
"Tonganoxie Public Library",0,132
"Tonganoxie Public Library",64118,31
"Tonganoxie Public Library",66007,14
"Tonganoxie Public Library",66020,33
"Tonganoxie Public Library",66025,5
"Tonganoxie Public Library",66044,186
"Tonganoxie Public Library",66046,7
"Tonganoxie Public Library",66048,264
"Tonganoxie Public Library",66049,12
"Tonganoxie Public Library",66052,98
"Tonganoxie Public Library",66054,173
"Tonganoxie Public Library",66066,17
"Tonganoxie Public Library",66070,1
"Tonganoxie Public Library",66073,13
"Tonganoxie Public Library",66086,3020
"Tonganoxie Public Library",66109,32
"Tonganoxie Public Library",66547,8
"Valley Falls, Delaware Township Library",0,7
"Valley Falls, Delaware Township Library",66048,1
"Valley Falls, Delaware Township Library",66060,2
"Valley Falls, Delaware Township Library",66066,44
"Valley Falls, Delaware Township Library",66067,3
"Valley Falls, Delaware Township Library",66088,401
"Valley Falls, Delaware Township Library",66419,75
"Valley Falls, Delaware Township Library",66608,7
"Wellsville City Library",66021,95
"Wellsville City Library",66025,1
"Wellsville City Library",66030,21
"Wellsville City Library",66064,12
"Wellsville City Library",66067,59
"Wellsville City Library",66071,34
"Wellsville City Library",66079,15
"Wellsville City Library",66092,1301
"Wellsville City Library",66095,9
"Wellsville City Library",66215,6
"Wetmore Public Library",0,15
"Wetmore Public Library",66428,8
"Wetmore Public Library",66521,3
"Wetmore Public Library",66534,1
"Wetmore Public Library",66538,15
"Wetmore Public Library",66550,221
"Williamsburg Community Library",66025,2
"Williamsburg Community Library",66053,4
"Williamsburg Community Library",66067,20
"Williamsburg Community Library",66076,8
"Williamsburg Community Library",66095,288
"Williamsburg Community Library",66411,2
"Williamsburg Community Library",66501,1
"Williamsburg Community Library",66502,5
"Williamsburg Community Library",66508,2
"Williamsburg Community Library",66528,4
"Williamsburg Community Library",66547,2
"Williamsburg Community Library",66720,1
"Williamsburg Community Library",66743,4
"Williamsburg Community Library",66749,2
"Williamsburg Community Library",66801,2
"Williamsburg Community Library",66839,4
"Williamsburg Community Library",66860,2
"Williamsburg Community Library",66871,2
"Williamsburg Community Library",67045,1
"Williamsburg Community Library",67110,4
"Williamsburg Community Library",67156,2
"Williamsburg Community Library",67219,2
"Williamsburg Community Library",67449,2
"Williamsburg Community Library",67530,2
"Williamsburg Community Library",67601,6
"Williamsburg Community Library",67663,4
"Williamsburg Community Library",67669,1
"Williamsburg Community Library",67672,4
"Williamsburg Community Library",67701,8
"Williamsburg Community Library",67757,1
"Williamsburg Community Library",-,6
"Williamsburg Community Library",67834,2
"Williamsburg Community Library",67864,2
"Winchester Public Library",66002,30
"Winchester Public Library",66016,2
"Winchester Public Library",66053,1
"Winchester Public Library",66054,293
"Winchester Public Library",66060,1
"Winchester Public Library",66066,141
"Winchester Public Library",66088,11
"Winchester Public Library",66097,220
"Winchester Public Library",66436,1
"Winchester Public Library",66508,1
"Winchester Public Library",66801,1
"Winchester Public Library",67002,1
"Winchester Public Library",67601,2
