Library,"Borrower zipcode","Checkouts + renewals"
"Ottawa Library",67152,2
"Ottawa Library",67154,1
"Ottawa Library",67410,1
"Ottawa Library",67449,2
"Ottawa Library",67456,1
"Ottawa Library",67558,2
"Ottawa Library",67601,2
"Ottawa Library",67654,1
"Ottawa Library",67752,1
"Ottawa Library",67835,1
"Ottawa Library",67846,1
"Ottawa Library",67901,1
"Ottawa Library",67951,1
"Ottawa Library",-,22
"Overbrook Public Library",0,3
"Overbrook Public Library",66006,19
"Overbrook Public Library",66046,9
"Overbrook Public Library",66076,39
"Overbrook Public Library",66409,1
"Overbrook Public Library",66414,90
"Overbrook Public Library",66524,621
"Overbrook Public Library",66528,65
"Overbrook Public Library",66537,28
"Overbrook Public Library",66606,6
"Overbrook Public Library",66611,8
"Overbrook Public Library",67401,10
"Paola Free Library",,2
"Paola Free Library",0,154
"Paola Free Library",66026,10
"Paola Free Library",66032,6
"Paola Free Library",66040,9
"Paola Free Library",66042,8
"Paola Free Library",66049,2
"Paola Free Library",66053,28
"Paola Free Library",66064,164
"Paola Free Library",66067,2
"Paola Free Library",66071,2444
"Paola Free Library",66072,14
"Paola Free Library",66083,38
"Paola Free Library",66092,3
"Paola Free Library",66411,2
"Paola Free Library",66440,1
"Paola Free Library",66547,1
"Paola Free Library",66860,1
"Paola Free Library",66935,2
"Paola Free Library",67107,1
"Paola Free Library",67114,1
"Paola Free Library",67301,2
"Paola Free Library",67337,1
"Paola Free Library",67357,1
"Paola Free Library",67432,1
"Paola Free Library",67449,6
"Paola Free Library",67530,2
"Paola Free Library",67550,1
"Paola Free Library",67558,1
"Paola Free Library",67701,11
"Paola Free Library",-,22
"Paola Free Library",67801,1
"Perry-Lecompton Community Library",66050,40
"Perry-Lecompton Community Library",66066,4
"Perry-Lecompton Community Library",66073,36
"Perry-Lecompton Community Library",66617,5
"Pomona Community Library",0,16
"Pomona Community Library",66067,4
"Pomona Community Library",66076,130
"Pomona Community Library",66095,14
"Prairie Hills Schools - Axtell Public School",0,7
"Prairie Hills Schools - Axtell Public School",66088,2
"Prairie Hills Schools - Axtell Public School",66403,358
"Prairie Hills Schools - Axtell Public School",66538,1
"Prairie Hills Schools - Sabetha Elementary School",0,25
"Prairie Hills Schools - Sabetha Elementary School",66534,2115
"Prairie Hills Schools - Sabetha Elementary School",66550,5
"Prairie Hills Schools - Sabetha High School",0,4
"Prairie Hills Schools - Sabetha High School",66534,90
"Prairie Hills Schools - Sabetha High School",66901,1
"Prairie Hills Schools - Sabetha High School",67401,1
"Prairie Hills Schools - Sabetha High School",67420,1
"Prairie Hills Schools - Sabetha High School",67654,1
"Prairie Hills Schools - Sabetha High School",67756,2
"Prairie Hills Schools - Sabetha High School",67880,1
"Prairie Hills Schools - Sabetha Middle School",0,7
"Prairie Hills Schools - Sabetha Middle School",66534,150
"Prairie Hills Schools - Wetmore Academic Center",66550,259
"Richmond Public Library",66032,17
"Richmond Public Library",66033,7
"Richmond Public Library",66078,23
"Richmond Public Library",66080,280
"Richmond Public Library",66095,1
"Rossville Community Library",0,8
"Rossville Community Library",66044,3
"Rossville Community Library",66416,1
"Rossville Community Library",66418,204
"Rossville Community Library",66423,17
"Rossville Community Library",66507,194
"Rossville Community Library",66526,34
"Rossville Community Library",66533,539
"Rossville Community Library",66536,310
"Rossville Community Library",66539,36
"Rossville Community Library",66611,2
"Rossville Community Library",66614,2
"Rossville Community Library",66615,45
"Rossville Community Library",66618,18
"Sabetha, Mary Cotton Library",0,1
"Sabetha, Mary Cotton Library",66053,11
"Sabetha, Mary Cotton Library",66087,8
"Sabetha, Mary Cotton Library",66408,177
"Sabetha, Mary Cotton Library",66425,41
"Sabetha, Mary Cotton Library",66434,167
"Sabetha, Mary Cotton Library",66515,214
"Sabetha, Mary Cotton Library",66516,5
"Sabetha, Mary Cotton Library",66521,1
"Sabetha, Mary Cotton Library",66527,6
"Sabetha, Mary Cotton Library",66534,2996
"Sabetha, Mary Cotton Library",66538,6
"Sabetha, Mary Cotton Library",66550,15
"Sabetha, Mary Cotton Library",66604,1
"Sabetha, Mary Cotton Library",67062,2
"Sabetha, Mary Cotton Library",67110,1
"Sabetha, Mary Cotton Library",67460,1
"Sabetha, Mary Cotton Library",67654,1
"Sabetha, Mary Cotton Library",67672,1
"Sabetha, Mary Cotton Library",67735,1
"Sabetha, Mary Cotton Library",67901,1
"Sabetha, Mary Cotton Library",68337,3
"Sabetha, Mary Cotton Library",68376,44
"Sabetha, Mary Cotton Library",-,194
"Seneca Free Library",0,1
"Seneca Free Library",66403,43
"Seneca Free Library",66404,214
"Seneca Free Library",66408,11
"Seneca Free Library",66415,50
"Seneca Free Library",66417,75
"Seneca Free Library",66428,38
"Seneca Free Library",66508,1
"Seneca Free Library",66534,168
"Seneca Free Library",66538,981
"Seneca Free Library",66544,7
"Seneca Free Library",66550,15
"Seneca Free Library",68345,1
"Seneca Free Library",68420,22
"Silver Lake Library",0,81
"Silver Lake Library",-,4
"Silver Lake Library",66088,62
"Silver Lake Library",66414,5
"Silver Lake Library",66416,1
"Silver Lake Library",66418,12
"Silver Lake Library",66432,2
"Silver Lake Library",66526,3
"Silver Lake Library",66533,33
"Silver Lake Library",66536,2
"Silver Lake Library",66539,939
"Silver Lake Library",66547,21
"Silver Lake Library",66604,47
"Silver Lake Library",66614,3
"Silver Lake Library",66615,4
"Silver Lake Library",66617,75
"Silver Lake Library",66618,226
"Silver Lake Library",66801,1
"Tonganoxie Public Library",,10
"Tonganoxie Public Library",0,124
"Tonganoxie Public Library",66007,26
"Tonganoxie Public Library",66012,16
"Tonganoxie Public Library",66020,29
"Tonganoxie Public Library",66027,4
"Tonganoxie Public Library",66044,129
"Tonganoxie Public Library",66046,5
"Tonganoxie Public Library",66047,1
"Tonganoxie Public Library",66048,244
"Tonganoxie Public Library",66049,5
"Tonganoxie Public Library",66052,85
"Tonganoxie Public Library",66054,138
"Tonganoxie Public Library",66061,5
"Tonganoxie Public Library",66066,19
"Tonganoxie Public Library",66086,2969
"Tonganoxie Public Library",66109,31
"Tonganoxie Public Library",66203,6
"Tonganoxie Public Library",66226,27
"Tonganoxie Public Library",66616,25
"Valley Falls, Delaware Township Library",66027,1
"Valley Falls, Delaware Township Library",66054,8
"Valley Falls, Delaware Township Library",66060,36
"Valley Falls, Delaware Township Library",66066,4
"Valley Falls, Delaware Township Library",66088,431
"Valley Falls, Delaware Township Library",66419,79
"Wellsville City Library",66006,11
"Wellsville City Library",66021,129
"Wellsville City Library",66030,166
"Wellsville City Library",66062,5
"Wellsville City Library",66067,39
"Wellsville City Library",66092,1647
"Wellsville City Library",66095,14
"Wetmore Public Library",0,2
"Wetmore Public Library",66428,7
"Wetmore Public Library",66516,1
"Wetmore Public Library",66521,4
"Wetmore Public Library",66538,16
"Wetmore Public Library",66550,146
"Williamsburg Community Library",0,1
"Williamsburg Community Library",66053,8
"Williamsburg Community Library",66067,13
"Williamsburg Community Library",66076,1
"Williamsburg Community Library",66095,196
"Williamsburg Community Library",66501,4
"Williamsburg Community Library",66502,4
"Williamsburg Community Library",66528,30
"Williamsburg Community Library",66534,1
"Williamsburg Community Library",66547,1
"Williamsburg Community Library",66801,3
"Williamsburg Community Library",66835,2
"Williamsburg Community Library",66839,2
"Williamsburg Community Library",66846,2
"Williamsburg Community Library",66852,1
"Williamsburg Community Library",67010,2
"Williamsburg Community Library",67114,2
"Williamsburg Community Library",67154,1
"Williamsburg Community Library",67301,1
"Williamsburg Community Library",67337,1
"Williamsburg Community Library",67449,2
"Williamsburg Community Library",67460,2
"Williamsburg Community Library",67601,3
"Williamsburg Community Library",67654,2
"Williamsburg Community Library",67701,1
"Williamsburg Community Library",67865,1
"Williamsburg Community Library",-,7
"Williamsburg Community Library",67901,1
"Winchester Public Library",0,1
"Winchester Public Library",66002,6
"Winchester Public Library",66020,12
"Winchester Public Library",66041,1
"Winchester Public Library",66054,31
"Winchester Public Library",66060,2
"Winchester Public Library",66066,35
"Winchester Public Library",66073,4
"Winchester Public Library",66088,7
"Winchester Public Library",66097,309
