Library,"Borrower zipcode","Checkouts + renewals"
"Doniphan County Library - Highland",66035,376
"Doniphan County Library - Highland",66087,33
"Doniphan County Library - Highland",66094,6
"Doniphan County Library - Highland",66434,7
"Doniphan County Library - Troy",64485,1
"Doniphan County Library - Troy",66002,48
"Doniphan County Library - Troy",66008,56
"Doniphan County Library - Troy",66017,4
"Doniphan County Library - Troy",66035,46
"Doniphan County Library - Troy",66087,482
"Doniphan County Library - Troy",66090,52
"Doniphan County Library - Troy",66434,2
"Doniphan County Library - Troy",66532,11
"Doniphan County Library - Wathena",64485,9
"Doniphan County Library - Wathena",64503,1
"Doniphan County Library - Wathena",66002,12
"Doniphan County Library - Wathena",66017,1
"Doniphan County Library - Wathena",66024,3
"Doniphan County Library - Wathena",66035,3
"Doniphan County Library - Wathena",66087,7
"Doniphan County Library - Wathena",66090,569
"Effingham Community Library",0,14
"Effingham Community Library",66023,285
"Effingham Community Library",66041,17
"Effingham Community Library",66058,29
"Effingham Community Library",66088,1
"Effingham Community Library",66111,11
"Eudora Community Library",0,26
"Eudora Community Library",66006,5
"Eudora Community Library",66018,11
"Eudora Community Library",66025,2187
"Eudora Community Library",66044,88
"Eudora Community Library",66046,28
"Eudora Community Library",66047,65
"Eudora Community Library",66048,1
"Eudora Community Library",66049,13
"Eudora Community Library",66052,36
"Eudora Community Library",66061,1
"Eudora Community Library",66109,2
"Eudora Community Library",66212,7
"Everest, Barnes Reading Room",0,33
"Everest, Barnes Reading Room",66041,4
"Everest, Barnes Reading Room",66424,101
"Everest, Barnes Reading Room",66434,1
"Everest, Barnes Reading Room",66439,10
"Hiawatha, Morrill Public Library",0,22
"Hiawatha, Morrill Public Library",66008,4
"Hiawatha, Morrill Public Library",-,12
"Hiawatha, Morrill Public Library",66035,76
"Hiawatha, Morrill Public Library",66041,8
"Hiawatha, Morrill Public Library",66053,2
"Hiawatha, Morrill Public Library",66087,10
"Hiawatha, Morrill Public Library",66090,11
"Hiawatha, Morrill Public Library",66094,10
"Hiawatha, Morrill Public Library",66419,1
"Hiawatha, Morrill Public Library",66424,13
"Hiawatha, Morrill Public Library",66425,24
"Hiawatha, Morrill Public Library",66427,1
"Hiawatha, Morrill Public Library",66428,1
"Hiawatha, Morrill Public Library",66434,2219
"Hiawatha, Morrill Public Library",66439,53
"Hiawatha, Morrill Public Library",66515,30
"Hiawatha, Morrill Public Library",66527,12
"Hiawatha, Morrill Public Library",66532,164
"Hiawatha, Morrill Public Library",66534,107
"Hiawatha, Morrill Public Library",66839,1
"Hiawatha, Morrill Public Library",66935,1
"Hiawatha, Morrill Public Library",67410,1
"Hiawatha, Morrill Public Library",67654,1
"Hiawatha, Morrill Public Library",67835,1
"Hiawatha, Morrill Public Library",67839,1
"Hiawatha, Morrill Public Library",67860,2
"Hiawatha, Morrill Public Library",67880,1
"Hiawatha, Morrill Public Library",68355,9
"Hiawatha, Morrill Public Library",68376,6
"Highland Community College",0,7
"Highland Community College",66002,37
"Highland Community College",66035,2
"Highland Community College",66109,2
"Highland Community College",66221,2
"Highland Community College",66618,1
"Highland Community College",-,9
"Holton, Beck-Bookman Library",0,31
"Holton, Beck-Bookman Library",66053,4
"Holton, Beck-Bookman Library",66058,15
"Holton, Beck-Bookman Library",66060,2
"Holton, Beck-Bookman Library",66088,1
"Holton, Beck-Bookman Library",66218,3
"Holton, Beck-Bookman Library",66416,115
"Holton, Beck-Bookman Library",66418,7
"Holton, Beck-Bookman Library",66419,16
"Holton, Beck-Bookman Library",66432,9
"Holton, Beck-Bookman Library",66434,11
"Holton, Beck-Bookman Library",66436,1685
"Holton, Beck-Bookman Library",66439,6
"Holton, Beck-Bookman Library",66440,107
"Holton, Beck-Bookman Library",66509,308
"Holton, Beck-Bookman Library",66516,26
"Holton, Beck-Bookman Library",66533,12
"Holton, Beck-Bookman Library",66540,135
"Holton, Beck-Bookman Library",66547,1
"Holton, Beck-Bookman Library",66550,2
"Holton, Beck-Bookman Library",66552,21
"Holton, Beck-Bookman Library",66614,13
"Holton, Beck-Bookman Library",66615,1
"Holton, Beck-Bookman Library",66617,20
"Holton, Beck-Bookman Library",67152,1
"Holton, Beck-Bookman Library",67410,2
"Holton, Beck-Bookman Library",67579,2
"Holton, Beck-Bookman Library",67654,3
"Holton, Beck-Bookman Library",67663,1
"Holton, Beck-Bookman Library",67752,1
"Holton, Beck-Bookman Library",67801,1
"Holton, Beck-Bookman Library",-,8
"Horton Public Library",,1
"Horton Public Library",0,20
"Horton Public Library",66053,1
"Horton Public Library",66434,2
"Horton Public Library",66439,101
"Horton Public Library",66502,1
"Horton Public Library",66508,2
"Horton Public Library",66532,2
"Horton Public Library",66801,1
"Horton Public Library",66833,1
"Horton Public Library",66846,1
"Horton Public Library",67062,1
"Horton Public Library",-,1
"Horton Public Library",67337,1
"Horton Public Library",67530,1
"Horton Public Library",67550,3
"Horton Public Library",67701,2
"Horton Public Library",67865,1
"Horton Public Library",67879,1
"Lansing Community Library",66007,35
"Lansing Community Library",66020,24
"Lansing Community Library",66027,22
"Lansing Community Library",66043,2019
"Lansing Community Library",66048,773
"Lansing Community Library",66060,2
"Lansing Community Library",66073,5
"Lansing Community Library",66086,1
"Lansing Community Library",66109,69
"Lansing Community Library",66202,18
"Lansing Community Library",66210,2
"Lansing Community Library",-,3
"Leavenworth Public Library",0,27
"Leavenworth Public Library",-,31
"Leavenworth Public Library",64079,1
"Leavenworth Public Library",64098,2
"Leavenworth Public Library",64152,1
"Leavenworth Public Library",66002,10
"Leavenworth Public Library",66007,20
"Leavenworth Public Library",66012,24
"Leavenworth Public Library",66020,259
"Leavenworth Public Library",66027,1215
"Leavenworth Public Library",66030,1
"Leavenworth Public Library",66043,673
"Leavenworth Public Library",66048,8893
"Leavenworth Public Library",66054,20
"Leavenworth Public Library",66062,1
"Leavenworth Public Library",66066,5
"Leavenworth Public Library",66073,1
"Leavenworth Public Library",66086,37
"Leavenworth Public Library",66097,5
"Leavenworth Public Library",66109,17
"Leavenworth Public Library",66203,2
"Leavenworth Public Library",66210,32
"Leavenworth Public Library",66216,1
"Leavenworth Public Library",66442,10
"Linwood Community Library",0,1
"Linwood Community Library",66002,1
"Linwood Community Library",66012,61
"Linwood Community Library",66018,6
"Linwood Community Library",66025,8
"Linwood Community Library",66044,56
"Linwood Community Library",66047,1
"Linwood Community Library",66049,6
"Linwood Community Library",66052,641
"Linwood Community Library",66086,40
"Lyndon Carnegie Library",0,11
"Lyndon Carnegie Library",66212,16
"Lyndon Carnegie Library",66414,48
"Lyndon Carnegie Library",66451,558
"Lyndon Carnegie Library",66510,20
"Lyndon Carnegie Library",66523,1
"Lyndon Carnegie Library",66528,1
"Lyndon Carnegie Library",66537,40
"Lyndon Carnegie Library",66543,94
"Lyndon Carnegie Library",66604,2
"Lyndon Carnegie Library",66619,5
"Lyndon Carnegie Library",66801,1
"Lyndon Carnegie Library",66860,12
"McLouth Public Library",66048,10
"McLouth Public Library",66054,192
"McLouth Public Library",66066,1
"McLouth Public Library",66111,2
"Meriden-Ozawkie Public Library",0,34
"Meriden-Ozawkie Public Library",64133,2
"Meriden-Ozawkie Public Library",66060,2
"Meriden-Ozawkie Public Library",66066,2
"Meriden-Ozawkie Public Library",66070,253
"Meriden-Ozawkie Public Library",66073,24
"Meriden-Ozawkie Public Library",66088,122
"Meriden-Ozawkie Public Library",66097,2
"Meriden-Ozawkie Public Library",66429,8
"Meriden-Ozawkie Public Library",66440,2
"Meriden-Ozawkie Public Library",66512,1250
"Meriden-Ozawkie Public Library",66539,6
"Meriden-Ozawkie Public Library",66542,13
"Meriden-Ozawkie Public Library",66604,7
"Meriden-Ozawkie Public Library",66606,3
"Meriden-Ozawkie Public Library",66608,3
"Meriden-Ozawkie Public Library",66614,25
"Meriden-Ozawkie Public Library",66615,31
"Meriden-Ozawkie Public Library",66617,237
"Meriden-Ozawkie Public Library",66618,35
"Northeast Kansas Library System",0,5
"Northeast Kansas Library System",66002,2
"Northeast Kansas Library System",66044,13
"Northeast Kansas Library System",66047,10
"Northeast Kansas Library System",66049,41
"Nortonville Public Library",0,32
"Nortonville Public Library",66002,6
"Nortonville Public Library",66016,1
"Nortonville Public Library",66023,15
"Nortonville Public Library",66048,12
"Nortonville Public Library",66060,292
"Nortonville Public Library",66066,1
"Nortonville Public Library",66088,21
"Nortonville Public Library",66097,6
"Osage City Library",,5
"Osage City Library",0,99
"Osage City Library",-,40
"Osage City Library",66067,1
"Osage City Library",66076,1
"Osage City Library",66402,16
"Osage City Library",66413,88
"Osage City Library",66451,39
"Osage City Library",66510,1
"Osage City Library",66523,1951
"Osage City Library",66524,4
"Osage City Library",66537,5
"Osage City Library",66543,34
"Osage City Library",66614,1
"Osage City Library",66833,6
"Osage City Library",66856,2
"Osage City Library",66868,70
"Osawatomie Public Library",0,39
"Osawatomie Public Library",-,14
"Osawatomie Public Library",66026,5
"Osawatomie Public Library",66030,24
"Osawatomie Public Library",66033,9
"Osawatomie Public Library",66040,20
"Osawatomie Public Library",66042,100
"Osawatomie Public Library",66053,33
"Osawatomie Public Library",66064,953
"Osawatomie Public Library",66067,17
"Osawatomie Public Library",66071,244
"Osawatomie Public Library",66072,81
"Osawatomie Public Library",66083,30
"Osawatomie Public Library",66839,1
"Osawatomie Public Library",66860,1
"Osawatomie Public Library",67439,1
"Osawatomie Public Library",67467,1
"Osawatomie Public Library",67530,1
"Osawatomie Public Library",67645,1
"Oskaloosa Public Library",-,8
"Oskaloosa Public Library",66020,6
"Oskaloosa Public Library",66049,1
"Oskaloosa Public Library",66050,2
"Oskaloosa Public Library",66054,21
"Oskaloosa Public Library",66066,612
"Oskaloosa Public Library",66070,60
"Oskaloosa Public Library",66073,51
"Oskaloosa Public Library",66097,7
"Oskaloosa Public Library",66512,14
"Ottawa Library",66002,1
"Ottawa Library",66006,108
"Ottawa Library",66018,5
"Ottawa Library",66030,37
"Ottawa Library",66032,85
"Ottawa Library",66040,12
"Ottawa Library",66042,10
"Ottawa Library",66046,3
"Ottawa Library",66049,20
"Ottawa Library",66053,14
"Ottawa Library",66064,31
"Ottawa Library",66067,6826
"Ottawa Library",66075,1
"Ottawa Library",66076,424
"Ottawa Library",66078,229
"Ottawa Library",66079,280
"Ottawa Library",66080,52
"Ottawa Library",66092,110
"Ottawa Library",66095,294
"Ottawa Library",66434,2
"Ottawa Library",66451,34
"Ottawa Library",66501,7
"Ottawa Library",66502,3
"Ottawa Library",66523,21
"Ottawa Library",66524,6
"Ottawa Library",66528,17
"Ottawa Library",66536,2
"Ottawa Library",66537,3
"Ottawa Library",66542,3
"Ottawa Library",66543,6
"Ottawa Library",66547,3
"Ottawa Library",66617,7
"Ottawa Library",66713,4
"Ottawa Library",66856,1
"Ottawa Library",66860,2
"Ottawa Library",66871,1
"Ottawa Library",66935,1
"Ottawa Library",66945,1
"Ottawa Library",67005,1
"Ottawa Library",67037,1
"Ottawa Library",67063,1
"Ottawa Library",67104,1
"Ottawa Library",67107,1
"Ottawa Library",67110,1
"Ottawa Library",67114,3
"Ottawa Library",67124,3
"Ottawa Library",67144,3
"Ottawa Library",67401,1
"Ottawa Library",67410,1
"Ottawa Library",67439,1
"Ottawa Library",67456,1
"Ottawa Library",67490,1
"Ottawa Library",-,75
"Ottawa Library",67601,1
"Ottawa Library",67654,1
"Ottawa Library",67835,1
"Overbrook Public Library",0,4
"Overbrook Public Library",66002,2
"Overbrook Public Library",66006,3
"Overbrook Public Library",66012,2
"Overbrook Public Library",66046,45
"Overbrook Public Library",66061,6
"Overbrook Public Library",66067,17
"Overbrook Public Library",66076,83
"Overbrook Public Library",66095,6
"Overbrook Public Library",66409,12
"Overbrook Public Library",66413,3
"Overbrook Public Library",66414,91
"Overbrook Public Library",66524,743
"Overbrook Public Library",66528,59
"Overbrook Public Library",66537,42
"Overbrook Public Library",66606,5
"Overbrook Public Library",66611,6
"Overbrook Public Library",67401,22
"Paola Free Library",0,187
"Paola Free Library",66026,39
"Paola Free Library",66030,8
"Paola Free Library",66032,6
"Paola Free Library",66040,6
"Paola Free Library",66042,26
"Paola Free Library",66049,9
"Paola Free Library",66053,30
"Paola Free Library",66061,3
"Paola Free Library",66062,6
"Paola Free Library",66064,183
"Paola Free Library",66067,8
"Paola Free Library",66071,2966
"Paola Free Library",66072,7
"Paola Free Library",66083,46
"Paola Free Library",66092,9
"Paola Free Library",66409,2
"Paola Free Library",66502,5
"Paola Free Library",66720,1
"Paola Free Library",66725,1
"Paola Free Library",66901,2
"Paola Free Library",67114,1
"Paola Free Library",67301,1
"Paola Free Library",67601,1
"Paola Free Library",67654,1
"Paola Free Library",67701,35
"Paola Free Library",-,22
"Paola Free Library",67752,2
"Paola Free Library",67831,1
"Paola Free Library",67834,1
"Perry-Lecompton Community Library",66050,22
"Perry-Lecompton Community Library",66066,1
"Perry-Lecompton Community Library",66070,6
"Perry-Lecompton Community Library",66073,105
"Pomona Community Library",66067,4
"Pomona Community Library",66076,177
"Pomona Community Library",66095,42
"Prairie Hills Schools - Axtell Public School",0,3
"Prairie Hills Schools - Axtell Public School",66403,499
"Prairie Hills Schools - Axtell Public School",66404,3
"Prairie Hills Schools - Axtell Public School",66415,1
"Prairie Hills Schools - Sabetha Elementary School",0,1
"Prairie Hills Schools - Sabetha Elementary School",66408,34
"Prairie Hills Schools - Sabetha Elementary School",66534,1437
"Prairie Hills Schools - Sabetha High School",66534,62
"Prairie Hills Schools - Sabetha High School",67701,1
"Prairie Hills Schools - Sabetha Middle School",66534,274
"Richmond Public Library",66032,4
"Richmond Public Library",66033,36
"Richmond Public Library",66078,17
"Richmond Public Library",66079,1
"Richmond Public Library",66080,269
"Rossville Community Library",66409,14
"Rossville Community Library",66416,3
"Rossville Community Library",66418,161
"Rossville Community Library",66422,13
"Rossville Community Library",66423,11
"Rossville Community Library",66440,9
"Rossville Community Library",66507,257
"Rossville Community Library",66526,2
"Rossville Community Library",66533,962
"Rossville Community Library",66536,425
"Rossville Community Library",66539,90
"Rossville Community Library",66604,8
"Rossville Community Library",66609,2
"Rossville Community Library",66611,5
"Rossville Community Library",66614,27
"Rossville Community Library",66615,45
"Rossville Community Library",66618,18
"Sabetha, Mary Cotton Library",0,1
"Sabetha, Mary Cotton Library",66002,8
"Sabetha, Mary Cotton Library",66053,5
"Sabetha, Mary Cotton Library",66087,7
"Sabetha, Mary Cotton Library",66094,1
"Sabetha, Mary Cotton Library",66403,2
"Sabetha, Mary Cotton Library",66408,133
"Sabetha, Mary Cotton Library",66411,1
"Sabetha, Mary Cotton Library",66425,39
"Sabetha, Mary Cotton Library",66434,115
"Sabetha, Mary Cotton Library",66502,1
"Sabetha, Mary Cotton Library",66515,238
"Sabetha, Mary Cotton Library",66516,3
"Sabetha, Mary Cotton Library",66534,3161
"Sabetha, Mary Cotton Library",66536,1
"Sabetha, Mary Cotton Library",66538,11
"Sabetha, Mary Cotton Library",66547,1
"Sabetha, Mary Cotton Library",66550,16
"Sabetha, Mary Cotton Library",66614,1
"Sabetha, Mary Cotton Library",66801,1
"Sabetha, Mary Cotton Library",67002,1
"Sabetha, Mary Cotton Library",67056,1
"Sabetha, Mary Cotton Library",67062,3
"Sabetha, Mary Cotton Library",67525,1
"Sabetha, Mary Cotton Library",67530,6
"Sabetha, Mary Cotton Library",67601,2
"Sabetha, Mary Cotton Library",67663,1
"Sabetha, Mary Cotton Library",68337,17
"Sabetha, Mary Cotton Library",68355,17
"Sabetha, Mary Cotton Library",68376,48
"Sabetha, Mary Cotton Library",-,12
"Seneca Free Library",66403,74
"Seneca Free Library",66404,188
"Seneca Free Library",66406,8
"Seneca Free Library",66408,44
"Seneca Free Library",66415,53
"Seneca Free Library",66416,2
"Seneca Free Library",66417,50
"Seneca Free Library",66425,2
"Seneca Free Library",66427,11
"Seneca Free Library",66428,50
"Seneca Free Library",66434,2
"Seneca Free Library",66534,39
"Seneca Free Library",66538,1462
"Seneca Free Library",66540,4
"Seneca Free Library",66544,3
"Seneca Free Library",66550,20
"Seneca Free Library",-,3
"Seneca Free Library",68345,1
"Seneca Free Library",68420,27
"Silver Lake Library",,5
"Silver Lake Library",0,45
"Silver Lake Library",66088,1
"Silver Lake Library",66408,1
"Silver Lake Library",66418,31
"Silver Lake Library",66533,26
"Silver Lake Library",66536,11
"Silver Lake Library",66539,1149
"Silver Lake Library",66547,46
"Silver Lake Library",66604,68
"Silver Lake Library",66606,19
"Silver Lake Library",66615,7
"Silver Lake Library",66617,190
"Silver Lake Library",66618,171
"Tonganoxie Public Library",0,84
"Tonganoxie Public Library",64118,52
"Tonganoxie Public Library",66007,37
"Tonganoxie Public Library",66012,37
"Tonganoxie Public Library",66020,3
"Tonganoxie Public Library",66025,1
"Tonganoxie Public Library",66043,14
"Tonganoxie Public Library",66044,214
"Tonganoxie Public Library",66046,1
"Tonganoxie Public Library",66048,229
"Tonganoxie Public Library",66049,11
"Tonganoxie Public Library",66052,69
"Tonganoxie Public Library",66054,146
"Tonganoxie Public Library",66061,4
"Tonganoxie Public Library",66066,1
"Tonganoxie Public Library",66070,29
"Tonganoxie Public Library",66073,27
"Tonganoxie Public Library",66086,3542
"Tonganoxie Public Library",66097,1
"Tonganoxie Public Library",66109,106
"Tonganoxie Public Library",66226,1
"Tonganoxie Public Library",66547,6
"Valley Falls, Delaware Township Library",0,11
"Valley Falls, Delaware Township Library",66054,3
"Valley Falls, Delaware Township Library",66060,14
"Valley Falls, Delaware Township Library",66066,58
"Valley Falls, Delaware Township Library",66088,540
"Valley Falls, Delaware Township Library",66419,114
"Valley Falls, Delaware Township Library",66512,11
"Wellsville City Library",0,2
"Wellsville City Library",66002,1
"Wellsville City Library",66006,2
"Wellsville City Library",66021,95
"Wellsville City Library",66030,4
"Wellsville City Library",66062,6
"Wellsville City Library",66064,16
"Wellsville City Library",66067,40
"Wellsville City Library",66079,31
"Wellsville City Library",66092,1289
"Wellsville City Library",66095,5
"Wellsville City Library",66524,1
"Wetmore Public Library",66428,19
"Wetmore Public Library",66516,4
"Wetmore Public Library",66534,2
"Wetmore Public Library",66538,12
"Wetmore Public Library",66550,272
"Williamsburg Community Library",66053,16
"Williamsburg Community Library",66067,2
"Williamsburg Community Library",66075,1
"Williamsburg Community Library",66076,4
"Williamsburg Community Library",66095,212
"Williamsburg Community Library",66501,2
"Williamsburg Community Library",66502,4
"Williamsburg Community Library",66508,5
"Williamsburg Community Library",66528,5
"Williamsburg Community Library",66547,6
"Williamsburg Community Library",66801,2
"Williamsburg Community Library",66846,2
"Williamsburg Community Library",66871,3
"Williamsburg Community Library",67026,2
"Williamsburg Community Library",67037,2
"Williamsburg Community Library",67045,1
"Williamsburg Community Library",67063,1
"Williamsburg Community Library",67114,1
"Williamsburg Community Library",67156,2
"Williamsburg Community Library",67420,4
"Williamsburg Community Library",67449,1
"Williamsburg Community Library",67456,1
"Williamsburg Community Library",67460,2
"Williamsburg Community Library",67572,2
"Williamsburg Community Library",67601,4
"Williamsburg Community Library",67654,2
"Williamsburg Community Library",-,7
"Williamsburg Community Library",67877,2
"Winchester Public Library",0,1
"Winchester Public Library",-,3
"Winchester Public Library",66002,56
"Winchester Public Library",66047,1
"Winchester Public Library",66053,4
"Winchester Public Library",66054,156
"Winchester Public Library",66060,2
"Winchester Public Library",66066,46
"Winchester Public Library",66070,1
"Winchester Public Library",66088,34
"Winchester Public Library",66097,299
"Winchester Public Library",66436,1
"Winchester Public Library",67002,1
"Winchester Public Library",67010,1
"Winchester Public Library",67045,2
"Winchester Public Library",67449,1
"Winchester Public Library",67801,1
