Library,"Borrower zipcode","Checkouts + renewals"
"Hiawatha, Morrill Public Library",66419,2
"Hiawatha, Morrill Public Library",66424,6
"Hiawatha, Morrill Public Library",66425,20
"Hiawatha, Morrill Public Library",66428,13
"Hiawatha, Morrill Public Library",66434,2552
"Hiawatha, Morrill Public Library",66436,7
"Hiawatha, Morrill Public Library",66439,78
"Hiawatha, Morrill Public Library",66515,28
"Hiawatha, Morrill Public Library",66527,23
"Hiawatha, Morrill Public Library",66532,156
"Hiawatha, Morrill Public Library",66534,135
"Hiawatha, Morrill Public Library",66547,1
"Hiawatha, Morrill Public Library",66901,1
"Hiawatha, Morrill Public Library",67002,1
"Hiawatha, Morrill Public Library",67042,1
"Hiawatha, Morrill Public Library",67401,4
"Hiawatha, Morrill Public Library",67456,1
"Hiawatha, Morrill Public Library",67579,1
"Hiawatha, Morrill Public Library",67654,2
"Hiawatha, Morrill Public Library",67735,3
"Hiawatha, Morrill Public Library",67835,1
"Hiawatha, Morrill Public Library",68355,7
"Hiawatha, Morrill Public Library",68376,2
"Highland Community College",0,3
"Highland Community College",66035,3
"Highland Community College",66087,1
"Holton, Beck-Bookman Library",0,28
"Holton, Beck-Bookman Library",66002,1
"Holton, Beck-Bookman Library",66053,2
"Holton, Beck-Bookman Library",66058,9
"Holton, Beck-Bookman Library",66060,2
"Holton, Beck-Bookman Library",66070,2
"Holton, Beck-Bookman Library",66075,2
"Holton, Beck-Bookman Library",66088,5
"Holton, Beck-Bookman Library",66403,4
"Holton, Beck-Bookman Library",66416,174
"Holton, Beck-Bookman Library",66418,11
"Holton, Beck-Bookman Library",66419,62
"Holton, Beck-Bookman Library",66422,3
"Holton, Beck-Bookman Library",66432,8
"Holton, Beck-Bookman Library",66434,5
"Holton, Beck-Bookman Library",66436,1813
"Holton, Beck-Bookman Library",66439,1
"Holton, Beck-Bookman Library",66440,87
"Holton, Beck-Bookman Library",66509,370
"Holton, Beck-Bookman Library",66516,60
"Holton, Beck-Bookman Library",66521,12
"Holton, Beck-Bookman Library",66533,12
"Holton, Beck-Bookman Library",66534,3
"Holton, Beck-Bookman Library",66540,135
"Holton, Beck-Bookman Library",66550,10
"Holton, Beck-Bookman Library",66552,37
"Holton, Beck-Bookman Library",66604,2
"Holton, Beck-Bookman Library",66615,1
"Holton, Beck-Bookman Library",66617,4
"Holton, Beck-Bookman Library",66801,1
"Holton, Beck-Bookman Library",66901,2
"Holton, Beck-Bookman Library",66949,1
"Holton, Beck-Bookman Library",67042,1
"Holton, Beck-Bookman Library",67107,2
"Holton, Beck-Bookman Library",67401,1
"Holton, Beck-Bookman Library",67410,2
"Holton, Beck-Bookman Library",67579,3
"Holton, Beck-Bookman Library",67855,1
"Holton, Beck-Bookman Library",-,18
"Horton Public Library",0,13
"Horton Public Library",66053,1
"Horton Public Library",66434,1
"Horton Public Library",66439,92
"Horton Public Library",66527,1
"Lansing Community Library",,2
"Lansing Community Library",66007,15
"Lansing Community Library",66012,2
"Lansing Community Library",66020,114
"Lansing Community Library",66027,23
"Lansing Community Library",66043,2276
"Lansing Community Library",66048,1049
"Lansing Community Library",66086,13
"Lansing Community Library",66109,34
"Lansing Community Library",66111,10
"Lansing Community Library",66202,15
"Lansing Community Library",66210,26
"Lansing Community Library",-,4
"Leavenworth Public Library",0,13
"Leavenworth Public Library",-,8
"Leavenworth Public Library",64152,1
"Leavenworth Public Library",64504,6
"Leavenworth Public Library",66002,19
"Leavenworth Public Library",66007,43
"Leavenworth Public Library",66020,298
"Leavenworth Public Library",66023,7
"Leavenworth Public Library",66027,1146
"Leavenworth Public Library",66043,684
"Leavenworth Public Library",66048,8748
"Leavenworth Public Library",66054,17
"Leavenworth Public Library",66061,4
"Leavenworth Public Library",66066,20
"Leavenworth Public Library",66086,23
"Leavenworth Public Library",66109,26
"Leavenworth Public Library",66113,2
"Leavenworth Public Library",66210,94
"Leavenworth Public Library",66217,28
"Leavenworth Public Library",66549,1
"Linwood Community Library",0,1
"Linwood Community Library",66007,21
"Linwood Community Library",66012,162
"Linwood Community Library",66018,10
"Linwood Community Library",66025,26
"Linwood Community Library",66044,113
"Linwood Community Library",66046,4
"Linwood Community Library",66047,6
"Linwood Community Library",66049,15
"Linwood Community Library",66052,692
"Linwood Community Library",66086,24
"Linwood Community Library",66111,4
"Lyndon Carnegie Library",0,22
"Lyndon Carnegie Library",-,18
"Lyndon Carnegie Library",66067,2
"Lyndon Carnegie Library",66076,9
"Lyndon Carnegie Library",66413,3
"Lyndon Carnegie Library",66414,50
"Lyndon Carnegie Library",66451,620
"Lyndon Carnegie Library",66510,35
"Lyndon Carnegie Library",66523,22
"Lyndon Carnegie Library",66528,4
"Lyndon Carnegie Library",66537,89
"Lyndon Carnegie Library",66543,113
"Lyndon Carnegie Library",66604,2
"Lyndon Carnegie Library",66856,21
"Lyndon Carnegie Library",66860,9
"Lyndon Carnegie Library",66871,2
"McLouth Public Library",66048,16
"McLouth Public Library",66054,213
"McLouth Public Library",66060,3
"McLouth Public Library",66066,2
"McLouth Public Library",66111,6
"McLouth Public Library",66226,9
"Meriden-Ozawkie Public Library",0,22
"Meriden-Ozawkie Public Library",66044,4
"Meriden-Ozawkie Public Library",66060,2
"Meriden-Ozawkie Public Library",66066,5
"Meriden-Ozawkie Public Library",66070,411
"Meriden-Ozawkie Public Library",66073,26
"Meriden-Ozawkie Public Library",66088,157
"Meriden-Ozawkie Public Library",66429,31
"Meriden-Ozawkie Public Library",66512,1513
"Meriden-Ozawkie Public Library",66536,4
"Meriden-Ozawkie Public Library",66539,23
"Meriden-Ozawkie Public Library",66542,67
"Meriden-Ozawkie Public Library",66604,9
"Meriden-Ozawkie Public Library",66606,3
"Meriden-Ozawkie Public Library",66608,6
"Meriden-Ozawkie Public Library",66614,12
"Meriden-Ozawkie Public Library",66615,1
"Meriden-Ozawkie Public Library",66617,381
"Meriden-Ozawkie Public Library",66618,29
"Meriden-Ozawkie Public Library",-,7
"Northeast Kansas Library System",0,1
"Northeast Kansas Library System",66002,2
"Northeast Kansas Library System",66044,9
"Northeast Kansas Library System",66047,8
"Northeast Kansas Library System",66049,22
"Nortonville Public Library",0,25
"Nortonville Public Library",66002,6
"Nortonville Public Library",66016,2
"Nortonville Public Library",66023,18
"Nortonville Public Library",66060,530
"Nortonville Public Library",66070,2
"Nortonville Public Library",66088,14
"Nortonville Public Library",66097,4
"Osage City Library",0,34
"Osage City Library",-,1
"Osage City Library",66402,8
"Osage City Library",66413,71
"Osage City Library",66451,62
"Osage City Library",66510,1
"Osage City Library",66523,2489
"Osage City Library",66537,14
"Osage City Library",66543,76
"Osage City Library",66610,1
"Osage City Library",66830,56
"Osage City Library",66833,5
"Osage City Library",66856,4
"Osage City Library",66868,138
"Osawatomie Public Library",0,79
"Osawatomie Public Library",-,10
"Osawatomie Public Library",66012,2
"Osawatomie Public Library",66026,32
"Osawatomie Public Library",66030,43
"Osawatomie Public Library",66033,2
"Osawatomie Public Library",66040,21
"Osawatomie Public Library",66042,177
"Osawatomie Public Library",66048,2
"Osawatomie Public Library",66053,97
"Osawatomie Public Library",66064,1384
"Osawatomie Public Library",66067,13
"Osawatomie Public Library",66071,283
"Osawatomie Public Library",66072,65
"Osawatomie Public Library",66079,2
"Osawatomie Public Library",66083,16
"Osawatomie Public Library",66839,1
"Osawatomie Public Library",67052,1
"Osawatomie Public Library",67401,2
"Oskaloosa Public Library",0,33
"Oskaloosa Public Library",-,6
"Oskaloosa Public Library",66044,2
"Oskaloosa Public Library",66054,29
"Oskaloosa Public Library",66066,745
"Oskaloosa Public Library",66070,92
"Oskaloosa Public Library",66073,60
"Oskaloosa Public Library",66088,7
"Oskaloosa Public Library",66097,5
"Oskaloosa Public Library",66512,26
"Ottawa Library",66006,74
"Ottawa Library",66021,4
"Ottawa Library",66030,27
"Ottawa Library",66032,47
"Ottawa Library",66040,21
"Ottawa Library",66042,13
"Ottawa Library",66046,8
"Ottawa Library",66049,21
"Ottawa Library",66053,3
"Ottawa Library",66064,38
"Ottawa Library",66067,7869
"Ottawa Library",66071,1
"Ottawa Library",66076,569
"Ottawa Library",66078,439
"Ottawa Library",66079,499
"Ottawa Library",66080,238
"Ottawa Library",66092,152
"Ottawa Library",66095,541
"Ottawa Library",66414,6
"Ottawa Library",66434,7
"Ottawa Library",66441,2
"Ottawa Library",66451,12
"Ottawa Library",66501,7
"Ottawa Library",66502,1
"Ottawa Library",66510,28
"Ottawa Library",66523,1
"Ottawa Library",66528,39
"Ottawa Library",66543,15
"Ottawa Library",66547,1
"Ottawa Library",66617,9
"Ottawa Library",66749,5
"Ottawa Library",66801,1
"Ottawa Library",66839,5
"Ottawa Library",66856,3
"Ottawa Library",66871,13
"Ottawa Library",66935,3
"Ottawa Library",67002,1
"Ottawa Library",67026,1
"Ottawa Library",67037,1
"Ottawa Library",67042,1
"Ottawa Library",67045,1
"Ottawa Library",67063,1
"Ottawa Library",67107,2
"Ottawa Library",67654,4
"Ottawa Library",67672,1
"Ottawa Library",67801,1
"Ottawa Library",67846,2
"Ottawa Library",67861,1
"Ottawa Library",-,50
"Overbrook Public Library",0,8
"Overbrook Public Library",66006,8
"Overbrook Public Library",66046,4
"Overbrook Public Library",66047,16
"Overbrook Public Library",66061,2
"Overbrook Public Library",66067,36
"Overbrook Public Library",66076,95
"Overbrook Public Library",66095,14
"Overbrook Public Library",-,2
"Overbrook Public Library",66409,32
"Overbrook Public Library",66413,2
"Overbrook Public Library",66414,39
"Overbrook Public Library",66523,3
"Overbrook Public Library",66524,1227
"Overbrook Public Library",66528,65
"Overbrook Public Library",66537,25
"Overbrook Public Library",66606,5
"Overbrook Public Library",66611,6
"Overbrook Public Library",67401,13
"Paola Free Library",0,185
"Paola Free Library",66014,11
"Paola Free Library",66021,16
"Paola Free Library",66026,80
"Paola Free Library",66032,17
"Paola Free Library",66033,3
"Paola Free Library",66040,4
"Paola Free Library",66042,5
"Paola Free Library",66049,10
"Paola Free Library",66053,8
"Paola Free Library",66061,6
"Paola Free Library",66062,11
"Paola Free Library",66064,238
"Paola Free Library",66067,7
"Paola Free Library",66071,3485
"Paola Free Library",66072,5
"Paola Free Library",66083,57
"Paola Free Library",66086,4
"Paola Free Library",66092,1
"Paola Free Library",66204,5
"Paola Free Library",66411,3
"Paola Free Library",66502,5
"Paola Free Library",66547,1
"Paola Free Library",66846,1
"Paola Free Library",67063,1
"Paola Free Library",67107,1
"Paola Free Library",67114,2
"Paola Free Library",67152,9
"Paola Free Library",67156,14
"Paola Free Library",67460,1
"Paola Free Library",67701,10
"Paola Free Library",67752,1
"Paola Free Library",-,19
"Perry-Lecompton Community Library",66047,16
"Perry-Lecompton Community Library",66049,2
"Perry-Lecompton Community Library",66050,51
"Perry-Lecompton Community Library",66054,9
"Perry-Lecompton Community Library",66066,6
"Perry-Lecompton Community Library",66070,13
"Perry-Lecompton Community Library",66073,168
"Perry-Lecompton Community Library",66076,1
"Perry-Lecompton Community Library",66429,5
"Perry-Lecompton Community Library",66607,3
"Pomona Community Library",0,24
"Pomona Community Library",66007,1
"Pomona Community Library",66067,28
"Pomona Community Library",66076,414
"Pomona Community Library",66092,1
"Pomona Community Library",66095,33
"Pomona Community Library",66523,3
"Pomona Community Library",66528,2
"Richmond Public Library",66032,39
"Richmond Public Library",66033,41
"Richmond Public Library",66078,58
"Richmond Public Library",66079,2
"Richmond Public Library",66080,579
"Richmond Public Library",66532,5
"Rossville Community Library",66044,1
"Rossville Community Library",66416,6
"Rossville Community Library",66418,170
"Rossville Community Library",66422,9
"Rossville Community Library",66423,47
"Rossville Community Library",66507,301
"Rossville Community Library",66521,2
"Rossville Community Library",66526,12
"Rossville Community Library",66533,1015
"Rossville Community Library",66536,353
"Rossville Community Library",66539,95
"Rossville Community Library",-,1
"Rossville Community Library",66604,2
"Rossville Community Library",66611,5
"Rossville Community Library",66614,20
"Rossville Community Library",66615,41
"Rossville Community Library",66618,10
"Sabetha, Mary Cotton Library",0,16
"Sabetha, Mary Cotton Library",66012,4
"Sabetha, Mary Cotton Library",66027,20
"Sabetha, Mary Cotton Library",66053,4
"Sabetha, Mary Cotton Library",66403,1
"Sabetha, Mary Cotton Library",66408,166
"Sabetha, Mary Cotton Library",66425,49
"Sabetha, Mary Cotton Library",66434,288
"Sabetha, Mary Cotton Library",66441,3
"Sabetha, Mary Cotton Library",66502,6
"Sabetha, Mary Cotton Library",66515,481
"Sabetha, Mary Cotton Library",66516,4
"Sabetha, Mary Cotton Library",66534,4154
"Sabetha, Mary Cotton Library",66538,7
"Sabetha, Mary Cotton Library",66550,27
"Sabetha, Mary Cotton Library",66604,1
"Sabetha, Mary Cotton Library",67010,2
"Sabetha, Mary Cotton Library",67104,1
"Sabetha, Mary Cotton Library",67449,1
"Sabetha, Mary Cotton Library",67530,2
"Sabetha, Mary Cotton Library",68337,9
"Sabetha, Mary Cotton Library",68376,24
"Sabetha, Mary Cotton Library",-,38
"Seneca Free Library",0,13
"Seneca Free Library",66002,1
"Seneca Free Library",66403,71
"Seneca Free Library",66404,432
"Seneca Free Library",66406,3
"Seneca Free Library",66408,58
"Seneca Free Library",66415,71
"Seneca Free Library",66417,136
"Seneca Free Library",66425,1
"Seneca Free Library",66428,69
"Seneca Free Library",66432,8
"Seneca Free Library",66534,23
"Seneca Free Library",66538,2298
"Seneca Free Library",66544,1
"Seneca Free Library",66550,16
"Seneca Free Library",68345,10
"Seneca Free Library",68420,25
"Seneca Free Library",-,10
"Silver Lake Library",,9
"Silver Lake Library",0,22
"Silver Lake Library",66088,15
"Silver Lake Library",66092,1
"Silver Lake Library",66416,1
"Silver Lake Library",66418,10
"Silver Lake Library",66431,1
"Silver Lake Library",66432,1
"Silver Lake Library",66526,4
"Silver Lake Library",66533,23
"Silver Lake Library",66536,4
"Silver Lake Library",66539,1050
"Silver Lake Library",66547,13
"Silver Lake Library",66604,28
"Silver Lake Library",66606,9
"Silver Lake Library",66615,8
"Silver Lake Library",66617,187
"Silver Lake Library",66618,264
"Tonganoxie Public Library",0,130
"Tonganoxie Public Library",-,1
"Tonganoxie Public Library",66007,14
"Tonganoxie Public Library",66012,39
"Tonganoxie Public Library",66020,3
"Tonganoxie Public Library",66025,10
"Tonganoxie Public Library",66043,3
"Tonganoxie Public Library",66044,125
"Tonganoxie Public Library",66047,1
"Tonganoxie Public Library",66048,413
"Tonganoxie Public Library",66049,17
"Tonganoxie Public Library",66052,137
"Tonganoxie Public Library",66054,200
"Tonganoxie Public Library",66061,4
"Tonganoxie Public Library",66062,7
"Tonganoxie Public Library",66066,29
"Tonganoxie Public Library",66071,1
"Tonganoxie Public Library",66073,14
"Tonganoxie Public Library",66086,4549
"Tonganoxie Public Library",66095,31
"Tonganoxie Public Library",66109,80
"Tonganoxie Public Library",66111,16
"Tonganoxie Public Library",66203,7
"Valley Falls, Delaware Township Library",0,4
"Valley Falls, Delaware Township Library",66002,1
"Valley Falls, Delaware Township Library",66023,13
"Valley Falls, Delaware Township Library",66054,2
"Valley Falls, Delaware Township Library",66060,53
"Valley Falls, Delaware Township Library",66088,614
"Valley Falls, Delaware Township Library",66097,2
"Valley Falls, Delaware Township Library",66419,39
"Valley Falls, Delaware Township Library",66534,2
"Wellsville City Library",0,11
"Wellsville City Library",66007,28
"Wellsville City Library",66021,89
"Wellsville City Library",66030,34
"Wellsville City Library",66046,1
"Wellsville City Library",66048,1
"Wellsville City Library",66062,2
"Wellsville City Library",66067,71
"Wellsville City Library",66079,43
"Wellsville City Library",66092,1847
"Wellsville City Library",66524,1
"Wetmore Public Library",0,9
"Wetmore Public Library",66428,64
"Wetmore Public Library",66516,26
"Wetmore Public Library",66534,26
"Wetmore Public Library",66538,22
"Wetmore Public Library",66550,253
"Williamsburg Community Library",0,5
"Williamsburg Community Library",66053,7
"Williamsburg Community Library",66067,3
"Williamsburg Community Library",66076,41
"Williamsburg Community Library",66078,16
"Williamsburg Community Library",66095,164
"Williamsburg Community Library",66501,5
"Williamsburg Community Library",66528,3
"Williamsburg Community Library",66547,2
"Williamsburg Community Library",66736,2
"Williamsburg Community Library",66749,3
"Williamsburg Community Library",66801,2
"Williamsburg Community Library",66871,2
"Williamsburg Community Library",66935,2
"Williamsburg Community Library",67002,3
"Williamsburg Community Library",67114,3
"Williamsburg Community Library",67420,2
"Williamsburg Community Library",67439,2
"Williamsburg Community Library",67456,2
"Williamsburg Community Library",67501,2
"Williamsburg Community Library",67530,4
"Williamsburg Community Library",-,1
"Winchester Public Library",0,1
"Winchester Public Library",66002,61
"Winchester Public Library",66047,1
"Winchester Public Library",66048,5
"Winchester Public Library",66054,137
"Winchester Public Library",66060,20
"Winchester Public Library",66066,122
"Winchester Public Library",66070,4
"Winchester Public Library",66088,28
"Winchester Public Library",66097,554
"Winchester Public Library",66436,3
"Winchester Public Library",66901,1
"Winchester Public Library",67010,1
"Winchester Public Library",-,1
"Winchester Public Library",67401,1
"Winchester Public Library",67601,1
