Library,"Borrower zipcode","Checkouts + renewals"
"Bonner Springs City Library",66508,2
"Bonner Springs City Library",66536,1
"Bonner Springs City Library",66547,4
"Bonner Springs City Library",66612,1
"Bonner Springs City Library",66713,3
"Bonner Springs City Library",66749,1
"Bonner Springs City Library",66801,1
"Bonner Springs City Library",66945,3
"Bonner Springs City Library",67002,1
"Bonner Springs City Library",67042,2
"Bonner Springs City Library",67114,2
"Bonner Springs City Library",67401,1
"Bonner Springs City Library",67460,1
"Bonner Springs City Library",67558,1
"Bonner Springs City Library",67579,2
"Bonner Springs City Library",67601,3
"Bonner Springs City Library",67654,3
"Bonner Springs City Library",67672,2
"Bonner Springs City Library",67735,1
"Bonner Springs City Library",67737,1
"Bonner Springs City Library",67749,1
"Bonner Springs City Library",67752,1
"Bonner Springs City Library",67846,1
"Bonner Springs City Library",67951,1
"Bonner Springs City Library",-,19
"Burlingame Community Library",0,9
"Burlingame Community Library",66413,790
"Burlingame Community Library",66414,26
"Burlingame Community Library",66431,3
"Burlingame Community Library",66833,8
"Carbondale City Library",66409,5
"Carbondale City Library",66413,2
"Carbondale City Library",66414,400
"Carbondale City Library",66523,24
"Carbondale City Library",66524,6
"Carbondale City Library",66537,212
"Carbondale City Library",66546,45
"Carbondale City Library",66605,17
"Centralia Community Library",0,15
"Centralia Community Library",66415,364
"Centralia Community Library",66538,5
"Centralia Community Library",66544,12
"Corning City Library",0,3
"Corning City Library",66417,26
"Corning City Library",66540,4
"Doniphan County Library - Elwood",66024,37
"Doniphan County Library - Elwood",66035,8
"Doniphan County Library - Elwood",66087,45
"Doniphan County Library - Elwood",66090,27
"Doniphan County Library - Highland",0,9
"Doniphan County Library - Highland",64506,3
"Doniphan County Library - Highland",66017,21
"Doniphan County Library - Highland",-,5
"Doniphan County Library - Highland",66035,287
"Doniphan County Library - Highland",66087,18
"Doniphan County Library - Highland",66434,1
"Doniphan County Library - Highland",66532,1
"Doniphan County Library - Troy",0,6
"Doniphan County Library - Troy",66002,10
"Doniphan County Library - Troy",66008,56
"Doniphan County Library - Troy",66017,4
"Doniphan County Library - Troy",66024,1
"Doniphan County Library - Troy",-,4
"Doniphan County Library - Troy",66035,23
"Doniphan County Library - Troy",66087,482
"Doniphan County Library - Troy",66090,89
"Doniphan County Library - Troy",66532,3
"Doniphan County Library - Wathena",66024,10
"Doniphan County Library - Wathena",66087,29
"Doniphan County Library - Wathena",66090,481
"Effingham Community Library",0,12
"Effingham Community Library",66002,7
"Effingham Community Library",66023,233
"Effingham Community Library",66041,8
"Effingham Community Library",66058,3
"Effingham Community Library",66436,1
"Eudora Community Library",0,30
"Eudora Community Library",66002,87
"Eudora Community Library",66006,2
"Eudora Community Library",66018,29
"Eudora Community Library",66021,2
"Eudora Community Library",66025,1925
"Eudora Community Library",66044,86
"Eudora Community Library",66046,26
"Eudora Community Library",66047,72
"Eudora Community Library",66049,1
"Eudora Community Library",66052,15
"Eudora Community Library",66086,8
"Eudora Community Library",66202,5
"Eudora Community Library",66212,1
"Everest, Barnes Reading Room",66424,232
"Everest, Barnes Reading Room",66439,58
"Hiawatha, Morrill Public Library",0,21
"Hiawatha, Morrill Public Library",66002,9
"Hiawatha, Morrill Public Library",66008,3
"Hiawatha, Morrill Public Library",66017,13
"Hiawatha, Morrill Public Library",66035,48
"Hiawatha, Morrill Public Library",66087,23
"Hiawatha, Morrill Public Library",66094,8
"Hiawatha, Morrill Public Library",66424,7
"Hiawatha, Morrill Public Library",66425,48
"Hiawatha, Morrill Public Library",66434,1747
"Hiawatha, Morrill Public Library",66439,58
"Hiawatha, Morrill Public Library",66502,1
"Hiawatha, Morrill Public Library",66515,3
"Hiawatha, Morrill Public Library",66527,52
"Hiawatha, Morrill Public Library",66532,94
"Hiawatha, Morrill Public Library",66534,84
"Hiawatha, Morrill Public Library",66536,1
"Hiawatha, Morrill Public Library",67002,1
"Hiawatha, Morrill Public Library",67410,1
"Hiawatha, Morrill Public Library",67735,2
"Hiawatha, Morrill Public Library",67860,1
"Hiawatha, Morrill Public Library",68376,5
"Highland Community College",0,10
"Highland Community College",-,2
"Highland Community College",64504,1
"Highland Community College",66017,4
"Highland Community College",66413,1
"Highland Community College",66434,1
"Holton, Beck-Bookman Library",0,16
"Holton, Beck-Bookman Library",66002,1
"Holton, Beck-Bookman Library",66012,2
"Holton, Beck-Bookman Library",66023,4
"Holton, Beck-Bookman Library",66032,2
"Holton, Beck-Bookman Library",66048,8
"Holton, Beck-Bookman Library",66058,2
"Holton, Beck-Bookman Library",66061,2
"Holton, Beck-Bookman Library",66070,2
"Holton, Beck-Bookman Library",66088,2
"Holton, Beck-Bookman Library",66411,1
"Holton, Beck-Bookman Library",66416,115
"Holton, Beck-Bookman Library",66419,52
"Holton, Beck-Bookman Library",66428,5
"Holton, Beck-Bookman Library",66432,14
"Holton, Beck-Bookman Library",66434,1
"Holton, Beck-Bookman Library",66436,1303
"Holton, Beck-Bookman Library",66439,1
"Holton, Beck-Bookman Library",66440,97
"Holton, Beck-Bookman Library",66441,1
"Holton, Beck-Bookman Library",66509,275
"Holton, Beck-Bookman Library",66516,38
"Holton, Beck-Bookman Library",66521,7
"Holton, Beck-Bookman Library",66533,6
"Holton, Beck-Bookman Library",66540,77
"Holton, Beck-Bookman Library",66550,3
"Holton, Beck-Bookman Library",66552,34
"Holton, Beck-Bookman Library",66606,1
"Holton, Beck-Bookman Library",66617,29
"Holton, Beck-Bookman Library",66713,1
"Holton, Beck-Bookman Library",66901,1
"Holton, Beck-Bookman Library",67010,1
"Holton, Beck-Bookman Library",67107,2
"Holton, Beck-Bookman Library",-,1
"Horton Public Library",0,13
"Horton Public Library",66023,1
"Horton Public Library",66053,3
"Horton Public Library",66434,8
"Horton Public Library",66439,82
"Horton Public Library",66801,2
"Horton Public Library",67062,1
"Horton Public Library",-,4
"Horton Public Library",67748,1
"Horton Public Library",67950,1
"Lansing Community Library",0,9
"Lansing Community Library",66007,3
"Lansing Community Library",66020,31
"Lansing Community Library",66027,14
"Lansing Community Library",66043,1752
"Lansing Community Library",66048,599
"Lansing Community Library",66086,2
"Lansing Community Library",66109,13
"Lansing Community Library",66111,9
"Lansing Community Library",66112,8
"Lansing Community Library",66210,2
"Lansing Community Library",66212,12
"Lansing Community Library",-,3
"Lansing Community Library",66436,6
"Leavenworth Public Library",0,22
"Leavenworth Public Library",64098,3
"Leavenworth Public Library",64119,25
"Leavenworth Public Library",66002,11
"Leavenworth Public Library",66007,5
"Leavenworth Public Library",66012,2
"Leavenworth Public Library",66020,289
"Leavenworth Public Library",66026,11
"Leavenworth Public Library",66027,1210
"Leavenworth Public Library",66030,7
"Leavenworth Public Library",66043,550
"Leavenworth Public Library",66048,8372
"Leavenworth Public Library",66054,13
"Leavenworth Public Library",66066,17
"Leavenworth Public Library",66086,44
"Leavenworth Public Library",66103,12
"Leavenworth Public Library",66109,12
"Leavenworth Public Library",66111,1
"Leavenworth Public Library",66210,25
"Leavenworth Public Library",66212,5
"Leavenworth Public Library",-,45
"Linwood Community Library",66007,2
"Linwood Community Library",66012,36
"Linwood Community Library",66018,5
"Linwood Community Library",66044,23
"Linwood Community Library",66046,6
"Linwood Community Library",66047,1
"Linwood Community Library",66049,10
"Linwood Community Library",66052,425
"Linwood Community Library",66054,8
"Linwood Community Library",66086,66
"Linwood Community Library",66413,3
"Lyndon Carnegie Library",0,18
"Lyndon Carnegie Library",66076,30
"Lyndon Carnegie Library",66414,47
"Lyndon Carnegie Library",66451,343
"Lyndon Carnegie Library",66510,6
"Lyndon Carnegie Library",66523,4
"Lyndon Carnegie Library",66528,5
"Lyndon Carnegie Library",66537,72
"Lyndon Carnegie Library",66543,98
"Lyndon Carnegie Library",66614,2
"Lyndon Carnegie Library",66860,3
"McLouth Public Library",66020,1
"McLouth Public Library",66054,180
"McLouth Public Library",66066,16
"McLouth Public Library",66070,1
"McLouth Public Library",66111,8
"Meriden-Ozawkie Public Library",0,22
"Meriden-Ozawkie Public Library",64133,4
"Meriden-Ozawkie Public Library",66044,6
"Meriden-Ozawkie Public Library",66066,6
"Meriden-Ozawkie Public Library",66070,157
"Meriden-Ozawkie Public Library",66073,20
"Meriden-Ozawkie Public Library",66088,85
"Meriden-Ozawkie Public Library",66097,2
"Meriden-Ozawkie Public Library",66409,3
"Meriden-Ozawkie Public Library",66418,1
"Meriden-Ozawkie Public Library",66419,3
"Meriden-Ozawkie Public Library",66429,12
"Meriden-Ozawkie Public Library",66440,2
"Meriden-Ozawkie Public Library",66512,870
"Meriden-Ozawkie Public Library",66542,39
"Meriden-Ozawkie Public Library",66604,12
"Meriden-Ozawkie Public Library",66608,6
"Meriden-Ozawkie Public Library",66614,45
"Meriden-Ozawkie Public Library",66615,71
"Meriden-Ozawkie Public Library",66617,132
"Northeast Kansas Library System",0,12
"Northeast Kansas Library System",66044,3
"Northeast Kansas Library System",66047,4
"Northeast Kansas Library System",66049,26
"Northeast Kansas Library System",66095,2
"Nortonville Public Library",0,29
"Nortonville Public Library",66002,25
"Nortonville Public Library",66060,296
"Nortonville Public Library",66088,33
"Nortonville Public Library",66097,4
"Nortonville Public Library",66419,18
"Osage City Library",0,107
"Osage City Library",-,10
"Osage City Library",66204,1
"Osage City Library",66402,46
"Osage City Library",66413,41
"Osage City Library",66451,42
"Osage City Library",66523,1556
"Osage City Library",66524,4
"Osage City Library",66537,20
"Osage City Library",66543,53
"Osage City Library",66614,5
"Osage City Library",66616,14
"Osage City Library",66830,1
"Osage City Library",66833,2
"Osage City Library",66868,84
"Osawatomie Public Library",0,12
"Osawatomie Public Library",66014,1
"Osawatomie Public Library",66026,12
"Osawatomie Public Library",66030,21
"Osawatomie Public Library",66042,60
"Osawatomie Public Library",66049,12
"Osawatomie Public Library",66053,35
"Osawatomie Public Library",66056,1
"Osawatomie Public Library",66064,744
"Osawatomie Public Library",66067,10
"Osawatomie Public Library",66071,135
"Osawatomie Public Library",66072,62
"Osawatomie Public Library",66079,3
"Osawatomie Public Library",66083,39
"Osawatomie Public Library",66109,1
"Osawatomie Public Library",66441,1
"Osawatomie Public Library",66839,1
"Osawatomie Public Library",67737,1
"Osawatomie Public Library",67835,1
"Osawatomie Public Library",67846,1
"Osawatomie Public Library",-,9
"Oskaloosa Public Library",0,2
"Oskaloosa Public Library",-,5
"Oskaloosa Public Library",66044,1
"Oskaloosa Public Library",66049,1
"Oskaloosa Public Library",66050,2
"Oskaloosa Public Library",66054,36
"Oskaloosa Public Library",66066,512
"Oskaloosa Public Library",66070,61
"Oskaloosa Public Library",66073,49
"Oskaloosa Public Library",66086,1
"Oskaloosa Public Library",66088,2
"Oskaloosa Public Library",66097,2
"Oskaloosa Public Library",66512,2
"Ottawa Library",66006,59
"Ottawa Library",66018,2
"Ottawa Library",66032,55
"Ottawa Library",66033,7
"Ottawa Library",66040,23
"Ottawa Library",66042,5
"Ottawa Library",66049,3
"Ottawa Library",66053,15
"Ottawa Library",66061,1
"Ottawa Library",66064,29
"Ottawa Library",66067,4914
"Ottawa Library",66076,553
"Ottawa Library",66078,124
"Ottawa Library",66079,469
"Ottawa Library",66080,58
"Ottawa Library",66092,59
"Ottawa Library",66095,200
"Ottawa Library",66215,3
"Ottawa Library",66411,1
"Ottawa Library",66441,1
"Ottawa Library",66451,11
"Ottawa Library",66501,6
"Ottawa Library",66502,1
"Ottawa Library",66508,1
"Ottawa Library",66510,33
"Ottawa Library",66521,1
"Ottawa Library",66523,2
"Ottawa Library",66528,33
"Ottawa Library",66536,2
"Ottawa Library",66537,6
"Ottawa Library",66543,5
"Ottawa Library",66547,2
"Ottawa Library",66748,1
"Ottawa Library",66749,1
"Ottawa Library",66801,1
"Ottawa Library",66839,1
"Ottawa Library",66871,1
"Ottawa Library",66935,1
"Ottawa Library",67107,2
"Ottawa Library",67110,3
"Ottawa Library",67154,1
"Ottawa Library",67219,1
"Ottawa Library",67439,2
"Ottawa Library",67504,1
"Ottawa Library",67530,1
"Ottawa Library",67601,1
"Ottawa Library",67672,1
"Ottawa Library",67835,1
"Ottawa Library",-,29
"Overbrook Public Library",0,4
"Overbrook Public Library",66046,10
"Overbrook Public Library",66076,77
"Overbrook Public Library",66409,19
"Overbrook Public Library",66414,99
"Overbrook Public Library",66524,801
"Overbrook Public Library",66528,54
"Overbrook Public Library",66533,1
"Overbrook Public Library",66537,10
"Overbrook Public Library",66606,1
"Overbrook Public Library",66611,7
"Overbrook Public Library",67401,13
"Paola Free Library",,1
"Paola Free Library",0,207
"Paola Free Library",66026,8
"Paola Free Library",66030,24
"Paola Free Library",66033,2
"Paola Free Library",66040,9
"Paola Free Library",66042,3
"Paola Free Library",66049,5
"Paola Free Library",66053,18
"Paola Free Library",66061,6
"Paola Free Library",66064,150
"Paola Free Library",66067,3
"Paola Free Library",66071,2624
"Paola Free Library",66072,7
"Paola Free Library",66078,4
"Paola Free Library",66083,34
"Paola Free Library",66092,1
"Paola Free Library",66411,1
"Paola Free Library",66441,1
"Paola Free Library",66547,1
"Paola Free Library",66762,1
"Paola Free Library",66801,1
"Paola Free Library",67039,1
"Paola Free Library",67107,1
"Paola Free Library",67337,1
"Paola Free Library",67530,1
"Paola Free Library",67558,1
"Paola Free Library",67701,21
"Paola Free Library",-,9
"Paola Free Library",67901,1
"Perry-Lecompton Community Library",66050,38
"Perry-Lecompton Community Library",66066,8
"Perry-Lecompton Community Library",66073,46
"Perry-Lecompton Community Library",66617,4
"Pomona Community Library",0,8
"Pomona Community Library",66007,3
"Pomona Community Library",66067,1
"Pomona Community Library",66071,2
"Pomona Community Library",66076,216
"Pomona Community Library",66095,12
"Pomona Community Library",66523,7
"Prairie Hills Schools - Axtell Public School",0,10
"Prairie Hills Schools - Axtell Public School",66403,440
"Prairie Hills Schools - Axtell Public School",66538,1
"Prairie Hills Schools - Sabetha Elementary School",0,22
"Prairie Hills Schools - Sabetha Elementary School",66534,1557
"Prairie Hills Schools - Sabetha Elementary School",66550,1
"Prairie Hills Schools - Sabetha High School",66534,27
"Prairie Hills Schools - Sabetha High School",67654,1
"Prairie Hills Schools - Sabetha High School",67749,1
"Prairie Hills Schools - Sabetha Middle School",0,1
"Prairie Hills Schools - Sabetha Middle School",66534,122
"Prairie Hills Schools - Wetmore Academic Center",66550,194
"Richmond Public Library",66032,6
"Richmond Public Library",66033,38
"Richmond Public Library",66078,25
"Richmond Public Library",66080,400
"Richmond Public Library",66095,1
"Rossville Community Library",66044,1
"Rossville Community Library",66413,2
"Rossville Community Library",66416,2
"Rossville Community Library",66418,152
"Rossville Community Library",66423,27
"Rossville Community Library",66440,11
"Rossville Community Library",66507,309
"Rossville Community Library",66526,1
"Rossville Community Library",66533,678
"Rossville Community Library",66536,295
"Rossville Community Library",66539,34
"Rossville Community Library",66611,4
"Rossville Community Library",66614,7
"Rossville Community Library",66615,7
"Rossville Community Library",66618,14
"Sabetha, Mary Cotton Library",0,1
"Sabetha, Mary Cotton Library",66032,3
"Sabetha, Mary Cotton Library",66053,2
"Sabetha, Mary Cotton Library",66109,2
"Sabetha, Mary Cotton Library",66403,2
"Sabetha, Mary Cotton Library",66408,118
"Sabetha, Mary Cotton Library",66425,54
"Sabetha, Mary Cotton Library",66434,143
"Sabetha, Mary Cotton Library",66441,1
"Sabetha, Mary Cotton Library",66502,3
"Sabetha, Mary Cotton Library",66508,1
"Sabetha, Mary Cotton Library",66509,9
"Sabetha, Mary Cotton Library",66515,248
"Sabetha, Mary Cotton Library",66516,2
"Sabetha, Mary Cotton Library",66527,3
"Sabetha, Mary Cotton Library",66532,1
"Sabetha, Mary Cotton Library",66534,3030
"Sabetha, Mary Cotton Library",66538,2
"Sabetha, Mary Cotton Library",66550,7
"Sabetha, Mary Cotton Library",66736,1
"Sabetha, Mary Cotton Library",66861,1
"Sabetha, Mary Cotton Library",67062,1
"Sabetha, Mary Cotton Library",67063,1
"Sabetha, Mary Cotton Library",67114,1
"Sabetha, Mary Cotton Library",67456,1
"Sabetha, Mary Cotton Library",67601,8
"Sabetha, Mary Cotton Library",67748,2
"Sabetha, Mary Cotton Library",68337,14
"Sabetha, Mary Cotton Library",68376,80
"Sabetha, Mary Cotton Library",-,232
"Seneca Free Library",0,15
"Seneca Free Library",66403,79
"Seneca Free Library",66404,189
"Seneca Free Library",66408,18
"Seneca Free Library",66415,37
"Seneca Free Library",66417,104
"Seneca Free Library",66428,29
"Seneca Free Library",66534,25
"Seneca Free Library",66538,1027
"Seneca Free Library",66544,1
"Seneca Free Library",66550,16
"Seneca Free Library",68345,17
"Seneca Free Library",68420,19
"Silver Lake Library",0,62
"Silver Lake Library",66088,36
"Silver Lake Library",66414,3
"Silver Lake Library",66418,21
"Silver Lake Library",66431,2
"Silver Lake Library",66432,1
"Silver Lake Library",66533,9
"Silver Lake Library",66536,2
"Silver Lake Library",66539,913
"Silver Lake Library",66547,2
"Silver Lake Library",66604,41
"Silver Lake Library",66606,9
"Silver Lake Library",66615,3
"Silver Lake Library",66617,153
"Silver Lake Library",66618,199
"Tonganoxie Public Library",0,118
"Tonganoxie Public Library",64118,20
"Tonganoxie Public Library",66007,18
"Tonganoxie Public Library",66020,9
"Tonganoxie Public Library",66043,4
"Tonganoxie Public Library",66044,95
"Tonganoxie Public Library",-,14
"Tonganoxie Public Library",66046,1
"Tonganoxie Public Library",66047,3
"Tonganoxie Public Library",66048,194
"Tonganoxie Public Library",66052,80
"Tonganoxie Public Library",66054,232
"Tonganoxie Public Library",66061,1
"Tonganoxie Public Library",66066,19
"Tonganoxie Public Library",66073,2
"Tonganoxie Public Library",66086,2805
"Tonganoxie Public Library",66109,52
"Valley Falls, Delaware Township Library",0,16
"Valley Falls, Delaware Township Library",66060,53
"Valley Falls, Delaware Township Library",66066,3
"Valley Falls, Delaware Township Library",66088,510
"Valley Falls, Delaware Township Library",66419,113
"Valley Falls, Delaware Township Library",66436,6
"Valley Falls, Delaware Township Library",66512,4
"Valley Falls, Delaware Township Library",66615,4
"Wellsville City Library",0,4
"Wellsville City Library",66021,151
"Wellsville City Library",66030,89
"Wellsville City Library",66067,25
"Wellsville City Library",66079,5
"Wellsville City Library",66092,1512
"Wellsville City Library",66095,4
"Wellsville City Library",66212,2
"Wellsville City Library",66524,1
"Wetmore Public Library",66428,12
"Wetmore Public Library",66436,1
"Wetmore Public Library",66439,2
"Wetmore Public Library",66516,6
"Wetmore Public Library",66521,2
"Wetmore Public Library",66534,2
"Wetmore Public Library",66538,16
"Wetmore Public Library",66550,167
"Williamsburg Community Library",0,2
"Williamsburg Community Library",66007,1
"Williamsburg Community Library",66033,1
"Williamsburg Community Library",66053,8
"Williamsburg Community Library",66067,28
"Williamsburg Community Library",66076,7
"Williamsburg Community Library",66095,219
"Williamsburg Community Library",66441,2
"Williamsburg Community Library",66501,1
"Williamsburg Community Library",66508,2
"Williamsburg Community Library",66528,5
"Williamsburg Community Library",66536,3
"Williamsburg Community Library",66547,4
"Williamsburg Community Library",66617,3
"Williamsburg Community Library",66743,2
"Williamsburg Community Library",66749,1
"Williamsburg Community Library",66801,3
"Williamsburg Community Library",66871,1
"Williamsburg Community Library",67010,2
"Williamsburg Community Library",67601,6
"Williamsburg Community Library",67663,1
"Williamsburg Community Library",67701,2
"Williamsburg Community Library",-,6
"Williamsburg Community Library",67950,2
"Winchester Public Library",66002,15
"Winchester Public Library",66020,15
"Winchester Public Library",66053,2
"Winchester Public Library",66054,87
"Winchester Public Library",66060,5
"Winchester Public Library",66066,41
"Winchester Public Library",66073,6
"Winchester Public Library",66088,32
"Winchester Public Library",66097,184
"Winchester Public Library",66536,1
"Winchester Public Library",67062,1
"Winchester Public Library",67654,1
